Dataseed	minfreq	base_freq	base_freq_min	base_freq_max	fbtype	exec_max_sample_rate	exec_ignore_low_sr_samples	use_training_form	exec_n_ver_n_task_use_aug_dataset_dir_preprocess	nbands	wintime_steptime_dataset_kwargs	use_full_mfcc	test_operators	ontology	# insts (TRAIN)	# insts (TEST)	class_counts (TRAIN)	class_counts (TEST)	n_features	channel_size	T(entropy,2,0.01,0.4)train_accuracy	T(entropy,2,0.01,0.4)K	T(entropy,2,0.01,0.4)accuracy	T(entropy,2,0.01,0.4)macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_specificity	T(entropy,2,0.01,0.4)safe_macro_PPV	T(entropy,2,0.01,0.4)safe_macro_NPV	T(entropy,2,0.01,0.4)safe_macro_F1	T(entropy,2,0.01,0.4)n_nodes	T(entropy,2,0.01,0.4)t	T(entropy,2,0.01,0.4)hash	T(entropy,2,0.01,0.5)train_accuracy	T(entropy,2,0.01,0.5)K	T(entropy,2,0.01,0.5)accuracy	T(entropy,2,0.01,0.5)macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_specificity	T(entropy,2,0.01,0.5)safe_macro_PPV	T(entropy,2,0.01,0.5)safe_macro_NPV	T(entropy,2,0.01,0.5)safe_macro_F1	T(entropy,2,0.01,0.5)n_nodes	T(entropy,2,0.01,0.5)t	T(entropy,2,0.01,0.5)hash	T(entropy,2,0.01,0.6)train_accuracy	T(entropy,2,0.01,0.6)K	T(entropy,2,0.01,0.6)accuracy	T(entropy,2,0.01,0.6)macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_specificity	T(entropy,2,0.01,0.6)safe_macro_PPV	T(entropy,2,0.01,0.6)safe_macro_NPV	T(entropy,2,0.01,0.6)safe_macro_F1	T(entropy,2,0.01,0.6)n_nodes	T(entropy,2,0.01,0.6)t	T(entropy,2,0.01,0.6)hash	T(entropy,4,0.01,0.4)train_accuracy	T(entropy,4,0.01,0.4)K	T(entropy,4,0.01,0.4)accuracy	T(entropy,4,0.01,0.4)macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_specificity	T(entropy,4,0.01,0.4)safe_macro_PPV	T(entropy,4,0.01,0.4)safe_macro_NPV	T(entropy,4,0.01,0.4)safe_macro_F1	T(entropy,4,0.01,0.4)n_nodes	T(entropy,4,0.01,0.4)t	T(entropy,4,0.01,0.4)hash	T(entropy,4,0.01,0.5)train_accuracy	T(entropy,4,0.01,0.5)K	T(entropy,4,0.01,0.5)accuracy	T(entropy,4,0.01,0.5)macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_specificity	T(entropy,4,0.01,0.5)safe_macro_PPV	T(entropy,4,0.01,0.5)safe_macro_NPV	T(entropy,4,0.01,0.5)safe_macro_F1	T(entropy,4,0.01,0.5)n_nodes	T(entropy,4,0.01,0.5)t	T(entropy,4,0.01,0.5)hash	T(entropy,4,0.01,0.6)train_accuracy	T(entropy,4,0.01,0.6)K	T(entropy,4,0.01,0.6)accuracy	T(entropy,4,0.01,0.6)macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_specificity	T(entropy,4,0.01,0.6)safe_macro_PPV	T(entropy,4,0.01,0.6)safe_macro_NPV	T(entropy,4,0.01,0.6)safe_macro_F1	T(entropy,4,0.01,0.6)n_nodes	T(entropy,4,0.01,0.6)t	T(entropy,4,0.01,0.6)hash	RF(0.7,50,half,all)train_accuracy	RF(0.7,50,half,all)K	RF(0.7,50,half,all)accuracy	RF(0.7,50,half,all)macro_sensitivity	RF(0.7,50,half,all)safe_macro_sensitivity	RF(0.7,50,half,all)safe_macro_specificity	RF(0.7,50,half,all)safe_macro_PPV	RF(0.7,50,half,all)safe_macro_NPV	RF(0.7,50,half,all)safe_macro_F1	RF(0.7,50,half,all)oob_error	RF(0.7,50,half,all)n_nodes	RF(0.7,50,half,all)σ² train_accuracy	RF(0.7,50,half,all)σ² K	RF(0.7,50,half,all)σ² accuracy	RF(0.7,50,half,all)σ² macro_sensitivity	RF(0.7,50,half,all)σ² safe_macro_sensitivity	RF(0.7,50,half,all)σ² safe_macro_specificity	RF(0.7,50,half,all)σ² safe_macro_PPV	RF(0.7,50,half,all)σ² safe_macro_NPV	RF(0.7,50,half,all)σ² safe_macro_F1	RF(0.7,50,half,all)σ² oob_error	RF(0.7,50,half,all)σ² n_nodes	RF(0.7,50,half,all)t	RF(0.7,50,half,all)hash	
4	20	fft	200	700	semitone	8000	false	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	368	92	(184, 184)	(46, 46)	[60]	[(3,)]	93.75	45.65	72.83	72.83	73.91	71.74	72.34	73.33	73.12	59	3.653	3be79c29bfb91483400f5dd41821388adbbfd997f1323c2e60ade91843e6cbc2	86.41	50.0	75.0	75.0	73.91	76.09	75.56	74.47	74.73	25	3.237	9d1792aa43050355637e3c64395ebf1b92838ccef6bc115cad890c91774cff28	82.07	26.09	63.04	63.04	60.87	65.22	63.64	62.5	62.22	17	2.914	c78e52617549244c3e621de803b83b56d6cf6d2d038ae4ef9845d370ce6f748d	92.12	47.83	73.91	73.91	78.26	69.57	72.0	76.19	75.0	53	3.728	a8a3bc4a8f6f88671d5417b2d886c3cc7f79e62b554bae360be7bf3f4cffeb54	86.14	45.65	72.83	72.83	76.09	69.57	71.43	74.42	73.68	25	3.056	de70747cae85dc4b23c5d75cbaf616be25e727c2d63a2a8f32d11bb772fa1a73	82.07	26.09	63.04	63.04	60.87	65.22	63.64	62.5	62.22	17	2.968	c78e52617549244c3e621de803b83b56d6cf6d2d038ae4ef9845d370ce6f748d	99.57	48.26	74.13	74.13	70.43	77.83	76.17	72.52	73.12	25.54	274600.0	0.0	0.03	0.01	0.01	0.09	0.13	0.05	0.02	0.01	0.03	210400.0	79.591	("fd593e58320f87d271740a0183385fc9d3c74c14276f7f567e9e5497372c5836", "cd62b93d283d17cec706d4c13be6e2b8c36b18f27ecf1e241935b89c3290f935", "47f38069f8e4f2f43f30b64312bb9bd8b3cbd6aca0cfec4a820d2a5ed3df8ffe", "62796a14032ab42a7f89a639b4d687e00af402ee631fb2278c518f5b09262953", "35d17a83eb767925b505e29418f3dff751f65dea07bb266db2ea9afefe8e213d")	
5	20	fft	200	700	semitone	8000	false	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	368	92	(184, 184)	(46, 46)	[60]	[(3,)]	91.58	43.48	71.74	71.74	80.43	63.04	68.52	76.32	74.0	47	3.579	78ed88e449a431b58bb6f236516c90a18bfeb3e7b38325f71deee3a51f79ef7e	89.4	41.3	70.65	70.65	80.43	60.87	67.27	75.68	73.27	41	3.696	baaa260a9f9b024c6310eb1ac844367db10d3afcb5b993acb1aaf15763e61c39	80.98	47.83	73.91	73.91	73.91	73.91	73.91	73.91	73.91	15	2.624	096158ae52583b04a20cbf3ea7c397eee7b486a8583a5ee45f74c8178831bbca	90.49	43.48	71.74	71.74	80.43	63.04	68.52	76.32	74.0	41	3.568	d5f617184b0a4e77dc6a4ec691edfce0351329e2820cde7bcb33420cc595f6a8	88.32	41.3	70.65	70.65	80.43	60.87	67.27	75.68	73.27	37	3.629	0107833f89fc7e2195b45499be4a2d70133a039ccd5eed05a24f9167140281c6	80.98	47.83	73.91	73.91	73.91	73.91	73.91	73.91	73.91	15	2.586	096158ae52583b04a20cbf3ea7c397eee7b486a8583a5ee45f74c8178831bbca	99.24	50.43	75.22	75.22	79.13	71.3	73.48	77.34	76.17	25.22	285720.0	0.0	0.25	0.06	0.06	0.04	0.2	0.1	0.04	0.04	0.01	35120.0	75.656	("dbd200b94221d42fd03b24b4a9411022289f9a7f96b9e074078a9b6414654e73", "f1cf55cf63b7ac9fb3540858a3a2b9b6cc4f9ff670e818e09d2ef2d4200c1b20", "003ef74c68e4b832951c76ef9b9ca536c7c885d23409dec490253f595c6f2bc7", "e637595655d712082c5ea6f12f7a10e828699384b7d6a4569edc3a53bb1b0587", "7415039c0f4bf23168037572e1c4b66a60c88543e530c7dfa8ff75a3716b6c60")	
6	20	fft	200	700	semitone	8000	false	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	368	92	(184, 184)	(46, 46)	[60]	[(3,)]	94.84	58.7	79.35	79.35	78.26	80.43	80.0	78.72	79.12	71	3.81	7226e8ac0559f59dacc9c30132369483e6bae794f19d66874135288e2bbeedb1	85.6	60.87	80.43	80.43	76.09	84.78	83.33	78.0	79.55	33	3.657	42a52d3c6032e9550a3994f81b81d93ec16393e829659e424b92c249c76e50cc	82.34	63.04	81.52	81.52	78.26	84.78	83.72	79.59	80.9	19	3.005	da65935b3c6e2fa0b065e5aa6bf777480ef94c1ae5794e5baff583f74045a389	93.21	47.83	73.91	73.91	69.57	78.26	76.19	72.0	72.73	63	3.91	6198f688925d14d079a5184d335ea74705f1079479692f313ee9b3f35257f15b	85.05	63.04	81.52	81.52	78.26	84.78	83.72	79.59	80.9	29	3.416	67cba9f372a8808403e3ea0c9055d969339fa58c657d7173c1ac2ff2c5cd410a	82.34	63.04	81.52	81.52	78.26	84.78	83.72	79.59	80.9	19	3.12	da65935b3c6e2fa0b065e5aa6bf777480ef94c1ae5794e5baff583f74045a389	99.51	58.7	79.35	79.35	76.96	81.74	81.01	78.08	78.85	27.07	287480.0	0.0	0.17	0.04	0.04	0.11	0.23	0.15	0.05	0.04	0.01	53920.0	86.848	("b2554ca4f9656c658c14422d9d8f704c019b8b6e45aeb1035ce043c44a17f8cb", "a76bfb8b04340c3b25165cc278656a6c40294f98618c11a46de43c679d1a6107", "682d9e7fe7b2929753f4e53c2826b324b80fd2332ba5bd7f685010035503bd03", "fd83dd89cc513a962a8640f31b1b884343ed5d126e306f3c4aeb0969d2893dc4", "e60757e1816f781d253b9cf2a0df062a9a4d367d050481e59cbb38e74721877e")	
7	20	fft	200	700	semitone	8000	false	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	368	92	(184, 184)	(46, 46)	[60]	[(3,)]	94.84	36.96	68.48	68.48	63.04	73.91	70.73	66.67	66.67	55	4.905	b137f3932c50667d688fb4285a8cec123fa692e5aa15a6e8f8f1d7de0463938c	86.96	45.65	72.83	72.83	65.22	80.43	76.92	69.81	70.59	31	4.781	6a1296fb82ba66a4b0d8ec70be1ca8840704d2b7cf9f21a2ebcc631df1c54566	80.98	39.13	69.57	69.57	56.52	82.61	76.47	65.52	65.0	21	4.47	e91e071eab78eb742106ee9fdc0fef45c68df33377c4120c05a2cea1f9afeea4	92.39	43.48	71.74	71.74	65.22	78.26	75.0	69.23	69.77	47	4.946	af44bfeb960373448555ae4d2b834354b00b17fc011a830fd1f6e5998dbc7cd2	86.41	47.83	73.91	73.91	67.39	80.43	77.5	71.15	72.09	29	4.748	736babaaeb54017668316e317458dc4a2bed606f7cb4b123e4614989f0f824a1	80.98	41.3	70.65	70.65	58.7	82.61	77.14	66.67	66.67	21	4.469	11a2ca97431111dee426a86375d0760efcfe4d8c78118b5b374223c19771f80e	99.46	46.52	73.26	73.26	59.13	87.39	82.52	68.15	68.84	25.82	281480.0	0.0	0.13	0.03	0.03	0.08	0.08	0.1	0.02	0.05	0.02	127720.0	82.821	("8bc56e0915282c00eb6c8d7f202f234e37eab89589c4852b9cdebfdeb0947939", "54046ab0f3d196cc27cc217827a7f8e7f0c9c24872398d2f71ddb5d5e538af37", "f3f01f2441da146eb3907bbe668c9233194107d286860c4ab02a38c4bba58f43", "c1a50d71390893f21f8074baa2c35502937401c5ae7cf4ab2bedeaf70e04a7af", "2717ffc5dcb848722a64630f28848039b09e567b0dfc0536874e92ed26361891")	
8	20	fft	200	700	semitone	8000	false	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	368	92	(184, 184)	(46, 46)	[60]	[(3,)]	94.57	52.17	76.09	76.09	73.91	78.26	77.27	75.0	75.56	63	3.777	276428b5460a26ac515d19093df7fb555bbb54ce80bcaab123a53a47071166da	91.58	54.35	77.17	77.17	76.09	78.26	77.78	76.6	76.92	49	3.781	c0d89a7d33d997dae750c284f45fd6468bada275c2f95b10ef16a5987c68b3ea	85.6	60.87	80.43	80.43	71.74	89.13	86.84	75.93	78.57	27	3.194	139755acc926fdf6f2e116b828c8ad0262a9a6773841df7b478e810e3164d6c5	92.93	52.17	76.09	76.09	73.91	78.26	77.27	75.0	75.56	53	3.78	74874731b6fa8ca5e339d32e066de87fcb56b11e03d1cfa37a7b586b420f230a	90.76	54.35	77.17	77.17	76.09	78.26	77.78	76.6	76.92	43	3.557	536d4a94a62ca9b0f4ea551e89cd3f4f4583a4ffa30cfdcd2c94926548beef47	85.33	60.87	80.43	80.43	71.74	89.13	86.84	75.93	78.57	27	3.337	f1d8089422eee1d16851f8b38a5b57a491208b4e4fce5c4d7e09103d3cf36513	99.4	68.26	84.13	84.13	76.09	92.17	90.74	79.5	82.69	24.67	276560.0	0.0	0.13	0.03	0.03	0.19	0.04	0.04	0.08	0.06	0.03	191680.0	76.676	("ad90b3a57fa36ffbb238a0e6e05da864ac508f1bc7688e1679f6c3986626fcd8", "7a7ebe5e7d7517549dfb7184273c45e5030cdfbdce166e8f479eb92124a90502", "34af275c6327434fa280589de8ba6c656b4d320252f19f3507b2affa8e42b17f", "029973f9fb03931d2de5bde51036cb6980947ef4033de336790007eae93e2d35", "b77d8c439d8f8510a1de266f8c38ec1be4f10840f722652283864eb0c1f038b0")	
9	20	fft	200	700	semitone	8000	false	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	368	92	(184, 184)	(46, 46)	[60]	[(3,)]	93.48	43.48	71.74	71.74	71.74	71.74	71.74	71.74	71.74	51	3.34	6b0b54a41f847d0d51f6549fca6f17a6fe121354c50c732ae9e759bbdfd82cf4	88.32	47.83	73.91	73.91	73.91	73.91	73.91	73.91	73.91	39	3.317	62cd2b5246033b785012f917311c39fc2897fe4a42d47f7e7d8f95ba5f92d3c2	85.87	50.0	75.0	75.0	76.09	73.91	74.47	75.56	75.27	31	3.209	c15bf20a5e499d724231b0014ce724f9aed3d87c095626af434280b8f678ac55	92.66	41.3	70.65	70.65	73.91	67.39	69.39	72.09	71.58	51	3.502	dce4b15e13b3be777d26dbb6cbd7178df2ad5fe5ef25bd949655247fe58e4e0e	87.5	47.83	73.91	73.91	73.91	73.91	73.91	73.91	73.91	37	3.306	17aa700ade24865157cec9290e430337959cf50149452446b4fa3d997250479d	85.87	50.0	75.0	75.0	76.09	73.91	74.47	75.56	75.27	31	3.182	c15bf20a5e499d724231b0014ce724f9aed3d87c095626af434280b8f678ac55	99.57	49.13	74.57	74.57	70.0	79.13	77.04	72.51	73.35	23.53	280200.0	0.0	0.2	0.05	0.05	0.06	0.06	0.07	0.04	0.06	0.05	137800.0	80.302	("7624d1d26dd2c81e35e0f4fb3f07ae109df2d1cd5c84b79be4b0e7341d517f0a", "f9967ce343c4ef9585b6f3f71b0c75c27d2abaa486b6369cd424b9e49013cda6", "49c54c15e2d0a2fa374439eb0c1b448fba9377b798e3ebf07fed6098540de72c", "3355585629af7a6e159584448aeb3946048efa07c219126c74e1801c3b57c38b", "9f7ab8946f1d7c9614e6d52f115d1fe66dd176076a9279877f69d54d99dde410")	
10	20	fft	200	700	semitone	8000	false	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	368	92	(184, 184)	(46, 46)	[60]	[(3,)]	95.38	56.52	78.26	78.26	78.26	78.26	78.26	78.26	78.26	63	4.238	940192be7d0358739b75c0fbcc030fe9bfa7f48599cab7d002ce15eadd15af39	91.3	56.52	78.26	78.26	80.43	76.09	77.08	79.55	78.72	49	4.144	3506a8d33b49478dfa2899f62229a505aecbeb4f144ab40cc264225fbb4a1a8a	88.86	58.7	79.35	79.35	80.43	78.26	78.72	80.0	79.57	41	4.079	9bc71b2c859fef18cad089ab81bfd4751445419e7b77c042dac1aa5e2e7f8bb4	93.75	56.52	78.26	78.26	78.26	78.26	78.26	78.26	78.26	59	4.121	507a62ca617c04ef0ee2f1f543dd0742b0ccde25baef25394eb49ff80ba7a48a	90.22	56.52	78.26	78.26	80.43	76.09	77.08	79.55	78.72	47	4.072	9d731445ff3de84bfe74b0dabfebd630a49b8aa5111dfb447b5c6079eed10ea9	88.86	58.7	79.35	79.35	80.43	78.26	78.72	80.0	79.57	41	4.062	9bc71b2c859fef18cad089ab81bfd4751445419e7b77c042dac1aa5e2e7f8bb4	99.67	61.3	80.65	80.65	83.48	77.83	79.04	82.49	81.19	27.12	288240.0	0.0	0.17	0.04	0.04	0.04	0.08	0.05	0.04	0.04	0.02	148480.0	86.339	("7bf81572b27ba76729ae10b70fd5b89379e8f5e7497feee708199a9ab49976aa", "a79c6d31da7f60acdc081c33739b0fbb9b0fe39467c0f14ca4c407c8636a8971", "0897837eb11460d3a197b22f21fb6451ccc985c3687a9cebe4831836fc0a1713", "3d775881844533530fbc3e862c0ba678bec9213733b27809cb0f676c6a250c78", "bf95a1827b3633a992a41fba10aa6bed4ccba3ea47d515d12551f4716e695b64")	
1	20	autocor	200	700	semitone	8000	false	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	368	92	(184, 184)	(46, 46)	[60]	[(3,)]	95.92	34.78	67.39	67.39	63.04	71.74	69.05	66.0	65.91	77	5.286	acf9764b4beef27e133a2d7201508857849016dd9d68b7a2d8c09765b005db7f	85.05	52.17	76.09	76.09	69.57	82.61	80.0	73.08	74.42	25	3.002	0f15d14bbf0bd883a642b4709ea276aa5201171fd259698350a8d8164a4885cd	78.26	50.0	75.0	75.0	63.04	86.96	82.86	70.18	71.6	9	1.962	1fcef5eebff46aafe9a6d64c0f8ae20d5dd4b085e44b3e628874c34edfff696e	94.57	30.43	65.22	65.22	63.04	67.39	65.91	64.58	64.44	65	4.093	b035c250286f48764084710ad29ea9394a57bb8479126fee5be3d1d8015c3d93	85.6	52.17	76.09	76.09	69.57	82.61	80.0	73.08	74.42	27	3.014	9c667deef482641e3d6be87b25f639bf6f8c619a38823b7c85261c2430266316	78.26	50.0	75.0	75.0	63.04	86.96	82.86	70.18	71.6	9	1.981	1fcef5eebff46aafe9a6d64c0f8ae20d5dd4b085e44b3e628874c34edfff696e	99.46	45.22	72.61	72.61	63.48	81.74	77.85	69.14	69.85	23.91	282320.0	0.0	0.15	0.04	0.04	0.1	0.2	0.13	0.02	0.04	0.02	134120.0	82.137	("3125619c8e831bbfa52eeeb09cb42b0362b3a3bd55e4792e2aa0496ead5aa565", "577a2d970d849358b39fdafdd37eb782681bd1a35a63f8dda99ef0f0ae5d0c4e", "70eceae15bd6199aabc194197dd1ad0f3c286de8eb704282097703fc6a4e4046", "1dcf16db649a8be5cafc4e600432146a9e87110e0d29aaeae607c5ea0686fe0e", "7fd91d035c9fd4d77fb8f9033cbe1f3632ea71d4c27e1ce62d4c4f79b5238c04")	
2	20	autocor	200	700	semitone	8000	false	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	368	92	(184, 184)	(46, 46)	[60]	[(3,)]	97.01	41.3	70.65	70.65	73.91	67.39	69.39	72.09	71.58	69	3.793	2e84a2a1d8fb300fc126956dc4d0906f486a4e0e34586c5502705963cb0e4852	88.59	41.3	70.65	70.65	82.61	58.7	66.67	77.14	73.79	39	3.671	894546ff67d39aec7923e3282cfd7ca4c79ef0b48e859dffff10efe63d3d12ee	82.61	45.65	72.83	72.83	78.26	67.39	70.59	75.61	74.23	21	2.925	4465f1eaffe1a08abb6a1bda535eec7fd4cde5cb14006c09a29984992e2c0a2d	94.57	34.78	67.39	67.39	71.74	63.04	66.0	69.05	68.75	59	3.446	7729a4960ff5a1ded2029c4d6b55fb4eaecee011193134dd9ace18bb4e51102f	87.5	36.96	68.48	68.48	82.61	54.35	64.41	75.76	72.38	35	3.545	2280fa3474734ee1beb8246acb19071c9650e8d8ca3f6a7822bf5e69d23846a6	82.61	45.65	72.83	72.83	78.26	67.39	70.59	75.61	74.23	21	2.855	4465f1eaffe1a08abb6a1bda535eec7fd4cde5cb14006c09a29984992e2c0a2d	99.62	54.78	77.39	77.39	72.17	82.61	80.54	74.84	76.12	27.55	290560.0	0.0	0.46	0.11	0.11	0.17	0.07	0.11	0.12	0.14	0.02	186680.0	93.674	("ddb9b6e242bb8f46e49aec6a3ab750a1edc0d1f80c81956fe34977406c72f754", "0f0adce0e1b84302cd339a35785662154965a55cd0fd73b7e8aef0eee63e45c1", "77d631f34cb1cd8523d3a893533b09494252e6993ec42a32052a3b0530648f88", "a60a26f2fc267df6f3b23b5ad6a89d87795ae26a9a2b3317a205c37ee260ab22", "008a754150f5a89730d329f750d24d86af37ed701bb69ec7c49a4a8ed65f5d83")	
3	20	autocor	200	700	semitone	8000	false	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	368	92	(184, 184)	(46, 46)	[60]	[(3,)]	93.75	54.35	77.17	77.17	73.91	80.43	79.07	75.51	76.4	57	3.75	bb8f923c347c65b0b57022b4b10854d4fcc16a9ae8c0d5cdc66dd9cbff6632f8	87.77	54.35	77.17	77.17	78.26	76.09	76.6	77.78	77.42	33	3.414	a829afb6a56b72bc523bf7bf13c460b46529cb78d21cde98017f061eccf2ff2d	78.53	50.0	75.0	75.0	63.04	86.96	82.86	70.18	71.6	9	1.886	7cd829b669659ab9b44a59b498ccfb4a3384bb4ddd9a327d2116891ed4b34215	92.39	45.65	72.83	72.83	69.57	76.09	74.42	71.43	71.91	55	3.43	62c284ed99f8fc1aa259325139c3490542df940bba95b76b3d44bacf7359625e	87.23	54.35	77.17	77.17	76.09	78.26	77.78	76.6	76.92	33	3.471	2c85b6feb11f1650dee5b7628746c61e48d02c343c54ee9365c33d77a2833ea7	78.53	50.0	75.0	75.0	63.04	86.96	82.86	70.18	71.6	9	1.896	7cd829b669659ab9b44a59b498ccfb4a3384bb4ddd9a327d2116891ed4b34215	99.29	44.78	72.39	72.39	70.87	73.91	73.48	71.69	72.01	25.22	281880.0	0.0	0.65	0.16	0.16	0.16	0.64	0.31	0.11	0.11	0.01	197120.0	85.179	("72e143983a62cb28b4fc1c763bbbc41f0f8ebd2f05ee60be98359af4c7a40894", "c24abd2c8eb057e6316ec7ca5d473c9c8238c59afb32b1cb43e650aaa7a72a84", "5482ff378f0f7f2f24f6704927b425bb20245289435464ad9041207f2b143b93", "a2a139021079e2fcec6fa607d0e4397f8b4a56a32e18cde86a3bf40eccfa9096", "a28b6dcb2bdd9dcc790b94a8ef1cf8d569afbb6430968c598c6bc407f84aaf80")	
4	20	autocor	200	700	semitone	8000	false	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	368	92	(184, 184)	(46, 46)	[60]	[(3,)]	93.75	45.65	72.83	72.83	73.91	71.74	72.34	73.33	73.12	59	3.767	cad2bee4ec70c65f2b7fee0f7d37db6b11e7901be3b837005a1d1eae01607a14	86.41	50.0	75.0	75.0	73.91	76.09	75.56	74.47	74.73	25	3.204	ffef7108ccb763cf1e44ac559aca05aa715ed45b7b0b79c15bfebf678cf1ca21	82.07	26.09	63.04	63.04	60.87	65.22	63.64	62.5	62.22	17	3.058	bcd72f293e2ad951e8bec5361354c6bbd97595c59a4e75524234b08cb2d6ab0b	92.12	47.83	73.91	73.91	78.26	69.57	72.0	76.19	75.0	53	3.579	89111e711474c57a0f22477ec0c23e0bd342d6c4af1c4b95622f5712180e1cd0	86.14	45.65	72.83	72.83	76.09	69.57	71.43	74.42	73.68	25	3.179	3791cc244572067044f0bb38dd61412d251225de9fcdbd5ccac96f54263505be	82.07	26.09	63.04	63.04	60.87	65.22	63.64	62.5	62.22	17	2.98	bcd72f293e2ad951e8bec5361354c6bbd97595c59a4e75524234b08cb2d6ab0b	99.57	48.26	74.13	74.13	70.43	77.83	76.17	72.52	73.12	25.54	274600.0	0.0	0.03	0.01	0.01	0.09	0.13	0.05	0.02	0.01	0.03	210400.0	81.622	("c04047ac054c1e541322d301d533e2eae5811a36d0a0e22464256ebc4e589860", "d6ff48d845925dc1bbc6bfbdb834a61c000a0dc08aca872f57cecf7a1210d002", "5f7eb13d4960dc46b05af0a2bcdaf5098762199cae839b81ad6906fcf8b091dc", "50ece092c8d30b51d23b8f6f34dd72accabde79b0bd06e2b5c2dffce55078473", "8562d810fa0f890d00e28a9dd4fec5f49908335fc995276f76d1f745e0bb1b81")	
