Dataseed	minfreq	base_freq	base_freq_min	base_freq_max	fbtype	exec_max_sample_rate	exec_ignore_low_sr_samples	use_training_form	exec_n_ver_n_task_use_aug_dataset_dir_preprocess	nbands	wintime_steptime_dataset_kwargs	use_full_mfcc	test_operators	ontology	# insts (TRAIN)	# insts (TEST)	class_counts (TRAIN)	class_counts (TEST)	n_features	channel_size	T(entropy,2,0.01,0.4)train_accuracy	T(entropy,2,0.01,0.4)K	T(entropy,2,0.01,0.4)accuracy	T(entropy,2,0.01,0.4)macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_specificity	T(entropy,2,0.01,0.4)safe_macro_PPV	T(entropy,2,0.01,0.4)safe_macro_NPV	T(entropy,2,0.01,0.4)safe_macro_F1	T(entropy,2,0.01,0.4)n_nodes	T(entropy,2,0.01,0.4)t	T(entropy,2,0.01,0.4)hash	T(entropy,2,0.01,0.5)train_accuracy	T(entropy,2,0.01,0.5)K	T(entropy,2,0.01,0.5)accuracy	T(entropy,2,0.01,0.5)macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_specificity	T(entropy,2,0.01,0.5)safe_macro_PPV	T(entropy,2,0.01,0.5)safe_macro_NPV	T(entropy,2,0.01,0.5)safe_macro_F1	T(entropy,2,0.01,0.5)n_nodes	T(entropy,2,0.01,0.5)t	T(entropy,2,0.01,0.5)hash	T(entropy,2,0.01,0.6)train_accuracy	T(entropy,2,0.01,0.6)K	T(entropy,2,0.01,0.6)accuracy	T(entropy,2,0.01,0.6)macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_specificity	T(entropy,2,0.01,0.6)safe_macro_PPV	T(entropy,2,0.01,0.6)safe_macro_NPV	T(entropy,2,0.01,0.6)safe_macro_F1	T(entropy,2,0.01,0.6)n_nodes	T(entropy,2,0.01,0.6)t	T(entropy,2,0.01,0.6)hash	T(entropy,4,0.01,0.4)train_accuracy	T(entropy,4,0.01,0.4)K	T(entropy,4,0.01,0.4)accuracy	T(entropy,4,0.01,0.4)macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_specificity	T(entropy,4,0.01,0.4)safe_macro_PPV	T(entropy,4,0.01,0.4)safe_macro_NPV	T(entropy,4,0.01,0.4)safe_macro_F1	T(entropy,4,0.01,0.4)n_nodes	T(entropy,4,0.01,0.4)t	T(entropy,4,0.01,0.4)hash	T(entropy,4,0.01,0.5)train_accuracy	T(entropy,4,0.01,0.5)K	T(entropy,4,0.01,0.5)accuracy	T(entropy,4,0.01,0.5)macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_specificity	T(entropy,4,0.01,0.5)safe_macro_PPV	T(entropy,4,0.01,0.5)safe_macro_NPV	T(entropy,4,0.01,0.5)safe_macro_F1	T(entropy,4,0.01,0.5)n_nodes	T(entropy,4,0.01,0.5)t	T(entropy,4,0.01,0.5)hash	T(entropy,4,0.01,0.6)train_accuracy	T(entropy,4,0.01,0.6)K	T(entropy,4,0.01,0.6)accuracy	T(entropy,4,0.01,0.6)macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_specificity	T(entropy,4,0.01,0.6)safe_macro_PPV	T(entropy,4,0.01,0.6)safe_macro_NPV	T(entropy,4,0.01,0.6)safe_macro_F1	T(entropy,4,0.01,0.6)n_nodes	T(entropy,4,0.01,0.6)t	T(entropy,4,0.01,0.6)hash	RF(0.7,50,half,all)train_accuracy	RF(0.7,50,half,all)K	RF(0.7,50,half,all)accuracy	RF(0.7,50,half,all)macro_sensitivity	RF(0.7,50,half,all)safe_macro_sensitivity	RF(0.7,50,half,all)safe_macro_specificity	RF(0.7,50,half,all)safe_macro_PPV	RF(0.7,50,half,all)safe_macro_NPV	RF(0.7,50,half,all)safe_macro_F1	RF(0.7,50,half,all)oob_error	RF(0.7,50,half,all)n_nodes	RF(0.7,50,half,all)σ² train_accuracy	RF(0.7,50,half,all)σ² K	RF(0.7,50,half,all)σ² accuracy	RF(0.7,50,half,all)σ² macro_sensitivity	RF(0.7,50,half,all)σ² safe_macro_sensitivity	RF(0.7,50,half,all)σ² safe_macro_specificity	RF(0.7,50,half,all)σ² safe_macro_PPV	RF(0.7,50,half,all)σ² safe_macro_NPV	RF(0.7,50,half,all)σ² safe_macro_F1	RF(0.7,50,half,all)σ² oob_error	RF(0.7,50,half,all)σ² n_nodes	RF(0.7,50,half,all)t	RF(0.7,50,half,all)hash	
5	20	fft	200	700	semitone	8000	false	stump_with_memoization	("c",3,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	110	28	(55, 55)	(14, 14)	[60]	[(3,)]	97.27	92.86	96.43	96.43	100.0	92.86	93.33	100.0	96.55	17	1.044	726d8579a03e6ec48edaa8a01dc248bdf4a6b3b980720df038fae497845a7dff	97.27	92.86	96.43	96.43	100.0	92.86	93.33	100.0	96.55	17	1.095	726d8579a03e6ec48edaa8a01dc248bdf4a6b3b980720df038fae497845a7dff	93.64	85.71	92.86	92.86	100.0	85.71	87.5	100.0	93.33	11	0.972	c92578316ae05abe73d041584b161f009143f42954593cc842617eb51e88803e	97.27	92.86	96.43	96.43	100.0	92.86	93.33	100.0	96.55	15	1.011	7ba016384d5231e3b7175f3cc250d645ac521560dffaf8111f78b9847401c2b5	97.27	92.86	96.43	96.43	100.0	92.86	93.33	100.0	96.55	15	1.091	7ba016384d5231e3b7175f3cc250d645ac521560dffaf8111f78b9847401c2b5	93.64	85.71	92.86	92.86	100.0	85.71	87.5	100.0	93.33	11	0.913	c92578316ae05abe73d041584b161f009143f42954593cc842617eb51e88803e	99.82	77.14	88.57	88.57	95.71	81.43	83.72	95.26	89.28	13.27	72720.0	0.0	0.87	0.22	0.22	0.41	0.15	0.13	0.48	0.21	0.02	6920.0	10.481	("156109cc8587980b1d3a9cc8ba8a23fcaacef8eef7ed2300420f7f5162e1889d", "4aea649bb9fbe846d39da8eae51d17d9cc4c06473cb82e36b1778badc0ab6479", "0335a5fe818c37b6f19897df5db3481e6ca99a83f446d8dadd5427437681377c", "286126aadc336fd7aabd61a254e1d03dd7a7ed12217c3dd961ba8a1664f54847", "532b9d38b72e186f6c47655ff0ee990912bba36a8d10b4d037f439638f06bf2e")	
6	20	fft	200	700	semitone	8000	false	stump_with_memoization	("c",3,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	110	28	(55, 55)	(14, 14)	[60]	[(3,)]	97.27	64.29	82.14	82.14	85.71	78.57	80.0	84.62	82.76	13	1.018	d7d36122ba21c2ca6190e6bdec596dc75c130dec7cbd576f9479807cf03bf2e2	97.27	64.29	82.14	82.14	85.71	78.57	80.0	84.62	82.76	13	1.097	d7d36122ba21c2ca6190e6bdec596dc75c130dec7cbd576f9479807cf03bf2e2	89.09	64.29	82.14	82.14	85.71	78.57	80.0	84.62	82.76	7	0.721	989d6b3d87a42cb63a7cc144b02f906f5d78478acdcdf4d8659b5e4b98403078	96.36	64.29	82.14	82.14	85.71	78.57	80.0	84.62	82.76	13	1.077	f2e7e329b743e7391b358af0acc64dac57d508c4abb4e9ca69580b1bd3ed49b2	96.36	64.29	82.14	82.14	85.71	78.57	80.0	84.62	82.76	13	1.085	f2e7e329b743e7391b358af0acc64dac57d508c4abb4e9ca69580b1bd3ed49b2	89.09	64.29	82.14	82.14	85.71	78.57	80.0	84.62	82.76	7	0.716	989d6b3d87a42cb63a7cc144b02f906f5d78478acdcdf4d8659b5e4b98403078	99.82	81.43	90.71	90.71	100.0	81.43	84.41	100.0	91.53	13.09	73800.0	0.0	0.15	0.04	0.04	0.0	0.15	0.08	0.0	0.03	0.04	7200.0	11.268	("21c5371eb549fbd440743ec6aa204be285d2449051f8f2a54023f93b2c8bd56e", "da982c7a39bab9a9cf1553b42e79fdf215a2678db093256b946e1d2fa138bde0", "8bf39ddb3b3fdf07f37a536a66f6acc4a5f34c939e92ebf65c19dedcdf43674c", "a069416cc36ea027bd34390194de2d1a18ebdf0603a50d66e48e0740a43a7951", "1c087a976512bf9186c11ac14b9c0d9e132b6091f63fae65e6b8bcf55f07fa7d")	
7	20	fft	200	700	semitone	8000	false	stump_with_memoization	("c",3,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	110	28	(55, 55)	(14, 14)	[60]	[(3,)]	98.18	78.57	89.29	89.29	78.57	100.0	100.0	82.35	88.0	17	1.353	5eb57118d131e35d518cb5e24b984dfac7ae374e2b1d5a894c0d612cb0ee7f8f	98.18	78.57	89.29	89.29	78.57	100.0	100.0	82.35	88.0	17	1.405	5eb57118d131e35d518cb5e24b984dfac7ae374e2b1d5a894c0d612cb0ee7f8f	96.36	71.43	85.71	85.71	78.57	92.86	91.67	81.25	84.62	15	1.366	bf4dd26c95a7611d1ef3b824c52196a9f647cf7aee505139e9286a892426fd2c	96.36	71.43	85.71	85.71	78.57	92.86	91.67	81.25	84.62	17	1.403	42096d33ed90e00c8bd53ccf86c3d5d0ec368b447ab60abfd42df7fa5d42e092	96.36	71.43	85.71	85.71	78.57	92.86	91.67	81.25	84.62	17	1.345	42096d33ed90e00c8bd53ccf86c3d5d0ec368b447ab60abfd42df7fa5d42e092	96.36	71.43	85.71	85.71	78.57	92.86	91.67	81.25	84.62	15	1.383	bf4dd26c95a7611d1ef3b824c52196a9f647cf7aee505139e9286a892426fd2c	100.0	91.43	95.71	95.71	91.43	100.0	100.0	92.33	95.44	12.55	74480.0	0.0	0.36	0.09	0.09	0.36	0.0	0.0	0.27	0.1	0.02	124920.0	13.221	("5408cdf6de67fe1a7919567485f7f03ad5927eccd02ed4fb3795a1e98d5eebc0", "9ecbf65c891e60da5f6cac3ac1f3df34254e83104220808ccaf60a4df5ebcf28", "a49bdbcf2820667109a9907c8a2e3e01ed8c1c8db5a4e1c1d5ee0557bd593f60", "5391ed4eb69aab4a308eb4a1188254a854901ad85bc2d22ae8b7e45a0e976c73", "1e4509e632fceb33ae9714bef9ad8fdf22920c73cce47badb24c8dc44ba29792")	
8	20	fft	200	700	semitone	8000	false	stump_with_memoization	("c",3,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	110	28	(55, 55)	(14, 14)	[60]	[(3,)]	98.18	57.14	78.57	78.57	78.57	78.57	78.57	78.57	78.57	13	1.087	523bd34e28625a57b4059fb5d6ff8837b76d5ce09df19b30dfaae16c44766b4e	91.82	57.14	78.57	78.57	71.43	85.71	83.33	75.0	76.92	7	0.857	120650ae676660bcb3639032916078ea02d1faeaf05fc3cdb0ae3116dbd3e8db	91.82	57.14	78.57	78.57	71.43	85.71	83.33	75.0	76.92	7	0.847	120650ae676660bcb3639032916078ea02d1faeaf05fc3cdb0ae3116dbd3e8db	97.27	57.14	78.57	78.57	78.57	78.57	78.57	78.57	78.57	13	1.087	cd7315dc9e2fcb18f410b71589990a92e3512c338a031069ad97258d61ea353b	91.82	57.14	78.57	78.57	71.43	85.71	83.33	75.0	76.92	7	0.839	120650ae676660bcb3639032916078ea02d1faeaf05fc3cdb0ae3116dbd3e8db	91.82	57.14	78.57	78.57	71.43	85.71	83.33	75.0	76.92	7	0.862	120650ae676660bcb3639032916078ea02d1faeaf05fc3cdb0ae3116dbd3e8db	100.0	75.71	87.86	87.86	100.0	75.71	80.52	100.0	89.19	11.45	70920.0	0.0	0.15	0.04	0.04	0.0	0.15	0.06	0.0	0.02	0.04	32120.0	10.357	("73f469c3c8829a2034ddb3df39e6097022d52d343439b0ba5447976a7fbbf421", "afa37894473f79375ebd46036e3e2b277672d7dac079637bb28594b7cc7385f4", "cd762342ade86e4f9fecde3b7d0c86d91c69c411198f2acc3db96d4cf5816500", "171e07b1a52b1cca8c174f6a2a57aa44ca5a21a02852dd89885a73bf1f696467", "c57b1eb3519df03d8c1dcf236c6419e615af6883ec737edf916336577ab8c9da")	
9	20	fft	200	700	semitone	8000	false	stump_with_memoization	("c",3,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	110	28	(55, 55)	(14, 14)	[60]	[(3,)]	99.09	85.71	92.86	92.86	85.71	100.0	100.0	87.5	92.31	21	1.862	e958ca928eb5685e8614c05c00e7f8ff643b74ba062656d40e6a6689d7ec748b	95.45	78.57	89.29	89.29	85.71	92.86	92.31	86.67	88.89	13	1.628	3be4f8b6208ea697709c6708e7a17c789c9a5db095ae7004eeac7a26769fd2fd	80.0	64.29	82.14	82.14	92.86	71.43	76.47	90.91	83.87	5	0.477	3839d55d0b917055e8975057604d6efce90913de191a0798637114b31f06616f	95.45	85.71	92.86	92.86	85.71	100.0	100.0	87.5	92.31	13	1.553	6ae6b2e7d9417a259be69702f15cdc5ee88fbdf0861c09988402cebf16370b8f	95.45	85.71	92.86	92.86	85.71	100.0	100.0	87.5	92.31	13	1.588	6ae6b2e7d9417a259be69702f15cdc5ee88fbdf0861c09988402cebf16370b8f	80.0	64.29	82.14	82.14	92.86	71.43	76.47	90.91	83.87	5	0.495	3839d55d0b917055e8975057604d6efce90913de191a0798637114b31f06616f	100.0	91.43	95.71	95.71	94.29	97.14	97.14	94.48	95.66	14.55	73720.0	0.0	0.36	0.09	0.09	0.1	0.15	0.15	0.1	0.09	0.05	83320.0	12.315	("a5bba44780f73bc21304a902b2f81cdad8ad52dedb0962c03c3e41a08288955d", "5e868e8a1c8564b14f32f7855d4d0b9e14b3c1a4fa2f6b3888d6da568193661b", "1dbaef30911390588ed318507b8ee29a6c64e7cee0bbd31d6bad8d94c7c1fee1", "59b8a90a6226a9cc74409ea88c63de91d06292e23878b53e8e0b3dd6445f754d", "0adbe70a620eea27b7890c29b0e15d0fbbd2deb18b9d2ee4e912531881d0ee09")	
10	20	fft	200	700	semitone	8000	false	stump_with_memoization	("c",3,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	110	28	(55, 55)	(14, 14)	[60]	[(3,)]	97.27	71.43	85.71	85.71	71.43	100.0	100.0	77.78	83.33	13	1.096	171974ea975a0c8b5ec8137a60349b523460aad0b6975013341a07c1113ce47d	91.82	57.14	78.57	78.57	57.14	100.0	100.0	70.0	72.73	7	0.745	47a9d0ea97e59242a2d41b49011df6b5ffd231ac20f0d447809e6844273ce609	91.82	57.14	78.57	78.57	57.14	100.0	100.0	70.0	72.73	7	0.815	47a9d0ea97e59242a2d41b49011df6b5ffd231ac20f0d447809e6844273ce609	97.27	71.43	85.71	85.71	71.43	100.0	100.0	77.78	83.33	11	1.037	f68dde4d4f238ee3a4391991e7b7ddefa9a42efff51f13e6f215eb2dba7aeac0	91.82	57.14	78.57	78.57	57.14	100.0	100.0	70.0	72.73	7	0.734	47a9d0ea97e59242a2d41b49011df6b5ffd231ac20f0d447809e6844273ce609	91.82	57.14	78.57	78.57	57.14	100.0	100.0	70.0	72.73	7	0.827	47a9d0ea97e59242a2d41b49011df6b5ffd231ac20f0d447809e6844273ce609	100.0	92.86	96.43	96.43	92.86	100.0	100.0	93.67	96.18	13.82	73760.0	0.0	0.51	0.13	0.13	0.51	0.0	0.0	0.39	0.15	0.09	13680.0	13.456	("c865bdfe8d8bc37141debf60386c7814aa96e0419420aa12780cbee4f30b8df5", "532de69e9e755cc4ffd5dfae825279eae96abf7d7af113ccfa95d709eb1aaf2e", "ecac0ed12f620ddbd3e4b9fcac3743e8d7a5e4526ca236f00bab093b098c5c10", "19fb3fafe5dd7cdbacb9a3a7b0f21d74ad8ca17ab862b24be1966ab595a0557c", "3bb8aeaf83fd98bd14a665a285cf380e09f16a22da968328e2ab07d3659ec9db")	
1	20	autocor	200	700	semitone	8000	false	stump_with_memoization	("c",3,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	110	28	(55, 55)	(14, 14)	[60]	[(3,)]	97.27	78.57	89.29	89.29	85.71	92.86	92.31	86.67	88.89	13	1.409	35268d4c4abc80d69be1f257298ecb01da850e3da78184d69cd08cf476be319c	92.73	71.43	85.71	85.71	71.43	100.0	100.0	77.78	83.33	7	0.738	f71d6e6cfa3052f07e3c9e86f00344d8124eee366898a8ad22915f50b0046d7e	92.73	71.43	85.71	85.71	71.43	100.0	100.0	77.78	83.33	7	0.818	f71d6e6cfa3052f07e3c9e86f00344d8124eee366898a8ad22915f50b0046d7e	97.27	85.71	92.86	92.86	85.71	100.0	100.0	87.5	92.31	11	0.983	2246c027d82259d31b8cb5b15de203768d57a16f860812fde94147a3e513ee6a	92.73	71.43	85.71	85.71	71.43	100.0	100.0	77.78	83.33	7	1.03	f71d6e6cfa3052f07e3c9e86f00344d8124eee366898a8ad22915f50b0046d7e	92.73	71.43	85.71	85.71	71.43	100.0	100.0	77.78	83.33	7	1.253	f71d6e6cfa3052f07e3c9e86f00344d8124eee366898a8ad22915f50b0046d7e	99.64	88.57	94.29	94.29	88.57	100.0	100.0	89.83	93.9	12.36	67200.0	0.0	0.15	0.04	0.04	0.15	0.0	0.0	0.1	0.05	0.01	10400.0	12.747	("00d142be3832f17d59b0771c2ef5130a83f2c8679d7082f5789844dad6690311", "5d1410b0ffa3d0e767c941e1a0d37f8a9b40c1431049ac7c0d69c3f89d0c1c45", "4c9f47c5444025db28567472810f7d95523a0c8decd27a113c768be14bd4d398", "34b0e07118a4f343414a9ae6c82d8ee7a33b1476985459598456d2d0a431b11b", "f605a2dcbf00f6ab5abeeff6a40d9546f89d7b50ba48d1b099194f838fbae358")	
2	20	autocor	200	700	semitone	8000	false	stump_with_memoization	("c",3,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	110	28	(55, 55)	(14, 14)	[60]	[(3,)]	99.09	78.57	89.29	89.29	100.0	78.57	82.35	100.0	90.32	15	1.098	7097c54e94f233c0e5c835f4ee855785ceb6ea2f2244ac5438f7a5f39510f96d	99.09	78.57	89.29	89.29	100.0	78.57	82.35	100.0	90.32	15	0.996	7097c54e94f233c0e5c835f4ee855785ceb6ea2f2244ac5438f7a5f39510f96d	90.91	71.43	85.71	85.71	85.71	85.71	85.71	85.71	85.71	7	0.697	2e2f6436d04ac1560124da50a63d5c4059eba0dcd41ae85c96c7ab062f1f15c6	99.09	78.57	89.29	89.29	100.0	78.57	82.35	100.0	90.32	13	0.958	9d251f6de2465e3882d82d7232c011c45a3675123d7dbfeb0c21221eb1f4242e	99.09	78.57	89.29	89.29	100.0	78.57	82.35	100.0	90.32	13	0.973	9d251f6de2465e3882d82d7232c011c45a3675123d7dbfeb0c21221eb1f4242e	90.91	71.43	85.71	85.71	85.71	85.71	85.71	85.71	85.71	7	0.733	2e2f6436d04ac1560124da50a63d5c4059eba0dcd41ae85c96c7ab062f1f15c6	100.0	70.0	85.0	85.0	91.43	78.57	81.0	90.26	85.89	10.91	68000.0	0.0	0.1	0.03	0.03	0.1	0.0	0.0	0.1	0.03	0.02	11400.0	13.425	("2e390d2d5c60ab8a80535e49f715733c9ed8337b929d0c93f84a63afe16393fa", "4361bb8ff2115ec122f8d3f623a678321179fdd1a670f4d22b1924e62601022f", "5caa5c4f22939c19328a241b790f789174a64e3e6525ee5fa0586d6fc6dbe0a3", "fda21c3bfb6d14ba17f8f246c518a3e8e9a18af6d38b7799842c28f38c942a92", "ad71f21d960c46bf55ff6794172203ac6cd9f47d3cc46df62ddac419b77b9d13")	
3	20	autocor	200	700	semitone	8000	false	stump_with_memoization	("c",3,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	110	28	(55, 55)	(14, 14)	[60]	[(3,)]	97.27	78.57	89.29	89.29	92.86	85.71	86.67	92.31	89.66	11	1.214	f2366f161719279cbfb7cbf9f600ac0981c5458241d1c99ac86ea026695e9233	97.27	78.57	89.29	89.29	92.86	85.71	86.67	92.31	89.66	11	1.167	f2366f161719279cbfb7cbf9f600ac0981c5458241d1c99ac86ea026695e9233	82.73	64.29	82.14	82.14	100.0	64.29	73.68	100.0	84.85	5	0.535	6e6a4287dd96075508357d92a413956f6ba5d44669774ea898f362b44887e18a	97.27	78.57	89.29	89.29	92.86	85.71	86.67	92.31	89.66	11	1.182	f2366f161719279cbfb7cbf9f600ac0981c5458241d1c99ac86ea026695e9233	97.27	78.57	89.29	89.29	92.86	85.71	86.67	92.31	89.66	11	1.157	f2366f161719279cbfb7cbf9f600ac0981c5458241d1c99ac86ea026695e9233	82.73	64.29	82.14	82.14	100.0	64.29	73.68	100.0	84.85	5	0.536	6e6a4287dd96075508357d92a413956f6ba5d44669774ea898f362b44887e18a	99.64	74.29	87.14	87.14	90.0	84.29	85.29	89.64	87.48	11.45	66440.0	0.0	0.92	0.23	0.23	0.41	0.36	0.28	0.43	0.21	0.02	16280.0	12.149	("d5969d4981e40249270bc72544253f457539ce515d54e4188926b5363d91159b", "44f2141d551a61024f4279110e0967c8ed805e573d2295b42ec27626b15c9b72", "17a52cb07b8b6df164cceb671e590823c5949f52fce59811899aa02e1cf0a3ec", "9c28de6ec6d881ff6c34a0a6b2d0e4555505760e5225353307d235ed5f05fa0f", "2bcb4676ea76512f54e5f870b31c889b1c76429dc20fa16e27bd4ec8821f6e56")	
4	20	autocor	200	700	semitone	8000	false	stump_with_memoization	("c",3,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	110	28	(55, 55)	(14, 14)	[60]	[(3,)]	95.45	64.29	82.14	82.14	92.86	71.43	76.47	90.91	83.87	9	0.95	880b511b1d752cc0571b844120e14cdffdb498474b636546f4bb66fc09575e6d	91.82	78.57	89.29	89.29	92.86	85.71	86.67	92.31	89.66	7	0.781	80499c5143108c9c77b37da64f70286e8197b7cdd5669cda251795c7d23f07d6	91.82	78.57	89.29	89.29	92.86	85.71	86.67	92.31	89.66	7	0.777	80499c5143108c9c77b37da64f70286e8197b7cdd5669cda251795c7d23f07d6	95.45	64.29	82.14	82.14	92.86	71.43	76.47	90.91	83.87	9	0.928	880b511b1d752cc0571b844120e14cdffdb498474b636546f4bb66fc09575e6d	91.82	78.57	89.29	89.29	92.86	85.71	86.67	92.31	89.66	7	0.808	80499c5143108c9c77b37da64f70286e8197b7cdd5669cda251795c7d23f07d6	91.82	78.57	89.29	89.29	92.86	85.71	86.67	92.31	89.66	7	0.773	80499c5143108c9c77b37da64f70286e8197b7cdd5669cda251795c7d23f07d6	99.64	80.0	90.0	90.0	92.86	87.14	88.17	92.83	90.28	12.18	71320.0	0.0	1.12	0.28	0.28	0.51	0.61	0.42	0.52	0.26	0.03	4320.0	12.243	("ab2ef62fa8f136db39ebc668339d0e657a64758c0f25d660cfe2bf1312d3a275", "6af929bbfaccd2bce83543a923563f0bb3c79e255e65b9cbbded03ca2bbbbabb", "b0d191afff24b68bd0635a7cc015de1ddd81c034e28aca2837c5be6e7c3e3463", "c8933e833c20ee11012a260a2ffb175d156683ae58f518582a9bddacdbb2543a", "37f50b0cbcb71aea94f4358fafa9676c96eaa36d4b5d32a0f56230353bbc5bdb")	
5	20	autocor	200	700	semitone	8000	false	stump_with_memoization	("c",3,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	110	28	(55, 55)	(14, 14)	[60]	[(3,)]	97.27	92.86	96.43	96.43	100.0	92.86	93.33	100.0	96.55	17	1.068	015d5cddc269c8f68dbba15aa84bd873caff484fd8be99b6c7f701bdcf1cc914	97.27	92.86	96.43	96.43	100.0	92.86	93.33	100.0	96.55	17	1.071	015d5cddc269c8f68dbba15aa84bd873caff484fd8be99b6c7f701bdcf1cc914	93.64	85.71	92.86	92.86	100.0	85.71	87.5	100.0	93.33	11	0.939	f39efb69e38ceaf9fc629847a1ffe29ba5b11b3121b2eb0297f939d0787e0c0a	97.27	92.86	96.43	96.43	100.0	92.86	93.33	100.0	96.55	15	1.027	d9d3025644ac2d3d1a9325ae38b7b164b3b1946c058e1a50f13e970db953840a	97.27	92.86	96.43	96.43	100.0	92.86	93.33	100.0	96.55	15	1.033	d9d3025644ac2d3d1a9325ae38b7b164b3b1946c058e1a50f13e970db953840a	93.64	85.71	92.86	92.86	100.0	85.71	87.5	100.0	93.33	11	0.93	f39efb69e38ceaf9fc629847a1ffe29ba5b11b3121b2eb0297f939d0787e0c0a	99.82	77.14	88.57	88.57	95.71	81.43	83.72	95.26	89.28	13.27	72720.0	0.0	0.87	0.22	0.22	0.41	0.15	0.13	0.48	0.21	0.02	6920.0	10.466	("d295b59101fd9af8c189714d8bd5f04f93d6b0087096511071cb64632ab34605", "c5cdf6eab289a18b648326b34a1d1f71ee3252fe38633708e9e5db607acfd556", "d1dba0fbaf2879e444d670db4e6b765cae6faaa99c82688c48176743c8d3eea3", "f38356e5f851a49da6775c666380ed80a1372afde044c3ab4b41218ec4084969", "11ab0c733bd38512407083683fb61be2a7de8aa2c0d1c84c0870bd52fdbd3bfc")	
