Dataseed	minfreq	base_freq	base_freq_min	base_freq_max	fbtype	exec_max_sample_rate	exec_ignore_low_sr_samples	use_training_form	exec_n_ver_n_task_use_aug_dataset_dir_preprocess	nbands	wintime_steptime_dataset_kwargs	use_full_mfcc	test_operators	ontology	# insts (TRAIN)	# insts (TEST)	class_counts (TRAIN)	class_counts (TEST)	n_features	channel_size	T(entropy,2,0.01,0.4)train_accuracy	T(entropy,2,0.01,0.4)K	T(entropy,2,0.01,0.4)accuracy	T(entropy,2,0.01,0.4)macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_specificity	T(entropy,2,0.01,0.4)safe_macro_PPV	T(entropy,2,0.01,0.4)safe_macro_NPV	T(entropy,2,0.01,0.4)safe_macro_F1	T(entropy,2,0.01,0.4)n_nodes	T(entropy,2,0.01,0.4)t	T(entropy,2,0.01,0.4)hash	T(entropy,2,0.01,0.5)train_accuracy	T(entropy,2,0.01,0.5)K	T(entropy,2,0.01,0.5)accuracy	T(entropy,2,0.01,0.5)macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_specificity	T(entropy,2,0.01,0.5)safe_macro_PPV	T(entropy,2,0.01,0.5)safe_macro_NPV	T(entropy,2,0.01,0.5)safe_macro_F1	T(entropy,2,0.01,0.5)n_nodes	T(entropy,2,0.01,0.5)t	T(entropy,2,0.01,0.5)hash	T(entropy,2,0.01,0.6)train_accuracy	T(entropy,2,0.01,0.6)K	T(entropy,2,0.01,0.6)accuracy	T(entropy,2,0.01,0.6)macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_specificity	T(entropy,2,0.01,0.6)safe_macro_PPV	T(entropy,2,0.01,0.6)safe_macro_NPV	T(entropy,2,0.01,0.6)safe_macro_F1	T(entropy,2,0.01,0.6)n_nodes	T(entropy,2,0.01,0.6)t	T(entropy,2,0.01,0.6)hash	T(entropy,4,0.01,0.4)train_accuracy	T(entropy,4,0.01,0.4)K	T(entropy,4,0.01,0.4)accuracy	T(entropy,4,0.01,0.4)macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_specificity	T(entropy,4,0.01,0.4)safe_macro_PPV	T(entropy,4,0.01,0.4)safe_macro_NPV	T(entropy,4,0.01,0.4)safe_macro_F1	T(entropy,4,0.01,0.4)n_nodes	T(entropy,4,0.01,0.4)t	T(entropy,4,0.01,0.4)hash	T(entropy,4,0.01,0.5)train_accuracy	T(entropy,4,0.01,0.5)K	T(entropy,4,0.01,0.5)accuracy	T(entropy,4,0.01,0.5)macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_specificity	T(entropy,4,0.01,0.5)safe_macro_PPV	T(entropy,4,0.01,0.5)safe_macro_NPV	T(entropy,4,0.01,0.5)safe_macro_F1	T(entropy,4,0.01,0.5)n_nodes	T(entropy,4,0.01,0.5)t	T(entropy,4,0.01,0.5)hash	T(entropy,4,0.01,0.6)train_accuracy	T(entropy,4,0.01,0.6)K	T(entropy,4,0.01,0.6)accuracy	T(entropy,4,0.01,0.6)macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_specificity	T(entropy,4,0.01,0.6)safe_macro_PPV	T(entropy,4,0.01,0.6)safe_macro_NPV	T(entropy,4,0.01,0.6)safe_macro_F1	T(entropy,4,0.01,0.6)n_nodes	T(entropy,4,0.01,0.6)t	T(entropy,4,0.01,0.6)hash	RF(0.7,50,half,all)train_accuracy	RF(0.7,50,half,all)K	RF(0.7,50,half,all)accuracy	RF(0.7,50,half,all)macro_sensitivity	RF(0.7,50,half,all)safe_macro_sensitivity	RF(0.7,50,half,all)safe_macro_specificity	RF(0.7,50,half,all)safe_macro_PPV	RF(0.7,50,half,all)safe_macro_NPV	RF(0.7,50,half,all)safe_macro_F1	RF(0.7,50,half,all)oob_error	RF(0.7,50,half,all)n_nodes	RF(0.7,50,half,all)σ² train_accuracy	RF(0.7,50,half,all)σ² K	RF(0.7,50,half,all)σ² accuracy	RF(0.7,50,half,all)σ² macro_sensitivity	RF(0.7,50,half,all)σ² safe_macro_sensitivity	RF(0.7,50,half,all)σ² safe_macro_specificity	RF(0.7,50,half,all)σ² safe_macro_PPV	RF(0.7,50,half,all)σ² safe_macro_NPV	RF(0.7,50,half,all)σ² safe_macro_F1	RF(0.7,50,half,all)σ² oob_error	RF(0.7,50,half,all)σ² n_nodes	RF(0.7,50,half,all)t	RF(0.7,50,half,all)hash	
2	20.0	autocor	200	700	semitone	16000	true	stump_with_memoization	("b",2,true,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	326	82	(163, 163)	(41, 41)	[60]	[(26,)]	94.48	73.17	86.59	86.59	90.24	82.93	84.09	89.47	87.06	11	35.483	6d45d8e1b8e88f47c269dacaa6ea65a517d935b6f0cb546f0e6abb965e2291ac	88.65	70.73	85.37	85.37	82.93	87.8	87.18	83.72	85.0	3	0.474	84a720d865e4f3d8ed313262b91ff34fbbe165fd8e6583d81024a20276327e51	88.65	70.73	85.37	85.37	82.93	87.8	87.18	83.72	85.0	3	0.476	84a720d865e4f3d8ed313262b91ff34fbbe165fd8e6583d81024a20276327e51	94.48	73.17	86.59	86.59	90.24	82.93	84.09	89.47	87.06	11	9.289	6d45d8e1b8e88f47c269dacaa6ea65a517d935b6f0cb546f0e6abb965e2291ac	88.65	70.73	85.37	85.37	82.93	87.8	87.18	83.72	85.0	3	0.468	84a720d865e4f3d8ed313262b91ff34fbbe165fd8e6583d81024a20276327e51	88.65	70.73	85.37	85.37	82.93	87.8	87.18	83.72	85.0	3	0.472	84a720d865e4f3d8ed313262b91ff34fbbe165fd8e6583d81024a20276327e51	99.45	77.56	88.78	88.78	87.32	90.24	89.99	87.68	88.62	9.82	108680.0	0.0	0.07	0.02	0.02	0.01	0.06	0.05	0.01	0.02	0.0	11720.0	473.671	("3129f2b70ef900d313e779a078c5fd977980460d08c586ca3d87e3b557cb3ad8", "9febf92f80d7903d0e12c458e5ba3c535ecd8fb989d535c00587344770173356", "f28c050d5b692a5e59f8df3ec8405a4ec460a187adb9605e4e50fad7d4cf3d6d", "50f8fcd0549fa806c98f9fa921a60d106330ea19405f8f59c9afbcc37a67ddd3", "9ced6f4314e96df59874ff9fd19f02243ce404cba9b79fff41143083416e5c41")	
3	20.0	autocor	200	700	semitone	16000	true	stump_with_memoization	("b",2,true,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	326	82	(163, 163)	(41, 41)	[60]	[(26,)]	92.02	73.17	86.59	86.59	92.68	80.49	82.61	91.67	87.36	11	21.783	84b1b1e8b911fc5b404877037c9fea3de3a467302ebbd56311446760458e62bd	86.2	68.29	84.15	84.15	87.8	80.49	81.82	86.84	84.71	3	0.471	93a4b32cf5c8b5d17b69ada07fc8344f3d32600be5d5ba9c8c61a3ab41e95c00	86.2	68.29	84.15	84.15	87.8	80.49	81.82	86.84	84.71	3	0.471	93a4b32cf5c8b5d17b69ada07fc8344f3d32600be5d5ba9c8c61a3ab41e95c00	92.02	73.17	86.59	86.59	92.68	80.49	82.61	91.67	87.36	11	8.201	84b1b1e8b911fc5b404877037c9fea3de3a467302ebbd56311446760458e62bd	86.2	68.29	84.15	84.15	87.8	80.49	81.82	86.84	84.71	3	0.472	93a4b32cf5c8b5d17b69ada07fc8344f3d32600be5d5ba9c8c61a3ab41e95c00	86.2	68.29	84.15	84.15	87.8	80.49	81.82	86.84	84.71	3	0.469	93a4b32cf5c8b5d17b69ada07fc8344f3d32600be5d5ba9c8c61a3ab41e95c00	99.51	80.49	90.24	90.24	89.76	90.73	90.65	89.86	90.2	8.96	109000.0	0.0	0.03	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.0	48600.0	401.694	("302c5b112a335c4a00ab46c39c218a8e92988ff9932bc9ef1e7eb6a789c71ae0", "ece3997f29f3424d8a197d2766f8a5692ade6f7b07878496de5c2d9939532a57", "d00477ab2c1315a6d9db9e23f200839042bed9f34ecaadf490ef6abfc7de8384", "518d9b21543352293eb3366fe4451dea7e2ed32cdb52172c237fcef1cb02c90e", "5816a6e66addc1233790a35fc00c7779bbb3aebb7a6f1c89eb24f6e4b7172d61")	
4	20.0	autocor	200	700	semitone	16000	true	stump_with_memoization	("b",2,true,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	326	82	(163, 163)	(41, 41)	[60]	[(26,)]	90.8	58.54	79.27	79.27	85.37	73.17	76.09	83.33	80.46	9	18.728	53270ac3d877f96b2a96bb17db93ac9d5275897befcf9f87261d2991199fac95	85.58	73.17	86.59	86.59	85.37	87.8	87.5	85.71	86.42	3	0.487	831f5c789650799deba2fd1286bbfd6c6de407c68938aedbf90920dbf2dd65c3	85.58	73.17	86.59	86.59	85.37	87.8	87.5	85.71	86.42	3	0.478	831f5c789650799deba2fd1286bbfd6c6de407c68938aedbf90920dbf2dd65c3	90.8	58.54	79.27	79.27	85.37	73.17	76.09	83.33	80.46	9	8.003	53270ac3d877f96b2a96bb17db93ac9d5275897befcf9f87261d2991199fac95	85.58	73.17	86.59	86.59	85.37	87.8	87.5	85.71	86.42	3	0.477	831f5c789650799deba2fd1286bbfd6c6de407c68938aedbf90920dbf2dd65c3	85.58	73.17	86.59	86.59	85.37	87.8	87.5	85.71	86.42	3	0.476	831f5c789650799deba2fd1286bbfd6c6de407c68938aedbf90920dbf2dd65c3	99.45	86.34	93.17	93.17	89.27	97.07	96.92	90.09	92.9	10.25	109240.0	0.0	0.05	0.01	0.01	0.05	0.07	0.08	0.03	0.01	0.0	55680.0	429.009	("42a0ef15f7bd27929546b1e8d34eb2708d847fae9f447ece4e50a95d0ebc39fd", "12fc6688ed7b99bc14b1f430cb20b451b8df89ee1cd28d2a16674a90e47e4a64", "4382d227efc18c899c87db10163b19dd5db6346e0ccbd125f4b2126d03d92b5c", "7aeab6d57aaf5f9165e7e5f9f34fe098a3c150c7d2921832fc64fb8149e6279d", "3e17f580900a7f35f40c43e85d2cd2a0c2667ba8dc014a631231293997e4bd8c")	
5	20.0	autocor	200	700	semitone	16000	true	stump_with_memoization	("b",2,true,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	326	82	(163, 163)	(41, 41)	[60]	[(26,)]	98.16	75.61	87.8	87.8	80.49	95.12	94.29	82.98	86.84	21	14.885	6270eb7dfa1c3d0c95b5578e02f757ba5a51ee26f5fc79b5f229bdb1763b0b06	84.97	65.85	82.93	82.93	80.49	85.37	84.62	81.4	82.5	3	0.462	007a1af4d639876f3379054d3820951d10daebe6e8dce16012dde70af4d7d699	84.97	65.85	82.93	82.93	80.49	85.37	84.62	81.4	82.5	3	0.477	007a1af4d639876f3379054d3820951d10daebe6e8dce16012dde70af4d7d699	98.16	75.61	87.8	87.8	80.49	95.12	94.29	82.98	86.84	19	8.949	dea2807a310f046586fbc4755f2c1a4b9714c6133faef12c39960fbd4c32187d	84.97	65.85	82.93	82.93	80.49	85.37	84.62	81.4	82.5	3	0.468	007a1af4d639876f3379054d3820951d10daebe6e8dce16012dde70af4d7d699	84.97	65.85	82.93	82.93	80.49	85.37	84.62	81.4	82.5	3	0.471	007a1af4d639876f3379054d3820951d10daebe6e8dce16012dde70af4d7d699	99.26	77.56	88.78	88.78	80.49	97.07	96.5	83.26	87.77	9.33	109800.0	0.0	0.01	0.0	0.0	0.0	0.01	0.02	0.0	0.0	0.0	26800.0	419.635	("f4094561cac29d541f28c7d80330671bc54fd2230bb1b19e7f277b734ce71b59", "af4a59d71da9397663b1123cf07331fbf4c181d7d9efe29407b5729840adad48", "5af7c77c42b1727102e04f811642605884bd9faa0d06ac7c7798aa2d21eff19c", "f46aa8cc271c6f5b2bb5122d447c68d8560f30e2d5c58970ce8816a3723d2d9f", "8c7610b32c91924ff078e347ac90c3a309114426d0904c6eaa79f71f27ce8ba0")	
6	20.0	autocor	200	700	semitone	16000	true	stump_with_memoization	("b",2,true,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	326	82	(163, 163)	(41, 41)	[60]	[(26,)]	91.72	73.17	86.59	86.59	92.68	80.49	82.61	91.67	87.36	11	16.598	7e8a2fe3a60557c9d7377a125380ed71326c316e02a45ed775c0b1a61b2ae89b	85.28	73.17	86.59	86.59	90.24	82.93	84.09	89.47	87.06	3	0.469	0f897b11af9b67754a4cc655fa53afca04c30878b5da1d7d8e1c94e6c585d17e	85.28	73.17	86.59	86.59	90.24	82.93	84.09	89.47	87.06	3	0.469	0f897b11af9b67754a4cc655fa53afca04c30878b5da1d7d8e1c94e6c585d17e	91.72	73.17	86.59	86.59	92.68	80.49	82.61	91.67	87.36	11	11.219	7e8a2fe3a60557c9d7377a125380ed71326c316e02a45ed775c0b1a61b2ae89b	85.28	73.17	86.59	86.59	90.24	82.93	84.09	89.47	87.06	3	0.472	0f897b11af9b67754a4cc655fa53afca04c30878b5da1d7d8e1c94e6c585d17e	85.28	73.17	86.59	86.59	90.24	82.93	84.09	89.47	87.06	3	0.469	0f897b11af9b67754a4cc655fa53afca04c30878b5da1d7d8e1c94e6c585d17e	99.39	90.24	95.12	95.12	92.68	97.56	97.44	93.04	94.99	10.61	110200.0	0.0	0.03	0.01	0.01	0.03	0.0	0.0	0.02	0.01	0.01	43200.0	387.283	("ae2b7549b7b873115e9b99d85c3fcd23a79756b4ffd14172866ef54e192d4e1e", "d7f310a4f4ff853f0b88e026cc89fa14fc9881bf227eb6440c7805e28166e6ce", "4632f7db0a1bd840b73760d30b2d7f19bee42b95d216a0a35334dd7a6c4743fb", "c8fe4745810e4966e05468d961e653e4da101c806fdc639f291edb5e2bbda050", "584328ae93c75ae052ee6edd12c5c6be7b1b91047acc683c2db1dba17068ef31")	
7	20.0	autocor	200	700	semitone	16000	true	stump_with_memoization	("b",2,true,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	326	82	(163, 163)	(41, 41)	[60]	[(26,)]	96.32	70.73	85.37	85.37	75.61	95.12	93.94	79.59	83.78	21	11.621	fc55ff2b2745dc9afc731aac6ae2dc6eaba40fe01988257ee0b729c347b0809b	84.97	68.29	84.15	84.15	82.93	85.37	85.0	83.33	83.95	3	0.468	237243a4404026179849ca603f73cc78b200682469578d9713e08bc50587fab2	84.97	68.29	84.15	84.15	82.93	85.37	85.0	83.33	83.95	3	0.464	237243a4404026179849ca603f73cc78b200682469578d9713e08bc50587fab2	96.32	70.73	85.37	85.37	75.61	95.12	93.94	79.59	83.78	17	7.477	acbdf4a065c31b39fe107ea94bfd60ff3aec199093646c5f4aed7c06d06b25a5	84.97	68.29	84.15	84.15	82.93	85.37	85.0	83.33	83.95	3	0.465	237243a4404026179849ca603f73cc78b200682469578d9713e08bc50587fab2	84.97	68.29	84.15	84.15	82.93	85.37	85.0	83.33	83.95	3	0.482	237243a4404026179849ca603f73cc78b200682469578d9713e08bc50587fab2	99.2	79.51	89.76	89.76	84.88	94.63	94.05	86.22	89.23	9.63	108560.0	0.0	0.29	0.07	0.07	0.07	0.07	0.09	0.06	0.08	0.01	9880.0	376.284	("54645bc7888a06b69af8cd5344def857ca68555d0261226046a174a83145d12f", "80e1ee111d4d453e39f21b838d18c9826fdb77fceee6c9c7d094a21029742e01", "07b8bc272efc423b9b8bd3ce4038826336c2d59da9626906603300fd5c66401e", "79b1090e070cb575af5d7b346b67890a20c2538a7a45dc7275bfeb5ee0c6aa34", "98258faf68f6b4f83364c576199ca491560ec66a2afb87f9ecb52a82b61cecc3")	
8	20.0	autocor	200	700	semitone	16000	true	stump_with_memoization	("b",2,true,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	326	82	(163, 163)	(41, 41)	[60]	[(26,)]	96.32	68.29	84.15	84.15	80.49	87.8	86.84	81.82	83.54	15	11.528	eade175948dd61de568c002f2cb54ded7c7f138d84bb03e1ba98b05f8f44b092	82.52	68.29	84.15	84.15	85.37	82.93	83.33	85.0	84.34	3	0.472	12e6e25c320b7dc7aed00f6b98a10885919ca416f3beebb7983d7cc92bf5d22b	82.52	68.29	84.15	84.15	85.37	82.93	83.33	85.0	84.34	3	0.477	12e6e25c320b7dc7aed00f6b98a10885919ca416f3beebb7983d7cc92bf5d22b	96.32	68.29	84.15	84.15	80.49	87.8	86.84	81.82	83.54	15	7.583	eade175948dd61de568c002f2cb54ded7c7f138d84bb03e1ba98b05f8f44b092	82.52	68.29	84.15	84.15	85.37	82.93	83.33	85.0	84.34	3	0.486	12e6e25c320b7dc7aed00f6b98a10885919ca416f3beebb7983d7cc92bf5d22b	82.52	68.29	84.15	84.15	85.37	82.93	83.33	85.0	84.34	3	0.485	12e6e25c320b7dc7aed00f6b98a10885919ca416f3beebb7983d7cc92bf5d22b	99.45	80.98	90.49	90.49	84.88	96.1	95.63	86.41	89.92	8.96	108360.0	0.0	0.13	0.03	0.03	0.04	0.05	0.06	0.03	0.04	0.0	58080.0	716.67	("1dab0298dcbe78421aa732fc54c35f3e5d87e58dfd07d766d511442b4c79291a", "39ceb20ce572a71d9a43a26fcbf983c0511c06723c2764a4f58768a5dec66309", "a46fbba5ee732b4137331c6e5d746021e207e2b0736676e817d33514c61b6d25", "7de9e78c96bc1ac4b5b95ad34d64d5a969d3fd9e65ec869b819c224667d3a8f9", "1b65a7361eed41252d24982d40ebab98b13c16efaeecd705f8e7e4f448ce8589")	
9	20.0	autocor	200	700	semitone	16000	true	stump_with_memoization	("b",2,true,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	326	82	(163, 163)	(41, 41)	[60]	[(26,)]	94.79	75.61	87.8	87.8	85.37	90.24	89.74	86.05	87.5	15	20.647	81c6e10afb8d8b56c54ce872fc1e7b0fa6da5d8eb59ec4c6a9af59d87b315729	88.04	73.17	86.59	86.59	80.49	92.68	91.67	82.61	85.71	3	0.749	4c163a636cc6f744241b40504eaa287f98821328fb23ce5bb99704330f7da13d	88.04	73.17	86.59	86.59	80.49	92.68	91.67	82.61	85.71	3	0.739	4c163a636cc6f744241b40504eaa287f98821328fb23ce5bb99704330f7da13d	93.87	75.61	87.8	87.8	85.37	90.24	89.74	86.05	87.5	13	13.162	9b19fdc3aae48aa92836f8d51d9a108a6ee4baf8ffd593cdf7536f0a2622e2a3	88.04	73.17	86.59	86.59	80.49	92.68	91.67	82.61	85.71	3	0.698	4c163a636cc6f744241b40504eaa287f98821328fb23ce5bb99704330f7da13d	88.04	73.17	86.59	86.59	80.49	92.68	91.67	82.61	85.71	3	0.687	4c163a636cc6f744241b40504eaa287f98821328fb23ce5bb99704330f7da13d	99.45	81.46	90.73	90.73	82.44	99.02	98.86	84.94	89.89	9.63	101160.0	0.0	0.02	0.0	0.0	0.01	0.02	0.02	0.01	0.01	0.0	101480.0	1097.66	("5d89f3b4e25be05a7aa92aeb254ce6d2e882a60bb9e8965666230bbd5e25d65b", "41d1515ba43e2fdddcb1c51a55c1e5e143ac920ec7046136d35ee19b04339095", "af01bfdd8c14e1fdee725927a8a489b4dd75f0b72e942aa20b90e5d4a7cce0dd", "5c97e90169a17c74e3fce6c98a8a47d94af0d0fc2393f79e3b7b5528fa343b10", "5e760e1320737c2c4ff8a67a15ab06d3ba7dcd7847ff25d3941bfd02ad785b92")	
10	20.0	autocor	200	700	semitone	16000	true	stump_with_memoization	("b",2,true,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	326	82	(163, 163)	(41, 41)	[60]	[(26,)]	91.41	60.98	80.49	80.49	87.8	73.17	76.6	85.71	81.82	11	15.891	734fbf3c7632e2322d8df4561f392e8d7a60f92ca7810d9463dc236779ad6afa	86.5	58.54	79.27	79.27	82.93	75.61	77.27	81.58	80.0	3	0.627	6c71cdb0c38dd7d4a45b7dbfee833f5da152e4ffc0b471cffe6351958b084469	86.5	58.54	79.27	79.27	82.93	75.61	77.27	81.58	80.0	3	0.651	6c71cdb0c38dd7d4a45b7dbfee833f5da152e4ffc0b471cffe6351958b084469	91.41	60.98	80.49	80.49	87.8	73.17	76.6	85.71	81.82	9	10.508	4e76c84004caa125a0c046a5ce4c29c215ae47c6bc93d9c0dd54e58621ea9a7d	86.5	58.54	79.27	79.27	82.93	75.61	77.27	81.58	80.0	3	0.636	6c71cdb0c38dd7d4a45b7dbfee833f5da152e4ffc0b471cffe6351958b084469	86.5	58.54	79.27	79.27	82.93	75.61	77.27	81.58	80.0	3	0.622	6c71cdb0c38dd7d4a45b7dbfee833f5da152e4ffc0b471cffe6351958b084469	99.63	77.56	88.78	88.78	82.93	94.63	93.93	84.71	88.09	7.98	105040.0	0.0	0.01	0.0	0.0	0.0	0.01	0.01	0.0	0.0	0.0	54280.0	1298.517	("4ca98f478169c1b3bb9bcb527858c9607fdbbdc31a7b3abd46cb98f422b96472", "b7d91795ac875e984b651eb3e0f17af133706a8ff898497570e0e5b80ab70ba7", "193063c24e6442ac3ef547ed7d79b7f5d346ff4cd409c8a133652baf83d2d784", "1b92042615347a1fa68aa74c094300b56a6ba5a5535c34a28e8bba144bec217f", "007f3f5549cebd6ff96e39588675df3913cd8b0e7144be1012671ebfe23e7d98")	
1	20.0	fft	100	700	fcmel	16000	true	stump_with_memoization	("b",3,true,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	286	72	(143, 143)	(36, 36)	[60]	[(26,)]	97.9	75.0	87.5	87.5	75.0	100.0	100.0	80.0	85.71	15	123.405	6d1d8a677b61cd2218dad55f590a29be3b6e74fdde13ac5e57b9574b28fdca30	97.9	75.0	87.5	87.5	75.0	100.0	100.0	80.0	85.71	15	20.726	6d1d8a677b61cd2218dad55f590a29be3b6e74fdde13ac5e57b9574b28fdca30	91.61	58.33	79.17	79.17	58.33	100.0	100.0	70.59	73.68	9	18.525	bf91fcc0f9a89dee89269dd288179bb513f060fec14ba7d0a85c8552b996b8b6	97.2	72.22	86.11	86.11	72.22	100.0	100.0	78.26	83.87	13	19.849	f3794f6ed00dc8eb464e3d56dcfba87485daef08651b30d562a1876c8235ae65	97.2	72.22	86.11	86.11	72.22	100.0	100.0	78.26	83.87	13	20.793	f3794f6ed00dc8eb464e3d56dcfba87485daef08651b30d562a1876c8235ae65	91.61	58.33	79.17	79.17	58.33	100.0	100.0	70.59	73.68	9	19.25	bf91fcc0f9a89dee89269dd288179bb513f060fec14ba7d0a85c8552b996b8b6	99.86	88.33	94.17	94.17	88.33	100.0	100.0	89.56	93.8	3.78	90960.0	0.0	0.02	0.0	0.0	0.02	0.0	0.0	0.01	0.0	0.01	10480.0	906.202	("43d9768148efde51b545851d32fa57d9d762e27ea25733025653b24971db0163", "d52374dbfcb8e3dedc38bacb603b2b6389feb1d1f6aab4ae0a276ab989932fb3", "7d85e0bba64886b66bcfee2eda6660502aaa6af87c34135d4b5fed1f157d56fb", "831d4bc3ff1f73f7773f4ac718c891793bdea660ea9a9c97da71312e393febe6", "03b00eb528a46d823664bb967c7a172ce60cc2d546f562ddc4e9478d7f10383c")	
2	20.0	fft	100	700	fcmel	16000	true	stump_with_memoization	("b",3,true,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	286	72	(143, 143)	(36, 36)	[60]	[(26,)]	95.1	88.89	94.44	94.44	94.44	94.44	94.44	94.44	94.44	9	46.676	ee3ac562c41232983b7b6e7c4366d4ba02c823afa664da4661eff5d48b931af2	88.81	63.89	81.94	81.94	100.0	63.89	73.47	100.0	84.71	7	12.207	34229e4ef6841e463c212cb0f380d1f060dc80d2f3f2307c00988f20c6faed12	85.66	58.33	79.17	79.17	94.44	63.89	72.34	92.0	81.93	5	11.114	9414397257f74fe2c666b27372c838718ac0c3b5b3a215b892039dbbe436c46a	95.1	88.89	94.44	94.44	94.44	94.44	94.44	94.44	94.44	9	17.766	ee3ac562c41232983b7b6e7c4366d4ba02c823afa664da4661eff5d48b931af2	88.81	63.89	81.94	81.94	100.0	63.89	73.47	100.0	84.71	7	12.408	34229e4ef6841e463c212cb0f380d1f060dc80d2f3f2307c00988f20c6faed12	85.66	58.33	79.17	79.17	94.44	63.89	72.34	92.0	81.93	5	11.168	9414397257f74fe2c666b27372c838718ac0c3b5b3a215b892039dbbe436c46a	99.93	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	3.71	102440.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49880.0	667.423	("fa13776c769bd2ac179d13fe5a28307b47d0862649a9f551365a3bebaf809314", "4f6f2e491fea4a6996c33fb5ac9823419cfc40eb3f5c0075f0fb8be090ee41fe", "74833405396ca40fe31efdea4d841ae0a9f2861652a03978f3bc97414d313589", "ff4d220393a67b2c13db204152ce3354805c185d9f6d4610e191b1a475a2aaf1", "975de5a4c22e4c7380894353032e0614ff8d2aa6b59bcf6edb2e2933e322a41d")	
