Dataseed	fbtype	exec_max_sample_rate	exec_ignore_low_sr_samples	use_training_form	exec_n_task_use_aug_n_ver_dataset_dir_preprocess	nbands	dataset_kwargs	use_full_mfcc	test_operators	ontology	T(entropy,2,0.01,0.4)train_accuracy	T(entropy,2,0.01,0.4)K	T(entropy,2,0.01,0.4)accuracy	T(entropy,2,0.01,0.4)macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_specificity	T(entropy,2,0.01,0.4)safe_macro_PPV	T(entropy,2,0.01,0.4)safe_macro_NPV	T(entropy,2,0.01,0.4)safe_macro_F1	T(entropy,2,0.01,0.4)n_nodes	T(entropy,2,0.01,0.4)t	T(entropy,2,0.01,0.4)hash	T(entropy,2,0.01,0.5)train_accuracy	T(entropy,2,0.01,0.5)K	T(entropy,2,0.01,0.5)accuracy	T(entropy,2,0.01,0.5)macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_specificity	T(entropy,2,0.01,0.5)safe_macro_PPV	T(entropy,2,0.01,0.5)safe_macro_NPV	T(entropy,2,0.01,0.5)safe_macro_F1	T(entropy,2,0.01,0.5)n_nodes	T(entropy,2,0.01,0.5)t	T(entropy,2,0.01,0.5)hash	T(entropy,2,0.01,0.6)train_accuracy	T(entropy,2,0.01,0.6)K	T(entropy,2,0.01,0.6)accuracy	T(entropy,2,0.01,0.6)macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_specificity	T(entropy,2,0.01,0.6)safe_macro_PPV	T(entropy,2,0.01,0.6)safe_macro_NPV	T(entropy,2,0.01,0.6)safe_macro_F1	T(entropy,2,0.01,0.6)n_nodes	T(entropy,2,0.01,0.6)t	T(entropy,2,0.01,0.6)hash	T(entropy,4,0.01,0.4)train_accuracy	T(entropy,4,0.01,0.4)K	T(entropy,4,0.01,0.4)accuracy	T(entropy,4,0.01,0.4)macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_specificity	T(entropy,4,0.01,0.4)safe_macro_PPV	T(entropy,4,0.01,0.4)safe_macro_NPV	T(entropy,4,0.01,0.4)safe_macro_F1	T(entropy,4,0.01,0.4)n_nodes	T(entropy,4,0.01,0.4)t	T(entropy,4,0.01,0.4)hash	T(entropy,4,0.01,0.5)train_accuracy	T(entropy,4,0.01,0.5)K	T(entropy,4,0.01,0.5)accuracy	T(entropy,4,0.01,0.5)macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_specificity	T(entropy,4,0.01,0.5)safe_macro_PPV	T(entropy,4,0.01,0.5)safe_macro_NPV	T(entropy,4,0.01,0.5)safe_macro_F1	T(entropy,4,0.01,0.5)n_nodes	T(entropy,4,0.01,0.5)t	T(entropy,4,0.01,0.5)hash	T(entropy,4,0.01,0.6)train_accuracy	T(entropy,4,0.01,0.6)K	T(entropy,4,0.01,0.6)accuracy	T(entropy,4,0.01,0.6)macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_specificity	T(entropy,4,0.01,0.6)safe_macro_PPV	T(entropy,4,0.01,0.6)safe_macro_NPV	T(entropy,4,0.01,0.6)safe_macro_F1	T(entropy,4,0.01,0.6)n_nodes	T(entropy,4,0.01,0.6)t	T(entropy,4,0.01,0.6)hash	RF(0.7,50,half,all)train_accuracy	RF(0.7,50,half,all)K	RF(0.7,50,half,all)accuracy	RF(0.7,50,half,all)macro_sensitivity	RF(0.7,50,half,all)safe_macro_sensitivity	RF(0.7,50,half,all)safe_macro_specificity	RF(0.7,50,half,all)safe_macro_PPV	RF(0.7,50,half,all)safe_macro_NPV	RF(0.7,50,half,all)safe_macro_F1	RF(0.7,50,half,all)oob_error	RF(0.7,50,half,all)n_nodes	RF(0.7,50,half,all)σ² train_accuracy	RF(0.7,50,half,all)σ² K	RF(0.7,50,half,all)σ² accuracy	RF(0.7,50,half,all)σ² macro_sensitivity	RF(0.7,50,half,all)σ² safe_macro_sensitivity	RF(0.7,50,half,all)σ² safe_macro_specificity	RF(0.7,50,half,all)σ² safe_macro_PPV	RF(0.7,50,half,all)σ² safe_macro_NPV	RF(0.7,50,half,all)σ² safe_macro_F1	RF(0.7,50,half,all)σ² oob_error	RF(0.7,50,half,all)σ² n_nodes	RF(0.7,50,half,all)t	RF(0.7,50,half,all)hash	
6	fcmel	8000	false	stump_with_memoization	(2,true,"c","KDD-norm-partitioned",["NG","Normalize","RemSilence"])	30	(50,45,30)	false	TestOp_80	IA	95.12	61.9	80.95	80.95	71.43	90.48	88.24	76.0	78.95	27	4.737	669f5e057d91366c0e6e47b8a7c179b6a0ec7b1ede8bd8c7f0ebdd9fb4dce998	93.9	57.14	78.57	78.57	66.67	90.48	87.5	73.08	75.68	25	4.643	da21fe2412836d5e1114f7d01775d3bc5410f48ed0ecc8e991380801f991f9b0	86.59	47.62	73.81	73.81	71.43	76.19	75.0	72.73	73.17	15	3.899	ef15d4d1815d3c8352e9aa202c5dc29af9e80cbacf2f190278d02135a7619856	92.68	57.14	78.57	78.57	66.67	90.48	87.5	73.08	75.68	25	4.52	7ee4d0eab01a9c8467a11409de659723f341f0d8667483d0998c5b961a070528	92.68	57.14	78.57	78.57	66.67	90.48	87.5	73.08	75.68	23	4.65	73988a7c884c9206b040ec0c26383f6e46cf97ff418b81cb3eab2e38e9b56d6d	86.59	47.62	73.81	73.81	71.43	76.19	75.0	72.73	73.17	15	3.854	ef15d4d1815d3c8352e9aa202c5dc29af9e80cbacf2f190278d02135a7619856	99.51	63.81	81.9	81.9	74.29	89.52	87.88	77.9	80.32	20.49	122440.0	0.0	0.29	0.07	0.07	0.41	0.16	0.15	0.16	0.12	0.1	54480.0	37.104	("2a6d688a8e6d212baeeed8538740e3997dd20c47298289f53c2f3fcb52a9ec29", "502d8f087857ac0562dbebad4f09a7556b12f7cd143bc2b87f17d6eaf60b3021", "4b324ced088d68c5ee99bed2d1f2bd8999c242432a8d9ada90d2c8aff5ae872f", "c4027897550681c3167104f5b4531c8cb4ef88e624ed56f79c4d61aa38583f48", "c4e3a828f16847328afbb58a9100e75029a025a001936873b312f676d2535834")	
7	fcmel	8000	false	stump_with_memoization	(2,true,"c","KDD-norm-partitioned",["NG","Normalize","RemSilence"])	30	(50,45,30)	false	TestOp_80	IA	95.73	47.62	73.81	73.81	76.19	71.43	72.73	75.0	74.42	19	2.593	46a27819afabdf63aabc7456c2bd4f26d47a66c775acc789e03351fdcd097dce	93.29	47.62	73.81	73.81	76.19	71.43	72.73	75.0	74.42	17	2.457	bfd11e19008e5a82aa6a2881b0b382a7cacc3944ab6031ad93444805e1c303b3	91.46	42.86	71.43	71.43	76.19	66.67	69.57	73.68	72.73	15	2.158	9b6baac567e82fc30b680fd15d265dede39ac2eaa10fdbebcba15237243f3047	95.12	47.62	73.81	73.81	76.19	71.43	72.73	75.0	74.42	19	2.485	242cd8a66e5ebc404e805c3be35e7ee7cd894f667b8bb9be2c5971337859e59c	92.68	47.62	73.81	73.81	76.19	71.43	72.73	75.0	74.42	17	2.279	596f51bdb3005a14a77eb10952eedc2e21f0fb4a01ba6b06a78aea0aa27c2cb8	91.46	42.86	71.43	71.43	76.19	66.67	69.57	73.68	72.73	15	2.149	9b6baac567e82fc30b680fd15d265dede39ac2eaa10fdbebcba15237243f3047	99.88	73.33	86.67	86.67	82.86	90.48	89.82	84.18	86.11	18.66	115760.0	0.0	0.18	0.05	0.05	0.18	0.11	0.1	0.09	0.06	0.02	20480.0	37.649	("348684fe589e33c8407ec3e50bf4b92554159c24923228e830a5cd8a531b82a8", "5aa86aafcecd2612e842464b222f37ea4a9a632f2cb117baf1d8e33f93333ad4", "9a7a628af9ffaa141cb21ede065ae02178c779587a1076a5c443280b16acb261", "40c01313edc029e79e40e686489b70f8380e5fbba5acf462445b8a73584cf224", "dbf870958c4e503241b1138cdac46c8f30e015619880e82484c7acc327080cc4")	
8	fcmel	8000	false	stump_with_memoization	(2,true,"c","KDD-norm-partitioned",["NG","Normalize","RemSilence"])	30	(50,45,30)	false	TestOp_80	IA	93.9	71.43	85.71	85.71	76.19	95.24	94.12	80.0	84.21	25	1.301	9761cf99e568f497727261b7565cd2c57de852a41dc47157aac7ec82cf074a2b	89.63	61.9	80.95	80.95	66.67	95.24	93.33	74.07	77.78	17	1.311	4f573b4b73417b170fc82a8ae4fb69b1f6baabc5851f371fe7f5156cf65ad4a5	76.22	38.1	69.05	69.05	61.9	76.19	72.22	66.67	66.67	5	0.915	51f72cf528c40e712a64e95b8567391f10f4397cd6ed6db43249fb9a8ed0ae12	90.85	71.43	85.71	85.71	76.19	95.24	94.12	80.0	84.21	21	1.286	d0d2e5931d8527c95199d70830cef1ae41c8c93b08765a3bcf77baef44244507	87.8	66.67	83.33	83.33	71.43	95.24	93.75	76.92	81.08	17	1.45	7c015815bed10d489e3d888c8c27547abe1435bcec86396a985e41ef52148b85	76.22	38.1	69.05	69.05	61.9	76.19	72.22	66.67	66.67	5	0.671	51f72cf528c40e712a64e95b8567391f10f4397cd6ed6db43249fb9a8ed0ae12	99.51	57.14	78.57	78.57	68.57	88.57	85.93	73.97	76.09	17.07	119360.0	0.0	0.45	0.11	0.11	0.41	0.18	0.23	0.15	0.19	0.0	69080.0	30.234	("c84df2508b30ba47661c1b652be7ca30fbed237d4624fb9eae85187af96cea44", "8b47cb53abc46c53bff4a6324dc6162ca8e62ce35b45dbe5d1c3259f5959579e", "82f1af44a5e4760a6e8202f6e1241ea9f12be9ed036c789c6375109447521d15", "c6a6026a129517594930b5b0f33a61a07ae3867066cbb8e99b6b97f422ee26ca", "6e3c82b84ca4908b97295afccc32f45a124b51563ef60157c008f6b13fa5e39b")	
9	fcmel	8000	false	stump_with_memoization	(2,true,"c","KDD-norm-partitioned",["NG","Normalize","RemSilence"])	30	(50,45,30)	false	TestOp_80	IA	98.78	57.14	78.57	78.57	66.67	90.48	87.5	73.08	75.68	27	0.788	ede058902c47361aad9ad9f3cc3a6e9d7af45588fd3c11e8360f8b790750fab8	97.56	47.62	73.81	73.81	57.14	90.48	85.71	67.86	68.57	25	0.817	f8d58eaf412e2e104c96748a94b9eaee4fff59d7907005a220c6b19ea6fe7d34	90.85	57.14	78.57	78.57	66.67	90.48	87.5	73.08	75.68	19	0.409	e30217dbe19ec397bfc1673f3b7cfda74b248cd850ee37dab49eda455d79d8a8	96.34	47.62	73.81	73.81	57.14	90.48	85.71	67.86	68.57	25	0.776	498cda8651e23e7dda019df85977f33b0f6859f15d4524e7c1c1bc1f9a42471a	96.34	47.62	73.81	73.81	57.14	90.48	85.71	67.86	68.57	25	0.725	498cda8651e23e7dda019df85977f33b0f6859f15d4524e7c1c1bc1f9a42471a	90.85	57.14	78.57	78.57	66.67	90.48	87.5	73.08	75.68	19	0.417	e30217dbe19ec397bfc1673f3b7cfda74b248cd850ee37dab49eda455d79d8a8	99.88	78.1	89.05	89.05	83.81	94.29	93.74	85.67	88.35	17.2	120680.0	0.0	0.18	0.05	0.05	0.41	0.05	0.02	0.27	0.07	0.18	17720.0	31.626	("de5246a69777b4a0f5bceefe6eb8ffe226569b00318c03e3a4cfa98e828b091b", "afaec3d882fa796f7af1f8f442e4582de0df1e88e4e76d6796a26e7c5a300ad7", "7722e669c051eb232426a00e36f3172f833116d8f7c3eb59f3d1f92b182a2749", "e8d54ff07121ee95ec2eca8ab78f52b48153b31cc9322f433d41dd4f0afe0e81", "2c23e0d7414ea0bf50458282ecfd06a3e81642b4e19a16bee171d67b69b0e041")	
10	fcmel	8000	false	stump_with_memoization	(2,true,"c","KDD-norm-partitioned",["NG","Normalize","RemSilence"])	30	(50,45,30)	false	TestOp_80	IA	95.73	61.9	80.95	80.95	85.71	76.19	78.26	84.21	81.82	21	0.744	44cc02aaf94dff022b7b1f91b6ac217cbc11751c9c49fb6054e92abb58b33ca5	94.51	61.9	80.95	80.95	85.71	76.19	78.26	84.21	81.82	19	0.691	56103d1028e3bbdb85653b74ac5714fb3d141ebf53d8a61beab17e53fb54879d	89.02	66.67	83.33	83.33	85.71	80.95	81.82	85.0	83.72	15	0.441	2773bd04aa1900d30ff2e05d7d70d0e234acc0fff5be8714cebae5b487925af8	94.51	66.67	83.33	83.33	85.71	80.95	81.82	85.0	83.72	19	0.634	a48d0fbfaf0945ce2ed7e308f13738af7dd5dba35ba16a5a97107ed1652d11ae	94.51	66.67	83.33	83.33	85.71	80.95	81.82	85.0	83.72	19	0.59	a48d0fbfaf0945ce2ed7e308f13738af7dd5dba35ba16a5a97107ed1652d11ae	89.02	66.67	83.33	83.33	85.71	80.95	81.82	85.0	83.72	15	0.446	2773bd04aa1900d30ff2e05d7d70d0e234acc0fff5be8714cebae5b487925af8	100.0	71.43	85.71	85.71	86.67	84.76	85.7	86.64	85.92	17.07	117480.0	0.0	0.68	0.17	0.17	0.27	0.84	0.54	0.21	0.12	0.02	78520.0	37.736	("2a40ae9f3c7b33620a76895686d79f93541b9799796a80b1dd19acd0e33c2397", "8bda9a5bb37ae858a8895b86c3cd31ad4ce4aaba582c0ffc040de0a39b1b56db", "dc194e075db396eb03678e1c435853230fc53452e152d154bf95708a753fac6f", "74dbb93f8d11c8f5ce4cb4f02e722207021853034bc0ad506923d5c0d3ed1978", "2f9c29dee5c82e36ad27f74676bf7b81b83c3530601279b73a7633df3c767f2e")	
1	fcmel	8000	false	stump_with_memoization	(2,true,"b","KDD-norm-partitioned",["Normalize","RemSilence"])	30	(50,45,30)	false	TestOp_80	IA	95.68	52.46	76.23	76.23	67.21	85.25	82.0	72.22	73.87	49	113.627	eff0d37309828d7059069ea7e905988253af713fb76eac8152f91c1e85ed2f36	89.71	45.9	72.95	72.95	60.66	85.25	80.43	68.42	69.16	31	17.377	49b21826340a2b2c60673ae2091fdc8ec3520fc30fe042729e958896fd4811ea	78.6	42.62	71.31	71.31	65.57	77.05	74.07	69.12	69.57	7	10.949	c48cc69e8e2ef10118d1fbcc846bbcb235bc58b8e7b81faf67b55afccaea5256	95.27	49.18	74.59	74.59	65.57	83.61	80.0	70.83	72.07	47	17.689	e34702853943854aa5cd33c88bd6e0749d79beef6fb062309c471db6d3f12a40	89.71	45.9	72.95	72.95	60.66	85.25	80.43	68.42	69.16	31	17.401	49b21826340a2b2c60673ae2091fdc8ec3520fc30fe042729e958896fd4811ea	78.6	42.62	71.31	71.31	65.57	77.05	74.07	69.12	69.57	7	10.851	c48cc69e8e2ef10118d1fbcc846bbcb235bc58b8e7b81faf67b55afccaea5256	99.88	61.64	80.82	80.82	74.75	86.89	85.18	77.55	79.56	14.98	266600.0	0.0	0.22	0.06	0.06	0.16	0.12	0.12	0.07	0.07	0.01	125600.0	1979.196	("5d691cafee5fdde62428759e942ab9bb76acaf33611a27bbc58cbb79a4301a1d", "2d187c4638de8529ce43d9d34889f744569dcb14483f194b3b64606f3463ea28", "6c6f0b7bbd9639ba8b8d6b028f6e13c5f6951a6475f23ce6fe5b7b60a0d5e0b4", "8c52f56e2b80a7ccd6c12456ed6bf3e6e316f2591c973b65bbda1e60e9f16d98", "0bcd24ca004b98f32a661f6b00a9ebddad7c05433a8332b61f4064f702bb5dd2")	
2	fcmel	8000	false	stump_with_memoization	(2,true,"b","KDD-norm-partitioned",["Normalize","RemSilence"])	30	(50,45,30)	false	TestOp_80	IA	94.24	60.66	80.33	80.33	81.97	78.69	79.37	81.36	80.65	43	54.895	8eb564871885b9168ec0e93b53e55f582fee6998c4374148f4ae6a68ceef63be	84.77	59.02	79.51	79.51	81.97	77.05	78.12	81.03	80.0	17	16.492	65a15dddfd1cd04ce4b72b61260a3a2505ead541be73ba3261276afd68d6764f	77.16	29.51	64.75	64.75	67.21	62.3	64.06	65.52	65.6	7	11.417	1462f81f4cc0c337faa6382df50c45d9cc4cd7190d3b85c6c50e85eb701fa01a	94.03	62.3	81.15	81.15	81.97	80.33	80.65	81.67	81.3	41	20.082	63a603bccbba7883762307e9124a292874dbde415b00c84b54f041154d4acbfd	84.77	59.02	79.51	79.51	81.97	77.05	78.12	81.03	80.0	17	16.557	65a15dddfd1cd04ce4b72b61260a3a2505ead541be73ba3261276afd68d6764f	77.16	29.51	64.75	64.75	67.21	62.3	64.06	65.52	65.6	7	11.424	1462f81f4cc0c337faa6382df50c45d9cc4cd7190d3b85c6c50e85eb701fa01a	99.88	79.02	89.51	89.51	87.54	91.48	91.23	88.02	89.32	16.61	266480.0	0.0	0.1	0.02	0.02	0.01	0.13	0.1	0.0	0.02	0.01	52320.0	1771.184	("cdfbf245481ad54486b1ddb3189217c60085766bb9a1924ee5d2526738c18257", "312aad1eabb44fbe7cb0fc4e505fceaf218e1f617678e051d11563251d3f1686", "17f3767c42e9c8be4b49b2b2fae05c6b497671d2f6b22150ff97409e6c3e606a", "efb0ab7dfc1b6042f225e671da135a5a0788c107db761b2f152ddf04a4a51a80", "6af6639f2e619291f76d5789011a3a7727ce76e85e228a1360597f465e8ee09e")	
3	fcmel	8000	false	stump_with_memoization	(2,true,"b","KDD-norm-partitioned",["Normalize","RemSilence"])	30	(50,45,30)	false	TestOp_80	IA	91.98	68.85	84.43	84.43	75.41	93.44	92.0	79.17	82.88	43	37.95	0aa0c1e7c1e8a4557db8c67dad6ff65930b49d071a01303c6d81c6c715f0ed0b	86.42	62.3	81.15	81.15	80.33	81.97	81.67	80.65	80.99	33	12.96	ac2b9a571c2c8993b586aab8decb5798361aaf0ac10cf853cad044b2ff733470	80.86	59.02	79.51	79.51	75.41	83.61	82.14	77.27	78.63	15	12.505	a5ea58988990d343d217337db983b0a15e1bcadc0849464832433d89437b8132	91.56	67.21	83.61	83.61	75.41	91.8	90.2	78.87	82.14	41	15.05	d2123a121a2aef81bac57acf077c09439e77987dbade91614d491d3f06cb92cf	86.01	60.66	80.33	80.33	80.33	80.33	80.33	80.33	80.33	31	13.016	ba14eb8208cb37aa28487cf6ae974d3bc70339875e9acff252262347122ec019	80.86	59.02	79.51	79.51	75.41	83.61	82.14	77.27	78.63	15	12.519	a5ea58988990d343d217337db983b0a15e1bcadc0849464832433d89437b8132	99.79	73.44	86.72	86.72	85.25	88.2	87.96	85.82	86.5	16.3	278560.0	0.0	0.02	0.0	0.0	0.15	0.09	0.05	0.08	0.01	0.02	129280.0	1851.535	("8b596582ff55e10a826eff2b1c34e435e4c9cd2cb84cf6e436beff05a99cd5e2", "125005b3cb49761871639a5137f8efabcd253147d7c7f1491f8e7a920c0250d2", "1a2986383e36b5144a683315232c5ee21096e869db6aa13b78f86c3d398c7aa9", "c381f7b0835553aa7485bc5cdcf5568a0fcdc100ce26e47db48f8f924d21c54e", "aec50216b28fa340a919a4b60fe1179081f4f0aa36f86064e82ca93ba8d8808e")	
4	fcmel	8000	false	stump_with_memoization	(2,true,"b","KDD-norm-partitioned",["Normalize","RemSilence"])	30	(50,45,30)	false	TestOp_80	IA	95.27	57.38	78.69	78.69	75.41	81.97	80.7	76.92	77.97	55	30.9	0a0000ac7c9881d8db5c78fe8165689acc33c808586d20be9a3c2234e5c2f8bb	90.74	50.82	75.41	75.41	73.77	77.05	76.27	74.6	75.0	41	14.327	cf9ab034f5763158f05be0e6ed4ec7ee61933c000947d3dbc40cf229f8141ebc	82.72	44.26	72.13	72.13	63.93	80.33	76.47	69.01	69.64	15	13.576	8e13fca968cecfd8d3f799ff196a4ce89c29df3b4cead7dbb81494a71a2b2c64	94.03	57.38	78.69	78.69	77.05	80.33	79.66	77.78	78.33	47	15.24	913b5e72981bdbe28a72838ca7ff03628fb6a84510794f3b9cd9ef9744bac3df	89.71	49.18	74.59	74.59	73.77	75.41	75.0	74.19	74.38	37	14.257	92316a3c64d20d59933180571a194f25c488f77466deaa455c77c34bffe729b4	82.72	44.26	72.13	72.13	63.93	80.33	76.47	69.01	69.64	15	13.647	8e13fca968cecfd8d3f799ff196a4ce89c29df3b4cead7dbb81494a71a2b2c64	99.59	66.23	83.11	83.11	75.08	91.15	89.45	78.54	81.63	15.51	269680.0	0.0	0.1	0.03	0.03	0.05	0.02	0.03	0.03	0.03	0.01	24920.0	1902.972	("2a151cdee4fff48bfb5feb859788478ffe5d5b3f0f8ed625aaa8149a43a3a188", "b8bbaf80c85e42a5afef2a8902af103962d7b1a8b003992aa8ef1dbdd396eb75", "80de4008e16f34f6b89a165cbe5493972d9770c7fd0ba089ec7831fef5b09205", "4e81bd1a1d81b7d16c430bfd18d9fb2ccb72a0b27527794cda0e6d70c7b98e2c", "6dead87882f64019428981ab1a130265a5270f6b5c1bb8c468c1753cbb54704e")	
5	fcmel	8000	false	stump_with_memoization	(2,true,"b","KDD-norm-partitioned",["Normalize","RemSilence"])	30	(50,45,30)	false	TestOp_80	IA	94.65	54.1	77.05	77.05	77.05	77.05	77.05	77.05	77.05	51	30.567	6c43393ba0f33fcb664c31cde38ed9309fa3b4adaab1799ccba76c2616a79689	89.09	63.93	81.97	81.97	77.05	86.89	85.45	79.1	81.03	29	17.897	88696c6f9767413234fe48d04ab6e8fe7f65868486c518df7d454a762fddbeab	79.01	49.18	74.59	74.59	83.61	65.57	70.83	80.0	76.69	9	14.174	3818ac77c9505df52196f1eac7319538df68990a8e53c114e6907a561b755d6a	93.83	50.82	75.41	75.41	75.41	75.41	75.41	75.41	75.41	45	18.795	c7e9c6ad60a62d8e0fb55f0e3f191cde41b038ceec2babb76c343724f8d353e7	88.89	60.66	80.33	80.33	75.41	85.25	83.64	77.61	79.31	29	17.953	db1e335f8e336d29b525be68d1111e8a5be0cfa7d0b6f8184ca5f178d8ae8afa	79.01	49.18	74.59	74.59	83.61	65.57	70.83	80.0	76.69	9	14.215	3818ac77c9505df52196f1eac7319538df68990a8e53c114e6907a561b755d6a	99.88	73.11	86.56	86.56	84.26	88.85	88.39	84.95	86.25	14.08	267680.0	0.0	0.13	0.03	0.03	0.02	0.1	0.09	0.02	0.03	0.03	50920.0	1946.958	("a822b6b2671e33d9f40618b2afbd0a238f583bfa6d2b5337be3970558cee6d83", "620f0dd877cbc7ee92b454b3c09964e296f3790e90d558f95e37aa137af3d703", "c6f19ad83af8699b8098e5e1a61cf2aeec92640c179f69db77621ee4140f3181", "8316895f3d3df3b918f3bf30214b022d8538bd9f6330bd93a5fb4e0be3b6bc5e", "ff604e04cf5994dd7d154b7fd2d73a63a1ca701eb7567ca7fc312aab0fd7b5a2")	
6	fcmel	8000	false	stump_with_memoization	(2,true,"b","KDD-norm-partitioned",["Normalize","RemSilence"])	30	(50,45,30)	false	TestOp_80	IA	93.21	60.66	80.33	80.33	77.05	83.61	82.46	78.46	79.66	41	22.748	e123d395ff9fd6a3fff0334b2635c21e113d4a94d0d029881d0aa69ebff1f23b	89.09	59.02	79.51	79.51	77.05	81.97	81.03	78.12	78.99	29	14.195	463923d6c27b9aa0e50bc2aca28ee9b71f4af0b89124e85b0df7a5721ec5c0d0	79.84	49.18	74.59	74.59	67.21	81.97	78.85	71.43	72.57	11	12.941	ab4c56b48282c90a82b44bf923247fd046885b770d2e60ab3c2086df6f9c9782	92.18	60.66	80.33	80.33	77.05	83.61	82.46	78.46	79.66	39	15.21	4efcc3a2cef0879b8d4e1d6151faaca184f3678b973c449d1db8684354ec22f6	88.89	60.66	80.33	80.33	78.69	81.97	81.36	79.37	80.0	29	14.133	e21927723a38a9872a31fe559992a33c382d1253850efe865b1eab8297effe81	79.84	49.18	74.59	74.59	67.21	81.97	78.85	71.43	72.57	11	12.925	ab4c56b48282c90a82b44bf923247fd046885b770d2e60ab3c2086df6f9c9782	99.67	76.07	88.03	88.03	84.92	91.15	90.56	85.84	87.63	16.59	275880.0	0.0	0.14	0.04	0.04	0.09	0.02	0.02	0.06	0.04	0.02	37520.0	1820.563	("2116c69d2a5227abe924e697857aa4c10638fe61a6c70c2b9072971b16315f4a", "90ddf5166974400bea65a552ab33075832b9f8671ef322ef775a4c66a7eed2e8", "8e579b476a06569f669fbf3e1ce0cab1674df0cfdbce01f727692bca21a484e5", "04b8c49689e94edcd5eba87c89c1bc36af16cfbf3fb15506f8d62efdc54f7975", "ecb612cdfe0ea44ec8430db2c87b4a15f39cf9080c8f106c4dfc30057fb5462a")	
7	fcmel	8000	false	stump_with_memoization	(2,true,"b","KDD-norm-partitioned",["Normalize","RemSilence"])	30	(50,45,30)	false	TestOp_80	IA	93.62	45.9	72.95	72.95	67.21	78.69	75.93	70.59	71.3	47	27.979	a66f0a33d73b9dd3d17985d0f30c81a80f83dde827482e3b76e59560a90b6bd2	85.6	40.98	70.49	70.49	75.41	65.57	68.66	72.73	71.88	19	18.174	ccca74340f19d62ceb01cf02f2e843c5a1da6c4e53550146096daed919a403da	84.16	40.98	70.49	70.49	75.41	65.57	68.66	72.73	71.88	17	18.022	27ed30ba57b5bc25b097c00b462b3e2c655a1dbdc57c4ccdd90cafbdede43979	93.21	42.62	71.31	71.31	62.3	80.33	76.0	68.06	68.47	41	19.654	0905c7b492e394d2086be7f69e84cac74aac7005b34ed4fc39505acaad34bcb9	85.6	40.98	70.49	70.49	75.41	65.57	68.66	72.73	71.88	19	18.351	ccca74340f19d62ceb01cf02f2e843c5a1da6c4e53550146096daed919a403da	84.16	40.98	70.49	70.49	75.41	65.57	68.66	72.73	71.88	17	18.365	27ed30ba57b5bc25b097c00b462b3e2c655a1dbdc57c4ccdd90cafbdede43979	99.84	58.69	79.34	79.34	80.0	78.69	78.98	79.75	79.48	15.2	265040.0	0.0	0.03	0.01	0.01	0.02	0.03	0.02	0.01	0.01	0.01	10680.0	1761.46	("7a0ab79347924b3cf2402dc44f45384dff66f3a87be2a7f58601274228eed8c0", "595905bf1712836b07ff6c99840fe2df36310900cffa5b18a07d7bf975877937", "6eb32c5e296896a2f8dd2f965c6ff5093144138877ce3083c142ed4c9110a127", "8bf17bc2ec4a4469f0eb8aed5e815a7b46c47fb207a0e20c8b6dd9b5e3f609bb", "7e66a5e74bdaae64eab0464c500eb93cee9879404156bdc8f7a5f3964ce11376")	
