Dataseed	Params-combination	T(entropy,2,0.01,0.4)	T(entropy,2,0.01,0.5)	T(entropy,2,0.01,0.6)	T(entropy,4,0.01,0.4)	T(entropy,4,0.01,0.5)	T(entropy,4,0.01,0.6)	RF(0.7,50,half,all)	RF(0.7,50,half,all)σ²	RF(0.7,50,half,all)t	
2	8000,stump_with_memoization,(1,false,"c",["NG","Normalize"]),30,(50,100,75),false,TestOp_80	(96.02, 17.86, 58.93, 58.93, 60.71, 57.14, 58.62, 59.26, 59.65, 39, 16.325, 8219fe125309df440c2401a05544f6fe4389389564044db66f15bd44e6cbeb06)	(95.13, 17.86, 58.93, 58.93, 57.14, 60.71, 59.26, 58.62, 58.18, 37, 9.536, 39c6bba12207ea038dfea6283d86a3e65b84f7051f50b1e502ff87120704d645)	(77.43, 10.71, 55.36, 55.36, 64.29, 46.43, 54.55, 56.52, 59.02, 9, 5.072, 6a0bd5e4e3d63ebdf7b57d60b29f16d3d22648fcc13bf50ad836bfb8bf285fad)	(95.58, 17.86, 58.93, 58.93, 57.14, 60.71, 59.26, 58.62, 58.18, 39, 9.484, eb1061fce4a4ebca0bb3d7127f0474b28ef5bec0139b44f9960e5751ad738191)	(95.58, 17.86, 58.93, 58.93, 57.14, 60.71, 59.26, 58.62, 58.18, 37, 9.444, 0940d6e58af191e42f080785d9c367892ed5fc9db6a8ebdb886c11f6bf91cdb8)	(77.43, 10.71, 55.36, 55.36, 64.29, 46.43, 54.55, 56.52, 59.02, 9, 5.019, 6a0bd5e4e3d63ebdf7b57d60b29f16d3d22648fcc13bf50ad836bfb8bf285fad)	(99.91, 34.29, 67.14, 67.14, 72.14, 62.14, 65.68, 68.99, 68.73, 34.52, 158320.0)	(0.0, 0.48, 0.12, 0.12, 0.09, 0.29, 0.13, 0.12, 0.09, 0.06, 34920.0)	(427.123, ("6b0ab4f2a5919b2e3633c976f3dba0679879dd2cec76fb35a2793f2842fe76c8", "9d62c5773b8ed1858c14839202fe98dfbc6349cf677f31a3610004de6c2a948e", "a72bf595ba71607de38468053f192fd054dfd234b894151f54f84f704c4b67a0", "0a2771cda17a53fc14d4db39efff8642731dcf4b2e12b77aea45c7a8d38283bb", "d899e14516799fd41548e6e9060daf6eb99315ec469d626c8b2b395ca4f2c508"))	
3	8000,stump_with_memoization,(1,false,"c",["NG","Normalize"]),30,(50,100,75),false,TestOp_80	(93.36, 3.57, 51.79, 51.79, 42.86, 60.71, 52.17, 51.52, 47.06, 29, 21.661, db785e53993101af583c613f90cbcea452e65f0c96bfb7256ea4dfef18260db8)	(88.94, 10.71, 55.36, 55.36, 50.0, 60.71, 56.0, 54.84, 52.83, 21, 11.412, 5fedf21ead5eb6f968c43c27ea4cbadee784aa834808ae65e6d6226c1d842881)	(80.53, 7.14, 53.57, 53.57, 53.57, 53.57, 53.57, 53.57, 53.57, 13, 10.364, fdb7ba6b84b334cac7bccd73ca5300ccca7b0111e4bf2a43ece39aee289d1188)	(93.36, 3.57, 51.79, 51.79, 42.86, 60.71, 52.17, 51.52, 47.06, 29, 11.426, db785e53993101af583c613f90cbcea452e65f0c96bfb7256ea4dfef18260db8)	(88.94, 10.71, 55.36, 55.36, 50.0, 60.71, 56.0, 54.84, 52.83, 21, 11.045, 5fedf21ead5eb6f968c43c27ea4cbadee784aa834808ae65e6d6226c1d842881)	(80.53, 7.14, 53.57, 53.57, 53.57, 53.57, 53.57, 53.57, 53.57, 13, 10.254, fdb7ba6b84b334cac7bccd73ca5300ccca7b0111e4bf2a43ece39aee289d1188)	(99.73, 27.86, 63.93, 63.93, 53.57, 74.29, 67.69, 61.51, 59.78, 33.54, 157520.0)	(0.0, 0.15, 0.04, 0.04, 0.0, 0.15, 0.1, 0.02, 0.02, 0.12, 19120.0)	(412.015, ("6368ee9749b35b7c348f60229619a963d3801519e53fe0ff341aa0b996eba35b", "059f467777be79b24d110dfc008381deb0bd81e4a10f656f18d1142d15803ea3", "361a3bd679acc2143c3fdbe07d7e11e85d5ed9d107ca84a6f4b8ca7e697ad12d", "d0cc2d113cbdda4209003a565c0455762aa43c2ddd5d579a817b9e73f943c537", "15df0427353d9a4d152fc099471304ed03b10f34d4543261f1780c1d862070f3"))	
4	8000,stump_with_memoization,(1,false,"c",["NG","Normalize"]),30,(50,100,75),false,TestOp_80	(96.46, 50.0, 75.0, 75.0, 78.57, 71.43, 73.33, 76.92, 75.86, 43, 11.618, 2184e40855690651e7cb509d26abadce0885516cd4d74fd24542b29f14d21ecc)	(85.84, 39.29, 69.64, 69.64, 78.57, 60.71, 66.67, 73.91, 72.13, 21, 7.369, 496f1164cbf3d348f976270ab94e1adf1d10925d1ec65f33fcd0d608ef77dc77)	(80.97, 46.43, 73.21, 73.21, 82.14, 64.29, 69.7, 78.26, 75.41, 11, 7.175, d4d5ca86841f608ddc0ce40d6a50896f8e8ce0249e821e770d984eb10c800811)	(95.13, 46.43, 73.21, 73.21, 78.57, 67.86, 70.97, 76.0, 74.58, 39, 9.461, 38d86234e4b427dbcbc6530af005d326e18d514cd2cdd58c1ace97cba4fb33c7)	(85.84, 39.29, 69.64, 69.64, 78.57, 60.71, 66.67, 73.91, 72.13, 19, 7.348, ceb7373f6a2d3b09814a61b61a974dbb02c69a83e15c77f928921de79a064444)	(80.97, 46.43, 73.21, 73.21, 82.14, 64.29, 69.7, 78.26, 75.41, 11, 7.194, d4d5ca86841f608ddc0ce40d6a50896f8e8ce0249e821e770d984eb10c800811)	(99.47, 45.71, 72.86, 72.86, 75.71, 70.0, 71.87, 74.36, 73.59, 32.3, 157000.0)	(0.0, 0.22, 0.05, 0.05, 0.22, 0.42, 0.14, 0.06, 0.05, 0.09, 6600.0)	(370.71, ("beabec390b6a046b259bdb37ef9b5178bfba6989be3497277db2ada5069f48ac", "129d1203ee30b3fded3a134d44e1c7c13827db82dcba43b6aee04b3f5bdeff4c", "3f239bad7c9576a640089e301b098f09e11a739a44405669f5438d7afcb0478c", "16d7ff108140af8202eac3d9b61b41218d32a485f89969fd29fdaf1801b6e8e3", "0da622df841f418183e6a9eee36609e5c0232d2893885a11270b2cd6f7b3c638"))	
5	8000,stump_with_memoization,(1,false,"c",["NG","Normalize"]),30,(50,100,75),false,TestOp_80	(93.81, 32.14, 66.07, 66.07, 67.86, 64.29, 65.52, 66.67, 66.67, 37, 17.514, 905129f11ef34015f4de84e9e0b22964cdffc262a7f9694e667c4add575c2258)	(91.59, 25.0, 62.5, 62.5, 60.71, 64.29, 62.96, 62.07, 61.82, 31, 14.791, e5b911a71a9d250a632453fe5f6690be7fd7f7597fbb5e548e921159e65c61a1)	(88.5, 14.29, 57.14, 57.14, 60.71, 53.57, 56.67, 57.69, 58.62, 25, 14.112, 80536beb496b192990e44a4a7baa774b7579464e1e22af381e09e08f82e0fca9)	(92.04, 32.14, 66.07, 66.07, 64.29, 67.86, 66.67, 65.52, 65.45, 33, 14.796, 8d03b6d702b78067fd9a7be130acfe61a8c226e10680b84b3af20e95f8ad0069)	(90.71, 25.0, 62.5, 62.5, 57.14, 67.86, 64.0, 61.29, 60.38, 31, 14.757, 76e65cefc8e46ee9820f891e2b618fe50c1710c9527e0041ff23375a7820438e)	(88.5, 14.29, 57.14, 57.14, 60.71, 53.57, 56.67, 57.69, 58.62, 25, 14.083, 80536beb496b192990e44a4a7baa774b7579464e1e22af381e09e08f82e0fca9)	(99.91, 45.0, 72.5, 72.5, 68.57, 76.43, 74.37, 70.95, 71.33, 34.1, 160840.0)	(0.0, 0.87, 0.22, 0.22, 0.34, 0.17, 0.22, 0.22, 0.27, 0.04, 25480.0)	(422.878, ("c8dcbc2357fefcdba8556ef6dd32f28b2b4a9282b218187fa48afd7ddf93f22a", "f8dc5610904c7ae6febbb3413002fa14452d3bc4987455428dea01e2f497d6e1", "9bdf8ffbd946ccf1c4d99f5a9051f76467e253830f4cf2f91879a827bb8e0f35", "3a2724f130915dad0ab2df9f2c0c81c28460b3cb054716b2a1880518d7dc7a0d", "ea839119f2850d27ed934aa750c589e57b028b5cd22872108ef10cfd255662e8"))	
6	8000,stump_with_memoization,(1,false,"c",["NG","Normalize"]),30,(50,100,75),false,TestOp_80	(96.9, 21.43, 60.71, 60.71, 71.43, 50.0, 58.82, 63.64, 64.52, 37, 14.367, ac173f7172bf21352e59f5bf9e33c93d711f6b2f9db235c680550cc3f2411404)	(92.04, 21.43, 60.71, 60.71, 64.29, 57.14, 60.0, 61.54, 62.07, 27, 12.318, 7c5b77cd68e98396b5942468ab6cb2d9fba57306bf687b5c27712844a8f12613)	(79.2, 21.43, 60.71, 60.71, 78.57, 42.86, 57.89, 66.67, 66.67, 11, 9.427, 6eeba0a558c4c27155dd32e574a3fa9d2fad4e2da1dca57da6664480823e45b6)	(95.58, 28.57, 64.29, 64.29, 71.43, 57.14, 62.5, 66.67, 66.67, 35, 12.736, be928a9d2337c9ba6589f4b1cc313a7b21905bbf74f366ac3e7f19c204359f64)	(92.04, 28.57, 64.29, 64.29, 67.86, 60.71, 63.33, 65.38, 65.52, 29, 12.581, ee5c62ba8d70ff833ebebc5ef4017a4077826575f5d7ffcf9ea3d90b17c43eb3)	(79.2, 21.43, 60.71, 60.71, 78.57, 42.86, 57.89, 66.67, 66.67, 11, 9.502, 6eeba0a558c4c27155dd32e574a3fa9d2fad4e2da1dca57da6664480823e45b6)	(99.73, 33.57, 66.79, 66.79, 65.71, 67.86, 67.31, 66.36, 66.46, 30.97, 152800.0)	(0.0, 0.61, 0.15, 0.15, 0.1, 0.38, 0.2, 0.12, 0.11, 0.05, 32600.0)	(377.213, ("bc72c08cbf51c7fc81202cf0a69a2f0022f7214f7c9a5944d23a90c09b9a8b2a", "831800246e4bc316eb8acd5e865e2f9d188677e6c9087b1bf9f7efccd1ef9b56", "84510a6ea620f6cfa49a9683233b56936ba0e75560f4eaa0e2e694047a58e460", "7ce5d12bc411e93f0f2f90a5f7539150568f69e27c6c01d7ccfde4e093108a97", "66e0c2e5780313f91f51cc22bc6463b0fd654edcaa4290e4a0c5781fc8b94a1e"))	
7	8000,stump_with_memoization,(1,false,"c",["NG","Normalize"]),30,(50,100,75),false,TestOp_80	(96.46, 32.14, 66.07, 66.07, 67.86, 64.29, 65.52, 66.67, 66.67, 37, 22.396, 00750202c700e7d3e564ba944385df8568fb5738a080176e62aaf41540cf3bc1)	(88.5, 39.29, 69.64, 69.64, 89.29, 50.0, 64.1, 82.35, 74.63, 25, 16.323, d975acd6d9195cd6782eadc48cdf18e611cccf9a42f1a35ba3c6d9f0896d9ddc)	(78.32, 25.0, 62.5, 62.5, 78.57, 46.43, 59.46, 68.42, 67.69, 11, 14.886, 3afec171f5ef56cebfc4cdf8db09b1aa6fdaa233f083a0c1eab7cf076b022eec)	(95.13, 32.14, 66.07, 66.07, 67.86, 64.29, 65.52, 66.67, 66.67, 35, 20.021, 1814669442917fa9afb9c69c2dfae81e65f43e697a90f55187e1be9cd7a88ff9)	(88.05, 39.29, 69.64, 69.64, 89.29, 50.0, 64.1, 82.35, 74.63, 23, 16.328, b7337c52b8978791126dfa8b3d6d03651a04647787b9eabd63635c7a4bd320d7)	(78.32, 25.0, 62.5, 62.5, 78.57, 46.43, 59.46, 68.42, 67.69, 11, 14.89, 3afec171f5ef56cebfc4cdf8db09b1aa6fdaa233f083a0c1eab7cf076b022eec)	(99.82, 39.29, 69.64, 69.64, 81.43, 57.86, 66.15, 75.57, 72.91, 33.84, 158320.0)	(0.0, 0.83, 0.21, 0.21, 0.09, 0.73, 0.24, 0.16, 0.11, 0.02, 17720.0)	(379.087, ("ced4d6f1d9a8430194363f9a56f1d036659d2e3926adb48d767ddf8d0cab81f9", "545763221ceabb86d9210e93145dffa0a256a8447e136f630c97442c2ba83c5d", "4b83cd100de297855dc76f5e20b469658a93fa1ca0209ea6aad1978a6529ce49", "17eac9730c6128bfc04de39241a939bea5123407589d849fb03d9b55d25a4fe1", "dd2c057b5234a180feb64a0b32321b6e4728393aa9d17ddb9a835ca00fd4c540"))	
8	8000,stump_with_memoization,(1,false,"c",["NG","Normalize"]),30,(50,100,75),false,TestOp_80	(96.46, 3.57, 51.79, 51.79, 57.14, 46.43, 51.61, 52.0, 54.24, 39, 20.762, b4376bfa7f4f418f54d9b8ae4116673bdb5c167e6578f6e5f31d2562f8f3e3ed)	(88.94, 17.86, 58.93, 58.93, 60.71, 57.14, 58.62, 59.26, 59.65, 23, 18.298, 1e947cab783fb42fc7dd5c19a1a01bcfd5155013a3577bf747ad34486a4da3c2)	(88.94, 17.86, 58.93, 58.93, 60.71, 57.14, 58.62, 59.26, 59.65, 23, 18.277, 1e947cab783fb42fc7dd5c19a1a01bcfd5155013a3577bf747ad34486a4da3c2)	(94.69, 3.57, 51.79, 51.79, 64.29, 39.29, 51.43, 52.38, 57.14, 37, 18.945, c641a407c42dec74933dbe84a493b90d667d0f4d42655fb16fc508d1cf9396b3)	(88.5, 17.86, 58.93, 58.93, 64.29, 53.57, 58.06, 60.0, 61.02, 23, 18.255, 3aaf458c51636d9f737e4d50080bc9b0f61cd3ebc15108ada33911e8d823767e)	(88.5, 17.86, 58.93, 58.93, 64.29, 53.57, 58.06, 60.0, 61.02, 23, 18.292, 3aaf458c51636d9f737e4d50080bc9b0f61cd3ebc15108ada33911e8d823767e)	(99.82, 26.43, 63.21, 63.21, 54.29, 72.14, 66.44, 61.14, 59.65, 30.88, 157920.0)	(0.0, 0.61, 0.15, 0.15, 0.09, 0.47, 0.37, 0.08, 0.12, 0.01, 24920.0)	(365.064, ("97db2c45295a4065cf9c09057b39854839c8d3c6371a4dead0df3ff310e4eeab", "382ef0969d7401afc02706e0d813a626e381e4121410cb7b73dab0633ec31f05", "93d04085b5d7c4f077ef38416e88b60f586e63e5cee887c644c80784135e3486", "e1839ac2c3b13afc801a459563102c585113e4486bd6405eb722e9a53cc02937", "6f3a88692295fb5ec288ebbdb221e1a16893e0b38a2dadca5b373e4fcfa52b8b"))	
9	8000,stump_with_memoization,(1,false,"c",["NG","Normalize"]),30,(50,100,75),false,TestOp_80	(90.27, 39.29, 69.64, 69.64, 78.57, 60.71, 66.67, 73.91, 72.13, 25, 16.577, 720c3fcdd9e031e86467a96bdd58de2c1959a8ea64395c133af8cc405f197e92)	(88.5, 42.86, 71.43, 71.43, 82.14, 60.71, 67.65, 77.27, 74.19, 21, 14.68, f17ebe6388215a9c939566bad76c9e8c6f2db1ee65d0e34a82cb58b7ab86d364)	(76.55, 39.29, 69.64, 69.64, 78.57, 60.71, 66.67, 73.91, 72.13, 7, 11.332, fc918fca927fcadbc7d76b7728d7bb5e61e2a5bb284d771c63088983163fe377)	(91.59, 42.86, 71.43, 71.43, 78.57, 64.29, 68.75, 75.0, 73.33, 27, 15.394, e4da3f49aa2d73e06c6521c7e423008df34139dc545dfcf4657abe12f1f7fbb0)	(88.94, 42.86, 71.43, 71.43, 82.14, 60.71, 67.65, 77.27, 74.19, 23, 14.715, bbafdc2253570c5ff53e4ee85bce475f2f197a50d64d0d5d9eba690cef3832c7)	(76.55, 39.29, 69.64, 69.64, 78.57, 60.71, 66.67, 73.91, 72.13, 7, 11.366, fc918fca927fcadbc7d76b7728d7bb5e61e2a5bb284d771c63088983163fe377)	(99.82, 35.71, 67.86, 67.86, 68.57, 67.14, 67.57, 68.19, 68.05, 31.33, 154440.0)	(0.0, 0.51, 0.13, 0.13, 0.22, 0.09, 0.11, 0.16, 0.15, 0.01, 43880.0)	(325.299, ("c7e8b0559994f615cb0df6f310b3f4d6e2a66cf0dc3fe7c4494e2ae74d485be0", "eb68a4447362b37f0df98c996663f896502da134f7d62720bdc254d9d6bfd2c9", "8123393e3a68a21ee0e1973e413af0905f113b67bb818ae53ea95aa742f28ecf", "0358a6005b80abf7733ecd7095a30b96fb92f013a54dd24f3e98f3654be4678a", "a6c684041a9bbc616fc1be21becd94ba999a9d4b7f27a7d12d93ba24fef7c965"))	
10	8000,stump_with_memoization,(1,false,"c",["NG","Normalize"]),30,(50,100,75),false,TestOp_80	(92.48, 17.86, 58.93, 58.93, 57.14, 60.71, 59.26, 58.62, 58.18, 31, 9.635, 695d1b7ddd50fff7256de302ad8ef0829f6932bb9efd00537ad772ac859637cd)	(92.48, 17.86, 58.93, 58.93, 57.14, 60.71, 59.26, 58.62, 58.18, 31, 9.085, 695d1b7ddd50fff7256de302ad8ef0829f6932bb9efd00537ad772ac859637cd)	(84.07, 17.86, 58.93, 58.93, 57.14, 60.71, 59.26, 58.62, 58.18, 15, 8.791, 3472939377384916d68f7150df23748caa1b21da5b5edaa0cf72ade7b3a9b0dc)	(90.71, 3.57, 51.79, 51.79, 50.0, 53.57, 51.85, 51.72, 50.91, 31, 9.092, 09a3c121e26164e2db4116b4e89c9e4f4d27eb02d282fa79c1fcb26c048b11f1)	(89.38, 10.71, 55.36, 55.36, 50.0, 60.71, 56.0, 54.84, 52.83, 27, 9.101, 46259366f3fda0025e5fe38b3a83648e7c69119fb037c10d91cba126cea13bef)	(84.07, 17.86, 58.93, 58.93, 57.14, 60.71, 59.26, 58.62, 58.18, 15, 8.787, 3472939377384916d68f7150df23748caa1b21da5b5edaa0cf72ade7b3a9b0dc)	(99.65, 49.29, 74.64, 74.64, 60.71, 88.57, 84.31, 69.32, 70.5, 35.96, 160720.0)	(0.01, 0.09, 0.02, 0.02, 0.13, 0.09, 0.1, 0.03, 0.05, 0.02, 108920.0)	(325.984, ("79e6ae88f0c5784d3b64d399196b59c79efe9711c75c353db80fe430292f60cd", "1bc157ecb8f390cd61207cd2d92e0132163bb05d2fd9d2d452e489db1c820b71", "0bcf4fb5d7378e2702f3f94e57937738803289b34f18571bfeb664ea4b02fafa", "0695f6b1908dbad64b45f8cab8e2505f023e98660352e5d8a214eb9556aa2fa6", "02c2bade8d788fccbe34aac2626d5cee7f7f9f295286c669e1777a816217827d"))	
1	8000,stump_with_memoization,(2,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80	(97.67, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 13, 49.64, 9bbf513769636249fcb6be50009a1a09f75b585d9f91215a434783d88621f32d)	(97.67, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 13, 6.937, 9bbf513769636249fcb6be50009a1a09f75b585d9f91215a434783d88621f32d)	(95.35, 36.36, 68.18, 68.18, 45.45, 90.91, 83.33, 62.5, 58.82, 11, 6.624, 7429f859ee0db8d1f781c1cf56bdb34d573ecf0cdf35459a1433b269e5912ca2)	(95.35, 36.36, 68.18, 68.18, 45.45, 90.91, 83.33, 62.5, 58.82, 13, 6.878, c292354526056112d44f1e69742553b85fedba5992154dfd95877caa37dfe028)	(95.35, 36.36, 68.18, 68.18, 45.45, 90.91, 83.33, 62.5, 58.82, 13, 6.914, c292354526056112d44f1e69742553b85fedba5992154dfd95877caa37dfe028)	(95.35, 36.36, 68.18, 68.18, 45.45, 90.91, 83.33, 62.5, 58.82, 11, 6.616, 7429f859ee0db8d1f781c1cf56bdb34d573ecf0cdf35459a1433b269e5912ca2)	(98.6, 76.36, 88.18, 88.18, 85.45, 90.91, 90.56, 87.1, 87.57, 20.0, 59160.0)	(0.02, 1.9, 0.48, 0.48, 1.49, 0.41, 0.37, 1.01, 0.6, 0.05, 77480.0)	(271.321, ("950ef9f75994f1990a25da6bd5d043725ad45c4e299ae972f5952d50ebfae98f", "232849a1b5d6729a53ebd53c723e5917ec32f86bff55c716d87cef409aa04cfc", "5502d0530b747ccddccca0b5291230818420fd46addce150f1c7a35a98860fd4", "316029d09c622eb5021e15112c9a143dbcc675006ee6041d6fff56818bfe19f5", "c80d95a1f67ebf88cada75dea91047ddb5312701c6b42b6c85c9d4b55c2ecf6b"))	
2	8000,stump_with_memoization,(2,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80	(97.67, 81.82, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 11, 42.207, a9b47e9dc103981571f3435d5a522376ea807dc8ef8bb5497fe79808293d9c04)	(91.86, 81.82, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 7, 6.018, a32594c7e8f012666c48bcd1214e0d61bd661943d5b9d4b33142bcacdad3dfd0)	(91.86, 81.82, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 7, 5.931, a32594c7e8f012666c48bcd1214e0d61bd661943d5b9d4b33142bcacdad3dfd0)	(97.67, 81.82, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 11, 7.589, a9b47e9dc103981571f3435d5a522376ea807dc8ef8bb5497fe79808293d9c04)	(91.86, 81.82, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 7, 5.975, a32594c7e8f012666c48bcd1214e0d61bd661943d5b9d4b33142bcacdad3dfd0)	(91.86, 81.82, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 7, 5.986, a32594c7e8f012666c48bcd1214e0d61bd661943d5b9d4b33142bcacdad3dfd0)	(99.07, 74.55, 87.27, 87.27, 83.64, 90.91, 90.18, 84.85, 86.75, 16.54, 61360.0)	(0.01, 0.17, 0.04, 0.04, 0.17, 0.0, 0.0, 0.11, 0.05, 0.07, 23880.0)	(210.79, ("33d06e82bf0c9d8e62986718f2b7b5e7a79fdb29da46eafc08b27196a6d241fc", "1e0779055a5cc38fbd834c10955d781234d01d49231f1ba444ecbe06df2e5a33", "226ab80201cd1edd9144c995749e97fb1fb5df037e9001acd1846394068f5f10", "5d07327c185c09b58ba354c8b47433601f8a71988447e57e1f7df5fe9ed85e40", "886ea0dd3ea4ed6f1bef06b974f2a9a075223cd0048b45a2e07cecfa4c62baa3"))	
3	8000,stump_with_memoization,(2,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80	(91.86, 27.27, 63.64, 63.64, 54.55, 72.73, 66.67, 61.54, 60.0, 7, 8.695, f1d677680ffb2e5091287352a2536e3ab46ae9a4c3173f6971c4eaed9a7caa71)	(91.86, 27.27, 63.64, 63.64, 54.55, 72.73, 66.67, 61.54, 60.0, 7, 2.658, f1d677680ffb2e5091287352a2536e3ab46ae9a4c3173f6971c4eaed9a7caa71)	(80.23, 9.09, 54.55, 54.55, 54.55, 54.55, 54.55, 54.55, 54.55, 3, 0.116, 901564f69b7b79bd10b05cfe047565726bb2d45a73b514d6cf8b32e9e360823c)	(90.7, 27.27, 63.64, 63.64, 54.55, 72.73, 66.67, 61.54, 60.0, 7, 2.664, 1d1f322c66a8a3fc0928b72f249387cf5d16ee46eafd40a6eda827eb3e31aa1f)	(90.7, 27.27, 63.64, 63.64, 54.55, 72.73, 66.67, 61.54, 60.0, 7, 2.661, 1d1f322c66a8a3fc0928b72f249387cf5d16ee46eafd40a6eda827eb3e31aa1f)	(80.23, 9.09, 54.55, 54.55, 54.55, 54.55, 54.55, 54.55, 54.55, 3, 0.114, 901564f69b7b79bd10b05cfe047565726bb2d45a73b514d6cf8b32e9e360823c)	(99.3, 41.82, 70.91, 70.91, 56.36, 85.45, 79.29, 66.29, 65.85, 19.77, 56600.0)	(0.0, 1.49, 0.37, 0.37, 0.58, 0.25, 0.58, 0.25, 0.61, 0.06, 29800.0)	(247.421, ("329e2a91bff136ad4c8f9f8b3138a0e4e48163ba1e1da47c1254b6b452ecd23b", "e9d7c65d1b61ad78f6dd85eed5e73fd9d19bfefec53999f4d8bb15225fe327b2", "16f8b05c7bbc12d79302b0bf125c1f0e4a51caa92f2515f1e02082086ee622d7", "ac3ce7301216114712eb01cc7ff77103d324989a8594dc1b6926d754f5b947a4", "efcdcc9edb5635e90b829c556e93fc9321a1d2b1b0266d3596ad7c883882d0de"))	
4	8000,stump_with_memoization,(2,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80	(96.51, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 13, 18.2, edc137a1c7d4453039433505d1a379d85ddfe23825ce9ec4dd1a3cf0c246fa3e)	(87.21, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 5, 3.438, 1d9c5b8ad73d001660362a178d29021745f7719f2406875edf0f8cb5c129b360)	(87.21, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 5, 3.355, 1d9c5b8ad73d001660362a178d29021745f7719f2406875edf0f8cb5c129b360)	(94.19, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 11, 6.54, ff79f543b936bf93c2ff8a1a7fe2b34f665401209e23e9a6204043cfbfd47c3d)	(87.21, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 5, 3.326, 1d9c5b8ad73d001660362a178d29021745f7719f2406875edf0f8cb5c129b360)	(87.21, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 5, 3.311, 1d9c5b8ad73d001660362a178d29021745f7719f2406875edf0f8cb5c129b360)	(99.3, 69.09, 84.55, 84.55, 78.18, 90.91, 89.56, 80.77, 83.43, 16.74, 60760.0)	(0.0, 0.25, 0.06, 0.06, 0.25, 0.0, 0.0, 0.12, 0.1, 0.02, 50280.0)	(190.486, ("58ca4dec32cce4a08db96da6f7c1e19b85a363812f69f2ff3889c1b3694bae87", "9d27103fb27ff5c8ab15700091e382a0453c1783e10e2d19365ae53e9c8e9c56", "07999c5e131ed21a8dcb475b82c5551c123b1721686a3a4eaa7bec3e7c28f4df", "78e2020733a917b30030e4339d60ea56abeb6d804ebcca47c2862620e28d140e", "4bdd13bea0f180e7d64b22b0ec1f76a9e5474abd796407a2391aa7f4c40668fb"))	
5	8000,stump_with_memoization,(2,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80	(96.51, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 11, 21.897, c6022bc341d1c3b3838a55430e8d10957a44db781ed38337c4f2a60f7a064056)	(93.02, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 9, 6.371, 3786685a904bc0611b4bb663d66ac18d51c76f6b72265995466218a2d87761ef)	(83.72, 81.82, 90.91, 90.91, 100.0, 81.82, 84.62, 100.0, 91.67, 5, 2.899, 039e92bd78707a72f437e3c20f1e2333f5efdc6bea917e02f48426abbf4b69d1)	(95.35, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 11, 7.062, bb4c1a8ba874a8b3e0b88e51dd4a41dafcf4c7069662a92d3545fad4b3d31f24)	(93.02, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 9, 6.378, 3786685a904bc0611b4bb663d66ac18d51c76f6b72265995466218a2d87761ef)	(83.72, 81.82, 90.91, 90.91, 100.0, 81.82, 84.62, 100.0, 91.67, 5, 2.9, 039e92bd78707a72f437e3c20f1e2333f5efdc6bea917e02f48426abbf4b69d1)	(100.0, 78.18, 89.09, 89.09, 87.27, 90.91, 90.52, 88.18, 88.74, 23.26, 62040.0)	(0.0, 0.66, 0.17, 0.17, 0.66, 0.0, 0.01, 0.54, 0.2, 0.09, 40680.0)	(188.735, ("e359e534a0f57ce09e6edc3794fb5ad2e252e1bb5e59a33029660d08c4730390", "3f39d7ef72f6a10f7b8b73b698ff3d46819c3793b549630aa538f4fe1ae06f73", "de4c33f1b5b4a9a4cabc19cf025040d16959159cc91d4f5d862d4285eff1926a", "e771627fc996fb819c9cc13cdb9a3dca470c5b5bb2370902a49397c221f0d40b", "0bc05a99dcad0946c4b13040b56d7a096214ef42229de419728c1a32a34f868a"))	
