Dataseed	Params-combination	T(entropy,2,0.01,0.4)	T(entropy,2,0.01,0.5)	T(entropy,2,0.01,0.6)	T(entropy,4,0.01,0.4)	T(entropy,4,0.01,0.5)	T(entropy,4,0.01,0.6)	RF(0.7,50,half,all)	RF(0.7,50,half,all)σ²	RF(0.7,50,half,all)t	
7	8000,stump_with_memoization,(3,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80	(91.86, 36.36, 68.18, 68.18, 72.73, 63.64, 66.67, 70.0, 69.57, 7, 3.541, 60c6816f4de27e1cc8820d6b6993fa4d7dad6c4b56324ddedda5e33c331ebb11)	(91.86, 36.36, 68.18, 68.18, 72.73, 63.64, 66.67, 70.0, 69.57, 7, 3.453, 60c6816f4de27e1cc8820d6b6993fa4d7dad6c4b56324ddedda5e33c331ebb11)	(86.05, 36.36, 68.18, 68.18, 72.73, 63.64, 66.67, 70.0, 69.57, 5, 0.215, 5e6c1467ef472a138b2fccf8314f8014e9b87356b27dabe9494af90e1b86378f)	(91.86, 36.36, 68.18, 68.18, 72.73, 63.64, 66.67, 70.0, 69.57, 7, 4.149, 60c6816f4de27e1cc8820d6b6993fa4d7dad6c4b56324ddedda5e33c331ebb11)	(91.86, 36.36, 68.18, 68.18, 72.73, 63.64, 66.67, 70.0, 69.57, 7, 3.492, 60c6816f4de27e1cc8820d6b6993fa4d7dad6c4b56324ddedda5e33c331ebb11)	(86.05, 36.36, 68.18, 68.18, 72.73, 63.64, 66.67, 70.0, 69.57, 5, 0.219, 5e6c1467ef472a138b2fccf8314f8014e9b87356b27dabe9494af90e1b86378f)	(99.77, 70.91, 85.45, 85.45, 89.09, 81.82, 83.03, 88.36, 85.93, 16.86, 56960.0)	(0.0, 0.17, 0.04, 0.04, 0.17, 0.0, 0.0, 0.13, 0.05, 0.03, 53880.0)	(174.937, ("10215cc850aee81bd5ba3657249794088ddea8eb2e2dc76a55abd6bffb611b9f", "76995b332b0223d8c3f8b079bb0744b2504a7d7894610a9218ba472680201f8f", "f7a3f14b89f8798d0da1fa4734812d6a4d56974492cf037671354ecfacd9290b", "a7ee4b19b3287465897bddc74739a98ba9c538477daccfcc20abb76335a671e7", "48200a48e1e20cbece2f138a8e9dbfa63c01e1464d28b8d967addf36037ac224"))	
8	8000,stump_with_memoization,(3,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80	(90.7, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 9, 4.153, c453c26f2b56c8b9c382190571259e6f248e64a01173b73a3e1384f7de1ec2fe)	(90.7, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 9, 3.926, c453c26f2b56c8b9c382190571259e6f248e64a01173b73a3e1384f7de1ec2fe)	(90.7, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 9, 3.652, c453c26f2b56c8b9c382190571259e6f248e64a01173b73a3e1384f7de1ec2fe)	(90.7, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 9, 3.987, c453c26f2b56c8b9c382190571259e6f248e64a01173b73a3e1384f7de1ec2fe)	(90.7, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 9, 3.925, c453c26f2b56c8b9c382190571259e6f248e64a01173b73a3e1384f7de1ec2fe)	(90.7, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 9, 3.675, c453c26f2b56c8b9c382190571259e6f248e64a01173b73a3e1384f7de1ec2fe)	(99.77, 92.73, 96.36, 96.36, 92.73, 100.0, 100.0, 93.59, 96.1, 23.72, 65760.0)	(0.0, 0.58, 0.14, 0.14, 0.58, 0.0, 0.0, 0.43, 0.17, 0.04, 35680.0)	(166.445, ("edff60464417b6692b4c1e6095f6e0e747ab4f8106c924a6d5058baf198f69e3", "043a0bb2eedec2d6b8d178a97fdf1b31446301513bacdd828d4f6084a9cf46cb", "dd43bd5841376cd749f1ebeb8f0f099d97392474e26e81be47de80f6f72a70bd", "ad04ba990d173399e6f9951f1cf9406034a33213c4f2e732ca331d48044856e5", "31d50decb613718531d2e3e13e47e36e90ba97e938909906908a31dbd38bc835"))	
9	8000,stump_with_memoization,(3,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80	(95.35, 9.09, 54.55, 54.55, 9.09, 100.0, 100.0, 52.38, 16.67, 13, 6.092, e8aa0471f4ee024e44016e8d5256680afc1250b992533007f08bd7a10419e8f2)	(89.53, 72.73, 86.36, 86.36, 81.82, 90.91, 90.0, 83.33, 85.71, 7, 3.228, 9bbd4b39a3c23dcfb5e565f9feef376ff90f575a4931540561599d4c0ac6adc8)	(80.23, 54.55, 77.27, 77.27, 81.82, 72.73, 75.0, 80.0, 78.26, 5, 0.227, ec2ee4f38fb4db0b8b07cc55d0403c6b50ea8f03a392db6b5c5645bece098d17)	(95.35, 9.09, 54.55, 54.55, 9.09, 100.0, 100.0, 52.38, 16.67, 11, 5.886, fc86ebfdc0ee9158e6a636bb614eb6bc031eb2c29b4fb2edbe9e3dad5e4745f4)	(89.53, 72.73, 86.36, 86.36, 81.82, 90.91, 90.0, 83.33, 85.71, 7, 3.162, 9bbd4b39a3c23dcfb5e565f9feef376ff90f575a4931540561599d4c0ac6adc8)	(80.23, 54.55, 77.27, 77.27, 81.82, 72.73, 75.0, 80.0, 78.26, 5, 0.228, ec2ee4f38fb4db0b8b07cc55d0403c6b50ea8f03a392db6b5c5645bece098d17)	(99.3, 67.27, 83.64, 83.64, 67.27, 100.0, 100.0, 75.43, 80.35, 16.98, 62240.0)	(0.0, 0.25, 0.06, 0.06, 0.25, 0.0, 0.0, 0.08, 0.12, 0.04, 19080.0)	(171.17, ("4066f243f1325dc10d375d681e137addc990fdedd4397a73df913c86e8156396", "d0cbda4aef9b5ff98e1a7b2ea9525cfb61e7780ea25b089688c21941e3bb76ec", "b9cb4f319108b0b3123d20cd0a9ebd6fc92df05d72e2095c228b9029da9ee356", "fdf74de4653563537f78cdf7719d906bb6455dbc39d64599569769688fcc95e6", "13eb46dfdc1687a0885dbeaba92927aec1ebf0d17904a42c94fa915a3f909a46"))	
10	8000,stump_with_memoization,(3,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80	(94.19, 36.36, 68.18, 68.18, 72.73, 63.64, 66.67, 70.0, 69.57, 11, 7.07, 277dd3f08501a57488b90ea08010d6bd79d7ec108da317068913fa705f47fe66)	(94.19, 36.36, 68.18, 68.18, 72.73, 63.64, 66.67, 70.0, 69.57, 11, 5.999, 277dd3f08501a57488b90ea08010d6bd79d7ec108da317068913fa705f47fe66)	(81.4, 27.27, 63.64, 63.64, 90.91, 36.36, 58.82, 80.0, 71.43, 5, 0.219, c5a348999fcb322fbee1bb2c6d4447be2d73e3e8d7aba48eab4645a2ab6787be)	(91.86, 36.36, 68.18, 68.18, 72.73, 63.64, 66.67, 70.0, 69.57, 11, 5.63, f734563ffebfd1819e104f2809a8e48fee110d13b65292ed27c4bd1020935ac5)	(91.86, 36.36, 68.18, 68.18, 72.73, 63.64, 66.67, 70.0, 69.57, 11, 5.561, f734563ffebfd1819e104f2809a8e48fee110d13b65292ed27c4bd1020935ac5)	(81.4, 27.27, 63.64, 63.64, 90.91, 36.36, 58.82, 80.0, 71.43, 5, 0.218, c5a348999fcb322fbee1bb2c6d4447be2d73e3e8d7aba48eab4645a2ab6787be)	(99.3, 56.36, 78.18, 78.18, 69.09, 87.27, 84.7, 74.17, 75.84, 20.23, 59240.0)	(0.01, 0.58, 0.14, 0.14, 0.66, 0.25, 0.22, 0.26, 0.24, 0.01, 26680.0)	(144.761, ("1097991f7f4a23c2b17336aa2a45ebce7bc73e6b92b934280d061a1acc5520b3", "7f560d87d2fa7dbe3530588d41bfeef082df0a436207f511798fb541d1a93c8a", "c174242fcf979d347bb482653a1d9cb57ed7f4547293bad8b31ff8d3014fe818", "363545b3434a742f1fd22db0448a5e92b840ed7949a67122e6425b646053a36a", "0f9b52038dc0cdaff55a9960398e41656733707ec1d1d022797f72d666b26c70"))	
1	8000,stump_with_memoization,(1,false,"c",["NG","Normalize"]),50,(50,100,75),false,TestOp_80	(94.69, 10.71, 55.36, 55.36, 53.57, 57.14, 55.56, 55.17, 54.55, 35, 86.943, 2d84d48399626e7f45b07fe02d7244fd28b8985e58a45739cb8c4152995777a9)	(91.59, 17.86, 58.93, 58.93, 57.14, 60.71, 59.26, 58.62, 58.18, 25, 33.279, e4ce3d08db4228538fd2ec6a7318b2660ee860a02cdbb1a7b721dcb019f17bfd)	(85.4, 17.86, 58.93, 58.93, 50.0, 67.86, 60.87, 57.58, 54.9, 17, 30.888, 57fa527e3ae45f621c9964bf3500444044de6df8dc245b707a6f1bde7e7610ed)	(94.69, 17.86, 58.93, 58.93, 60.71, 57.14, 58.62, 59.26, 59.65, 35, 34.396, 6f35584e0b6218d99ea946fd58fc540cce48f488b085e764dcf460fe9ca53c33)	(91.59, 17.86, 58.93, 58.93, 57.14, 60.71, 59.26, 58.62, 58.18, 25, 33.944, e4ce3d08db4228538fd2ec6a7318b2660ee860a02cdbb1a7b721dcb019f17bfd)	(85.4, 17.86, 58.93, 58.93, 50.0, 67.86, 60.87, 57.58, 54.9, 17, 31.23, 57fa527e3ae45f621c9964bf3500444044de6df8dc245b707a6f1bde7e7610ed)	(99.56, 55.71, 77.86, 77.86, 77.14, 78.57, 78.5, 77.42, 77.75, 35.04, 147400.0)	(0.0, 0.93, 0.23, 0.23, 0.17, 0.51, 0.39, 0.15, 0.21, 0.03, 26000.0)	(666.935, ("34d73a75d56778b68fa2ffa8249db85d41fbe1043e659d5ea0733c5d7e5e5508", "9faca579e210e762b908bad93b74e1115c421946e0bfc0a0337e5fe10a7a29d2", "2e300b438b844fd4a3b8a8ddd3b431681968d675e7a3b4840da0c6882bd4869b", "3a54f671aaf3a8a188844f8f7358b74548cd4db6648d3814a0bff3847f995c49", "f5336753016f261cf4327cecd0368c46f8945fcb60186d655d7a3340caa0163a"))	
2	8000,stump_with_memoization,(1,false,"c",["NG","Normalize"]),50,(50,100,75),false,TestOp_80	(97.79, -3.57, 48.21, 48.21, 57.14, 39.29, 48.48, 47.83, 52.46, 41, 43.855, 617b31729705783df0daf7ced1728250c59a56899c4806806edb6dffbfaa2764)	(97.79, -3.57, 48.21, 48.21, 57.14, 39.29, 48.48, 47.83, 52.46, 41, 26.935, 617b31729705783df0daf7ced1728250c59a56899c4806806edb6dffbfaa2764)	(75.66, 14.29, 57.14, 57.14, 67.86, 46.43, 55.88, 59.09, 61.29, 7, 13.165, 1bbf1b85334b62c17d5a54dcca80f03806c16b3deb70e7b9f419ac0decd94b33)	(96.9, 0.0, 50.0, 50.0, 57.14, 42.86, 50.0, 50.0, 53.33, 39, 26.829, 955d0ccd000a776c655c37f0264953693f54f33880f854d572b93517944967e2)	(96.9, 0.0, 50.0, 50.0, 57.14, 42.86, 50.0, 50.0, 53.33, 39, 26.89, 955d0ccd000a776c655c37f0264953693f54f33880f854d572b93517944967e2)	(75.66, 14.29, 57.14, 57.14, 67.86, 46.43, 55.88, 59.09, 61.29, 7, 13.326, 1bbf1b85334b62c17d5a54dcca80f03806c16b3deb70e7b9f419ac0decd94b33)	(99.82, 40.71, 70.36, 70.36, 71.43, 69.29, 69.93, 70.88, 70.64, 34.37, 148480.0)	(0.0, 1.12, 0.28, 0.28, 0.38, 0.29, 0.24, 0.35, 0.28, 0.04, 8120.0)	(622.811, ("d3454454a32524c21af2bad976167d15d9f9199a42e5746e3e72f4e23b8e20c9", "97accb17d73a8b001e8130f5dceeb17bf42de435c70016ac4eadd8f8467c834e", "43eb697e1fd62e1a198e6513c769d6d613d27000aa668ccd6afccdedd6a58f15", "29d138c2cf8ed4e4bf5746a37701a815d3d9f3e3e1405d5cac2c87575ea7978f", "a4c20ad3549133358264b2741719e22e744e9c2526eb4b0a6b8cfd2cd4f13804"))	
3	8000,stump_with_memoization,(1,false,"c",["NG","Normalize"]),50,(50,100,75),false,TestOp_80	(97.35, 25.0, 62.5, 62.5, 67.86, 57.14, 61.29, 64.0, 64.41, 37, 32.088, b54ead61af7401bdc22b81a21f4f4c408bb00a3a7895d5600918a8ba316ca38a)	(94.25, 21.43, 60.71, 60.71, 64.29, 57.14, 60.0, 61.54, 62.07, 27, 22.331, e9631b0daa4ba6f41526f774297e7aeb80118c8e83da8421fc4f1f49de4d2267)	(84.96, 25.0, 62.5, 62.5, 71.43, 53.57, 60.61, 65.22, 65.57, 17, 21.294, 5c8c6655cce5aac2375449d9afd1f57209c9341fe70b2cd9414875bd4a35c939)	(95.58, 25.0, 62.5, 62.5, 67.86, 57.14, 61.29, 64.0, 64.41, 31, 22.411, 2bd6bf7758304471999f9c386286082485c45b113be5149d91f1b884d22dfa9b)	(94.25, 21.43, 60.71, 60.71, 64.29, 57.14, 60.0, 61.54, 62.07, 27, 21.935, e9631b0daa4ba6f41526f774297e7aeb80118c8e83da8421fc4f1f49de4d2267)	(84.96, 25.0, 62.5, 62.5, 71.43, 53.57, 60.61, 65.22, 65.57, 17, 21.368, 5c8c6655cce5aac2375449d9afd1f57209c9341fe70b2cd9414875bd4a35c939)	(99.65, 33.57, 66.79, 66.79, 52.14, 81.43, 74.29, 62.91, 61.14, 32.77, 145520.0)	(0.0, 0.42, 0.11, 0.11, 0.04, 0.47, 0.46, 0.04, 0.06, 0.1, 34720.0)	(649.647, ("10496b04c7af2287120836b5a1c8dbec2bb9ad566ac4550314d708d201a2c6b4", "b669e74f1740682de2ada6dc2776fb82e04ebda2d6f8b3d246c0462ffb9c0b64", "fef593997f8019d263fd858aeb82cc41ec3b7a000c495c26065d3b2d5e70e696", "8f062d22d30d184b59ddf4595e4db953e70d3f7f1b79df48b4b0561a66fe821c", "c9fea270b456c0ef68c634b17793dc89fdd698a662ee0cbac758511f6f423c99"))	
4	8000,stump_with_memoization,(1,false,"c",["NG","Normalize"]),50,(50,100,75),false,TestOp_80	(94.25, 46.43, 73.21, 73.21, 71.43, 75.0, 74.07, 72.41, 72.73, 29, 23.211, 7d4a3dca0ce3307e7213a22f79b6f75190bfa59df99e7d3c22eb2672e2063c50)	(94.25, 46.43, 73.21, 73.21, 71.43, 75.0, 74.07, 72.41, 72.73, 27, 16.886, e46b9e520481517beaa8350713316faeafbad3e97637923bd6abeabd6906e610)	(85.4, 39.29, 69.64, 69.64, 67.86, 71.43, 70.37, 68.97, 69.09, 17, 14.886, ea01551b71abf7e73ee72645dd6b211c10b20e853bd296bb9044039b26340c3a)	(93.36, 42.86, 71.43, 71.43, 67.86, 75.0, 73.08, 70.0, 70.37, 27, 16.856, c07fe275cdc758c032d61905d76dec4fe4d6ef80013045cfb06141acbe50bda9)	(93.36, 42.86, 71.43, 71.43, 67.86, 75.0, 73.08, 70.0, 70.37, 27, 16.665, c07fe275cdc758c032d61905d76dec4fe4d6ef80013045cfb06141acbe50bda9)	(85.4, 39.29, 69.64, 69.64, 67.86, 71.43, 70.37, 68.97, 69.09, 17, 14.648, ea01551b71abf7e73ee72645dd6b211c10b20e853bd296bb9044039b26340c3a)	(99.82, 57.14, 78.57, 78.57, 80.0, 77.14, 77.8, 79.43, 78.87, 33.21, 147480.0)	(0.0, 0.32, 0.08, 0.08, 0.1, 0.1, 0.09, 0.09, 0.08, 0.05, 100320.0)	(650.872, ("66e2ae16dcbb1abb1786780a0f1f74afd6db797ca768deabfa86653fc277db46", "bdb7b71e1b2b48a0c5eac02674a30a4a7c5c3f992e639306df918b56f214810d", "6bfeb01a9e2a1752483ce74e248ddf84666bf530c6cda35eb8c12c91e20bd714", "b2e891fe0c99da4ea7c24ee8966d6a96c6abac900f9ae7db5213cf76f906b6cf", "2114e51d850ba82c7349c4bb2fee21b20145a8f2522eda2153ec1c757ee76772"))	
5	8000,stump_with_memoization,(1,false,"c",["NG","Normalize"]),50,(50,100,75),false,TestOp_80	(98.23, 25.0, 62.5, 62.5, 64.29, 60.71, 62.07, 62.96, 63.16, 37, 31.327, 8a1f4862632b16c6d7641777536470f8bd513a5cc756296a15daabcb769b7e7a)	(92.04, 25.0, 62.5, 62.5, 67.86, 57.14, 61.29, 64.0, 64.41, 25, 26.278, 139bd244c75b1a952816e83386aec7a7f5f52623bafb638885eae050d3300771)	(80.09, 25.0, 62.5, 62.5, 67.86, 57.14, 61.29, 64.0, 64.41, 11, 22.969, b8474da2d7c69a987a86c4e4a27c06123c65844eef78f9744f369240eff6393a)	(96.9, 21.43, 60.71, 60.71, 60.71, 60.71, 60.71, 60.71, 60.71, 35, 27.584, d83cd2b6c0003ef9fc0e77f8765230ed854c84dd40668aa3fcde596919c62b11)	(92.04, 25.0, 62.5, 62.5, 67.86, 57.14, 61.29, 64.0, 64.41, 25, 26.664, 139bd244c75b1a952816e83386aec7a7f5f52623bafb638885eae050d3300771)	(80.09, 25.0, 62.5, 62.5, 67.86, 57.14, 61.29, 64.0, 64.41, 11, 23.26, b8474da2d7c69a987a86c4e4a27c06123c65844eef78f9744f369240eff6393a)	(99.82, 45.0, 72.5, 72.5, 68.57, 76.43, 74.46, 70.96, 71.32, 35.52, 150000.0)	(0.0, 0.48, 0.12, 0.12, 0.28, 0.17, 0.14, 0.14, 0.16, 0.05, 88000.0)	(634.709, ("f2916180554891d077ceca69ae5ce779f5a9736f8d7ddadcba846e84072ffc0f", "5f48c6b3d81b44b1d431612bed5e2dca50455d2ca4c55f63531d3c56c4c7a82b", "d852dd23a8f0093d302e3b65bdd5836ba35b8031fa2c0e19c93f1f7d0a633efe", "ce8e091a4b9870abe622eae7a4b3621c855275d191fc06985713babcb013e8fb", "a4d659c4694f08eb3ce714f00125a6dc8c2f16c21813ba8551ad370b31ee5e24"))	
6	8000,stump_with_memoization,(1,false,"c",["NG","Normalize"]),50,(50,100,75),false,TestOp_80	(94.25, 14.29, 57.14, 57.14, 57.14, 57.14, 57.14, 57.14, 57.14, 31, 24.756, fac477d319a009aec202353b799eefff62a0c3266290a3de4582e8939dde622e)	(86.73, 21.43, 60.71, 60.71, 57.14, 64.29, 61.54, 60.0, 59.26, 15, 20.408, cbafde659e5769e57ab4377cb08a74210dad8895eb5c162f2088081a96637821)	(77.88, 25.0, 62.5, 62.5, 71.43, 53.57, 60.61, 65.22, 65.57, 7, 16.521, b94d49d499764b6e3d77668e1980bdcb4d3646f4b3e25152fadf645265f8fb72)	(94.25, 14.29, 57.14, 57.14, 57.14, 57.14, 57.14, 57.14, 57.14, 27, 23.48, 067d667ee86e6804107ccfc98ee299046f651c05a699244b0f192bc8bac776ac)	(86.73, 21.43, 60.71, 60.71, 57.14, 64.29, 61.54, 60.0, 59.26, 15, 21.174, cbafde659e5769e57ab4377cb08a74210dad8895eb5c162f2088081a96637821)	(77.88, 25.0, 62.5, 62.5, 71.43, 53.57, 60.61, 65.22, 65.57, 7, 16.409, b94d49d499764b6e3d77668e1980bdcb4d3646f4b3e25152fadf645265f8fb72)	(99.91, 36.43, 68.21, 68.21, 69.29, 67.14, 67.82, 68.87, 68.42, 28.41, 143560.0)	(0.0, 0.6, 0.15, 0.15, 0.55, 0.22, 0.11, 0.23, 0.24, 0.02, 78080.0)	(658.349, ("e570cb76fc715e05ca4a77f6ea631bffb04aa8310af6fc17d072f3fbeea8e3c0", "1c1d1301587ef1e25aa2472c27c9f56a1bc6e5e005aa6c3d76913a03f8afdaed", "b00e609de0d9a902c5c69f807436ecba7d767500ec357ae9aacbe8a641786a0b", "7323092bf475944268bed32b3051d5c00900289e06b0f3a378934b09e141e8c8", "546a7c2fc2c35ce0e4b0e1ab66676c70c3b7c1df88c8d590e3a279af19812a69"))	
7	8000,stump_with_memoization,(1,false,"c",["NG","Normalize"]),50,(50,100,75),false,TestOp_80	(94.69, 17.86, 58.93, 58.93, 67.86, 50.0, 57.58, 60.87, 62.3, 29, 30.853, 191a4ae02bd593646c52b0efc35c785deaf1e83b508fdd78509ec9ad73029de8)	(91.15, 10.71, 55.36, 55.36, 60.71, 50.0, 54.84, 56.0, 57.63, 23, 26.819, 3ea3ba231fdbb5e854674787d4c4184d3adc9162623a08f7ac637cb5eb2b8e34)	(79.2, 0.0, 50.0, 50.0, 67.86, 32.14, 50.0, 50.0, 57.58, 9, 21.891, 0593681433b0cf728e03d3ff287dedc207b03cf66a8116084177a9c0ea8e1991)	(93.36, 14.29, 57.14, 57.14, 60.71, 53.57, 56.67, 57.69, 58.62, 29, 27.916, fa5610d4ee2a0a0402360c109661b4b49ed681c98ad90b6bf572311b954d6332)	(90.71, 10.71, 55.36, 55.36, 57.14, 53.57, 55.17, 55.56, 56.14, 23, 26.814, 05518b1ffe4c2664dad70dc6a7fc014f9e21ce22fa94ad921ec707c91ef53cb7)	(79.2, 0.0, 50.0, 50.0, 67.86, 32.14, 50.0, 50.0, 57.58, 9, 21.767, 0593681433b0cf728e03d3ff287dedc207b03cf66a8116084177a9c0ea8e1991)	(99.82, 39.29, 69.64, 69.64, 77.86, 61.43, 66.94, 73.52, 71.95, 33.72, 145720.0)	(0.0, 0.26, 0.06, 0.06, 0.09, 0.22, 0.06, 0.08, 0.04, 0.02, 6920.0)	(683.865, ("9b9617ce7894c794e20be9116cffd047379e3568c6ec2cf18326e02e2d773048", "bc69cfac4eb003189d03f92fbbe8ae82c91ebdfef6fc44abd920a74ab1fe5d38", "34ec4a81ca52f4af87d06cbcbb89401b01a85d76d68ed341af745cd0f7654c32", "cea7881e494c6e18e1d991e5bd5cbda5c88bbd29027d016968996b117b07883d", "7c347935f35f4db5e00199d7dfc933d783110de365a203922e0c9c74757ab93d"))	
8	8000,stump_with_memoization,(1,false,"c",["NG","Normalize"]),50,(50,100,75),false,TestOp_80	(96.46, 7.14, 53.57, 53.57, 53.57, 53.57, 53.57, 53.57, 53.57, 39, 22.379, 6d0d0b0a65052869a63e384c27840b6decfed213cbfdda5f113380d5c3d7b0b1)	(85.4, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 17, 18.127, 00d26057c679f9987d947243ec56a9e5f1f3bf14322a88686a8f0d34e93c1aba)	(81.86, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 13, 17.054, c1831e773b864357ceb3c76e86c39200eb8ee99fbbb94a2f72e03f8d399c7a02)	(93.36, 14.29, 57.14, 57.14, 50.0, 64.29, 58.33, 56.25, 53.85, 37, 19.353, 7e5aa80dead1db6d6089a3a7f8c0669be175d7102af6ccc9ef494de7f4d943a9)	(84.51, -3.57, 48.21, 48.21, 46.43, 50.0, 48.15, 48.28, 47.27, 17, 17.908, 04c1213e96f58086ce905ba0d78eb29b99e9d867c3e709b7df93aabe944f0fb3)	(81.86, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 13, 17.095, c1831e773b864357ceb3c76e86c39200eb8ee99fbbb94a2f72e03f8d399c7a02)	(99.82, 25.71, 62.86, 62.86, 51.43, 74.29, 66.74, 60.55, 57.96, 30.53, 146440.0)	(0.0, 0.22, 0.05, 0.05, 0.29, 0.15, 0.09, 0.06, 0.13, 0.08, 22280.0)	(676.859, ("bda7d550cb9c953371206e136e8a668a935c8cf708e795749ad10bba45194130", "435e13e83c0db9430df4ad8c6483997e058cfbd4a932a83a6f0b004dacab6aeb", "086860ebdf946a07d5518a8241939425ca657e4543b46b9b42309ba18f1ebdd8", "409478cfda019999ba438c25454423339c8125c8792cd82dd8a47db0539eb9ab", "d3f2772cd92de1ade79a24a562967b1a6a1163c25ae803ac7f6873fe304b2b8a"))	
9	8000,stump_with_memoization,(1,false,"c",["NG","Normalize"]),50,(50,100,75),false,TestOp_80	(93.81, 21.43, 60.71, 60.71, 60.71, 60.71, 60.71, 60.71, 60.71, 27, 31.423, b5c3fc1668ed5da2061427f793ec4c8fa2e987777e62203bbfb8bde0eb8ede1c)	(92.48, 25.0, 62.5, 62.5, 60.71, 64.29, 62.96, 62.07, 61.82, 23, 29.559, 384f8478729324a83cc27a4ac1a78cea36d2de63fc19e4b2adfe100529115c56)	(92.48, 25.0, 62.5, 62.5, 60.71, 64.29, 62.96, 62.07, 61.82, 23, 29.559, 384f8478729324a83cc27a4ac1a78cea36d2de63fc19e4b2adfe100529115c56)	(92.92, 21.43, 60.71, 60.71, 60.71, 60.71, 60.71, 60.71, 60.71, 25, 29.788, 0cf0255dc3f7684c80223baa396bfa2685e72cc5f89f88ed221875ed08a385be)	(92.48, 25.0, 62.5, 62.5, 60.71, 64.29, 62.96, 62.07, 61.82, 23, 29.494, 384f8478729324a83cc27a4ac1a78cea36d2de63fc19e4b2adfe100529115c56)	(92.48, 25.0, 62.5, 62.5, 60.71, 64.29, 62.96, 62.07, 61.82, 23, 29.521, 384f8478729324a83cc27a4ac1a78cea36d2de63fc19e4b2adfe100529115c56)	(99.82, 29.29, 64.64, 64.64, 67.14, 62.14, 63.96, 65.48, 65.48, 30.8, 142080.0)	(0.0, 0.47, 0.12, 0.12, 0.22, 0.17, 0.11, 0.15, 0.13, 0.03, 19120.0)	(598.107, ("29665fdc960b61c22612c12b047e10b4813fa90f43fc77e1d7ed269d5978a4c6", "0b53c189a5f48b3ae7814331b2280f3dc75f88da9fee2b1b402227aeb69ea268", "2bd9ca5d4716c9b381bdfb90ba49239903f64571ab376871a469ba645bbfe685", "e224d42d31102bc6acbe28a3a01c9804c28c00fbd1a8433a1c68b77f27fffdd2", "3f633802c091585ebc3078833bed4f0f2262ccd98eaa0798bb9df3e8247e5923"))	
10	8000,stump_with_memoization,(1,false,"c",["NG","Normalize"]),50,(50,100,75),false,TestOp_80	(96.9, 32.14, 66.07, 66.07, 67.86, 64.29, 65.52, 66.67, 66.67, 31, 13.846, ec95cf812a3372fc7040fe9d13807d8b72539804be2ab4fd5ec082cf4979958b)	(96.02, 32.14, 66.07, 66.07, 67.86, 64.29, 65.52, 66.67, 66.67, 29, 13.039, 91b984ddf06ee97350af96a1b22e7f725cdafb9dfbbcc56cd29af7a3923d17c1)	(92.04, 25.0, 62.5, 62.5, 67.86, 57.14, 61.29, 64.0, 64.41, 25, 12.737, fc1fdc999e9dc8503b360761d494ef66178f81eabb21267a0bfdde4159d160c4)	(95.13, 28.57, 64.29, 64.29, 64.29, 64.29, 64.29, 64.29, 64.29, 31, 13.069, f28eda7d209c5013f58b4e820c2c596603b819683b8c60a9e07d6e01b893008d)	(95.13, 32.14, 66.07, 66.07, 67.86, 64.29, 65.52, 66.67, 66.67, 29, 13.089, 550e8da03c5412e78f2fd0c40961e9d4021941ff369d50a8edb2042814037faf)	(92.04, 25.0, 62.5, 62.5, 67.86, 57.14, 61.29, 64.0, 64.41, 25, 12.808, fc1fdc999e9dc8503b360761d494ef66178f81eabb21267a0bfdde4159d160c4)	(100.0, 56.43, 78.21, 78.21, 68.57, 87.86, 85.12, 73.73, 75.85, 36.76, 150400.0)	(0.0, 0.28, 0.07, 0.07, 0.22, 0.17, 0.16, 0.07, 0.11, 0.03, 133000.0)	(582.182, ("d5a582e04f1584830732cff49a40dac784809cef14e509dfb0873791c2322ed9", "58abcf94c9c878760505c0c2a0bf77650f74b048826c80b7ec7b5f554b9405b1", "0bf9b42ac435fc77f07e526f688578c08233d415d992877b7a3a99b6bd8471bc", "b94ae92c70d2ce29b26d5078f40bc93c8244e08b2815fad2b8a54c4e5ab383c2", "6628f58e1813740c42ed9390bed8fb6873ebeb389d9e5742870bcbca5b2b31ed"))	
