Dataseed	Params-combination	T(entropy,2,0.01,0.4)	T(entropy,2,0.01,0.5)	T(entropy,2,0.01,0.6)	T(entropy,4,0.01,0.4)	T(entropy,4,0.01,0.5)	T(entropy,4,0.01,0.6)	RF(0.7,50,half,all)	RF(0.7,50,half,all)σ²	RF(0.7,50,half,all)t	
10	mel,8000,stump_with_memoization,(3,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA	(94.19, 36.36, 68.18, 68.18, 72.73, 63.64, 66.67, 70.0, 69.57, 11, 7.706, 277dd3f08501a57488b90ea08010d6bd79d7ec108da317068913fa705f47fe66)	(94.19, 36.36, 68.18, 68.18, 72.73, 63.64, 66.67, 70.0, 69.57, 11, 5.549, 277dd3f08501a57488b90ea08010d6bd79d7ec108da317068913fa705f47fe66)	(81.4, 27.27, 63.64, 63.64, 90.91, 36.36, 58.82, 80.0, 71.43, 5, 0.22, c5a348999fcb322fbee1bb2c6d4447be2d73e3e8d7aba48eab4645a2ab6787be)	(91.86, 36.36, 68.18, 68.18, 72.73, 63.64, 66.67, 70.0, 69.57, 11, 5.623, f734563ffebfd1819e104f2809a8e48fee110d13b65292ed27c4bd1020935ac5)	(91.86, 36.36, 68.18, 68.18, 72.73, 63.64, 66.67, 70.0, 69.57, 11, 5.528, f734563ffebfd1819e104f2809a8e48fee110d13b65292ed27c4bd1020935ac5)	(81.4, 27.27, 63.64, 63.64, 90.91, 36.36, 58.82, 80.0, 71.43, 5, 0.22, c5a348999fcb322fbee1bb2c6d4447be2d73e3e8d7aba48eab4645a2ab6787be)	(99.3, 56.36, 78.18, 78.18, 69.09, 87.27, 84.7, 74.17, 75.84, 20.28, 59240.0)	(0.01, 0.58, 0.14, 0.14, 0.66, 0.25, 0.22, 0.26, 0.24, 0.01, 26680.0)	(132.898, ("1097991f7f4a23c2b17336aa2a45ebce7bc73e6b92b934280d061a1acc5520b3", "7f560d87d2fa7dbe3530588d41bfeef082df0a436207f511798fb541d1a93c8a", "c174242fcf979d347bb482653a1d9cb57ed7f4547293bad8b31ff8d3014fe818", "363545b3434a742f1fd22db0448a5e92b840ed7949a67122e6425b646053a36a", "443ab0d46e99a6a468686db7f4f6c6ade15af17895e908d5a630df45ced6a99f"))	
1	htkmel,8000,stump_with_memoization,(3,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA	(94.19, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 11, 49.764, 03cd12d6bb522454553f8022ca57e1d32ea21e114dc3de2d990d0e54b61da296)	(94.19, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 11, 3.562, 03cd12d6bb522454553f8022ca57e1d32ea21e114dc3de2d990d0e54b61da296)	(79.07, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 5, 0.227, 9f8d4d9f8d81d78875be0429fcb871db2791f562821c2f9b52bb2718d3f1169f)	(93.02, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 11, 3.628, ad09996da064e0996cf6bd268a858339dad7d1ce9481b18d838f0daf252c93f3)	(93.02, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 11, 3.282, ad09996da064e0996cf6bd268a858339dad7d1ce9481b18d838f0daf252c93f3)	(79.07, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 5, 0.192, 9f8d4d9f8d81d78875be0429fcb871db2791f562821c2f9b52bb2718d3f1169f)	(99.77, 76.36, 88.18, 88.18, 78.18, 98.18, 98.0, 81.94, 86.83, 19.53, 64040.0)	(0.0, 0.25, 0.06, 0.06, 0.25, 0.17, 0.2, 0.1, 0.09, 0.17, 31480.0)	(309.789, ("218591be6c2cbe9e7e3d483ab15208fd6fcb848b377d740923c64bdd15030b09", "102521ed3d9b9e35ebda65c44ea37add3dfeaccc5645f25038720914e7875092", "77ca5251d3a13fdbc0c614ece992bf89a4bd3b172c90c2d96097ecad1eded789", "429e6f55b5ee6f830be94f5f2998f81ef77c5164d01ffd68fb48d477bcb0e941", "cfc5ef5af9f30d18a1d8ff6c3c25936885a0a1a7ae8a73dadb88ec9c3a0ef544"))	
2	htkmel,8000,stump_with_memoization,(3,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA	(90.7, 54.55, 77.27, 77.27, 90.91, 63.64, 71.43, 87.5, 80.0, 7, 31.415, b3a76ad181d5394d8bf19ead217681c3beb74949009ded75b5bcc91c4bbd2068)	(90.7, 54.55, 77.27, 77.27, 90.91, 63.64, 71.43, 87.5, 80.0, 7, 3.461, b3a76ad181d5394d8bf19ead217681c3beb74949009ded75b5bcc91c4bbd2068)	(83.72, 54.55, 77.27, 77.27, 90.91, 63.64, 71.43, 87.5, 80.0, 5, 0.205, 7ff6100ca5138fe9b08b07ea569faeab6aceae4bddb58afaa5afd506fece1bff)	(90.7, 54.55, 77.27, 77.27, 90.91, 63.64, 71.43, 87.5, 80.0, 7, 3.225, b3a76ad181d5394d8bf19ead217681c3beb74949009ded75b5bcc91c4bbd2068)	(90.7, 54.55, 77.27, 77.27, 90.91, 63.64, 71.43, 87.5, 80.0, 7, 3.171, b3a76ad181d5394d8bf19ead217681c3beb74949009ded75b5bcc91c4bbd2068)	(83.72, 54.55, 77.27, 77.27, 90.91, 63.64, 71.43, 87.5, 80.0, 5, 0.216, 7ff6100ca5138fe9b08b07ea569faeab6aceae4bddb58afaa5afd506fece1bff)	(98.6, 65.45, 82.73, 82.73, 85.45, 80.0, 81.06, 84.73, 83.16, 16.74, 59480.0)	(0.02, 0.58, 0.14, 0.14, 0.25, 0.17, 0.12, 0.24, 0.14, 0.02, 8120.0)	(169.803, ("c1c3d7f015cceb55df648e7bf4f49ba588054dc97cee9b71b0f4be427946901f", "11c3e6a036cdf2dec1393923e90942379a7551181da8c7b0276d03ef004f632b", "d06f911933a11e832cd74da90b03eadd6fea9a66212fc7a2f408174c4f3704f5", "cfa8bbffbb6b6c8aec386f64770e0feaa8dac6cf0f7e1e6754e1ecacf2ba39b0", "ba58412308a67bd06daf33b2d8cea96225cabc235f5f3968889315dba8ca902c"))	
3	htkmel,8000,stump_with_memoization,(3,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA	(93.02, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 15, 16.339, 974ff478390b1ff75c0f290fc403b9a75e02d45aa4df4566da2f4ae09d09aae5)	(89.53, 45.45, 72.73, 72.73, 63.64, 81.82, 77.78, 69.23, 70.0, 11, 5.361, bc899563e0f752594cbaf8066d8ec76e4583fcf53e900ff1061a0b6af1248204)	(86.05, 27.27, 63.64, 63.64, 45.45, 81.82, 71.43, 60.0, 55.56, 7, 4.418, 247aea896d80cfda93914eeae3765f4d6920c00c70d16486e1e87c313fcd0297)	(93.02, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 11, 5.285, 5433760f4cfff29ab95720ab6117603a861a7457486ce7421a42136e38f6d316)	(89.53, 45.45, 72.73, 72.73, 63.64, 81.82, 77.78, 69.23, 70.0, 9, 4.751, 3e06f16f242a28e80d10d3b9cfcc96141c48818ffde184df0c07c0e1be2efcd0)	(86.05, 27.27, 63.64, 63.64, 45.45, 81.82, 71.43, 60.0, 55.56, 7, 4.46, 247aea896d80cfda93914eeae3765f4d6920c00c70d16486e1e87c313fcd0297)	(99.77, 60.0, 80.0, 80.0, 69.09, 90.91, 88.33, 74.73, 77.47, 22.79, 63960.0)	(0.0, 0.25, 0.06, 0.06, 0.25, 0.0, 0.01, 0.09, 0.12, 0.11, 22880.0)	(207.231, ("72ab7999d79fbaf7eb426c6742cfc22dd91060a19d977245b72bc80c12c21c32", "b2ec5df86666cb2e4ae9d237adc25b19c1cdc6d2a38364dba555571f0b86b220", "5d16c0b1f0fa709789e4ee6ff06e437aa3ea6faf34b33160a55487f1a9d64994", "04d20bf6ab117aeac0b1174cc034757c3ad0ff9dbe39f6c573b7720241b05ce6", "88ef31f2bee415176dd7214d145b744138d5b03818102123f91c49f7c72d52e2"))	
4	htkmel,8000,stump_with_memoization,(3,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA	(94.19, 45.45, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 13, 2.116, c19dc43e36be87889095c16d72431d90d871fdc70fe4aab5d445a84924bba9b8)	(89.53, 45.45, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 9, 0.237, d1198c9836e7f22bd959d91ded4af3cadecfa9cb89391e078e66638d75d8d7ff)	(89.53, 45.45, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 9, 0.236, d1198c9836e7f22bd959d91ded4af3cadecfa9cb89391e078e66638d75d8d7ff)	(94.19, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 11, 0.945, 85472f55131743a291cc1edb60ca01893bc257a80adbcddbc01c1a4fe5bcce99)	(89.53, 45.45, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 9, 0.238, d1198c9836e7f22bd959d91ded4af3cadecfa9cb89391e078e66638d75d8d7ff)	(89.53, 45.45, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 9, 0.193, d1198c9836e7f22bd959d91ded4af3cadecfa9cb89391e078e66638d75d8d7ff)	(99.53, 69.09, 84.55, 84.55, 70.91, 98.18, 97.78, 77.19, 82.08, 17.91, 62960.0)	(0.0, 0.25, 0.06, 0.06, 0.17, 0.17, 0.25, 0.05, 0.09, 0.04, 11480.0)	(143.008, ("c0f7a840492e0c2d30b172b5783f23846a9588dc53e4df3b7f80a3c91a5cced4", "12be76206dcd33ee1395e18a7e60cc682e58d39dde0b0121fe5453eefcb534c3", "ac910e51e9d47571dbce9b7c4a894e641d03e8f5e4d94843919cb700e7110ace", "6da3d04729ada55fb9824d9ed5048045084f35c68bc4161b4aa3a9bd845a5930", "c0cecbdc362128a94b9789cec12f2cba378eed0ce791a26b0feb695291d1e84e"))	
5	htkmel,8000,stump_with_memoization,(3,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA	(95.35, 90.91, 95.45, 95.45, 90.91, 100.0, 100.0, 91.67, 95.24, 15, 5.874, 79be3bbb289090727ce34f22c752ae4e07d8f1b3352198ac2558a075a55a256d)	(93.02, 90.91, 95.45, 95.45, 90.91, 100.0, 100.0, 91.67, 95.24, 11, 3.793, 069c3f1da282fe6009b1cf951d75165f4119c1998b178c46483a9dabf115e808)	(80.23, 63.64, 81.82, 81.82, 90.91, 72.73, 76.92, 88.89, 83.33, 5, 0.198, 44f4d3bf833baead70ac27cb73b9a9fb3db7520df7e420b1d40ff6f8485518b4)	(95.35, 90.91, 95.45, 95.45, 90.91, 100.0, 100.0, 91.67, 95.24, 13, 3.412, 19010c741ba9fe96c90850b684c5677c6165bc5aeba267ef0739d53d816a4700)	(93.02, 90.91, 95.45, 95.45, 90.91, 100.0, 100.0, 91.67, 95.24, 11, 3.189, 069c3f1da282fe6009b1cf951d75165f4119c1998b178c46483a9dabf115e808)	(80.23, 63.64, 81.82, 81.82, 90.91, 72.73, 76.92, 88.89, 83.33, 5, 0.198, 44f4d3bf833baead70ac27cb73b9a9fb3db7520df7e420b1d40ff6f8485518b4)	(99.77, 69.09, 84.55, 84.55, 81.82, 87.27, 86.63, 83.23, 83.95, 21.63, 62440.0)	(0.0, 1.07, 0.27, 0.27, 0.83, 0.25, 0.22, 0.53, 0.34, 0.12, 14880.0)	(152.017, ("2684bc028b2a2f95d1ec0fa431e01dbadcdadb3a30287a2cb16b05482d2ada2e", "c82d1bc0875b8ff06b1ae78f071d8c1038e5b097a83e75cfbc32de64e7a863da", "9c6b9a74caf61a81feac6fe1125a6c8acb279cc4ad02147bc757b313f00c1677", "5236b429ba22fcd587bd6e34eceb69022b0b695bc5a25a90c14efb6fe0f9128a", "85d05a995ed74cb64f9fde340c5a523f3079843fb68e760ebb0510e4e1cb60cf"))	
6	htkmel,8000,stump_with_memoization,(3,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA	(98.84, 81.82, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 15, 8.01, d81c69394d0ce836ba7cf5576782d0c66d0fe37d9ddcfea2dd123fac06bcb9b7)	(94.19, 81.82, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 11, 4.174, 0210f76f8825ec26071f0f7a05a6ddc2d3e4f73b6e7e749b69a0b2e371680198)	(83.72, 72.73, 86.36, 86.36, 100.0, 72.73, 78.57, 100.0, 88.0, 5, 0.603, 04130bd77018cc64dbf78f275f41592e1fc6eba7790d122c8cc084391eff9b6e)	(95.35, 72.73, 86.36, 86.36, 100.0, 72.73, 78.57, 100.0, 88.0, 13, 4.488, 814bbe54a83a30eb6e3eaaac5ac26bb0637aaf8faca1063bcdf4b1134effc697)	(93.02, 90.91, 95.45, 95.45, 100.0, 90.91, 91.67, 100.0, 95.65, 11, 4.608, 4fdaac12ee8ef4a5aeb879510b35949db96f330c462ae52e3537743c5d9cfba2)	(83.72, 72.73, 86.36, 86.36, 100.0, 72.73, 78.57, 100.0, 88.0, 5, 0.183, 04130bd77018cc64dbf78f275f41592e1fc6eba7790d122c8cc084391eff9b6e)	(100.0, 89.09, 94.55, 94.55, 89.09, 100.0, 100.0, 90.26, 94.19, 20.93, 61280.0)	(0.0, 0.17, 0.04, 0.04, 0.17, 0.0, 0.0, 0.1, 0.05, 0.05, 4520.0)	(176.893, ("62eafd6e30cd8b36346de28a0e9434c2212fd6f0f1f17a62355c6a20ce170d4d", "0d4e440442b6764f2301d0988ac72c7c7359e784cbb6358576486faf95dec4cd", "d0ad503669527f16c4dbba9349d6dd5538c1ffb32de55a1e6773a4a4b96e6b8f", "ac18e70314c7196bb6d3c1079838fc9ae16ef4fe72363f54c4c87ef3ee3d571d", "df709f75ea9529ac8c3b629dcdfd6e117e8452a3530888ba6f6eabcd4ae52964"))	
7	htkmel,8000,stump_with_memoization,(3,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA	(91.86, 45.45, 72.73, 72.73, 81.82, 63.64, 69.23, 77.78, 75.0, 7, 3.004, 3ffba8eaac544d62fe2e8290774b843226894ebf7dad3de1e2a9314ff82a8e93)	(91.86, 45.45, 72.73, 72.73, 81.82, 63.64, 69.23, 77.78, 75.0, 7, 3.243, 3ffba8eaac544d62fe2e8290774b843226894ebf7dad3de1e2a9314ff82a8e93)	(86.05, 45.45, 72.73, 72.73, 81.82, 63.64, 69.23, 77.78, 75.0, 5, 0.191, 0a4d8a5cbd589cf9fef7f63f0d54a2c37689637c66bf633654aeed06187e847b)	(91.86, 45.45, 72.73, 72.73, 81.82, 63.64, 69.23, 77.78, 75.0, 7, 2.989, 3ffba8eaac544d62fe2e8290774b843226894ebf7dad3de1e2a9314ff82a8e93)	(91.86, 45.45, 72.73, 72.73, 81.82, 63.64, 69.23, 77.78, 75.0, 7, 3.633, 3ffba8eaac544d62fe2e8290774b843226894ebf7dad3de1e2a9314ff82a8e93)	(86.05, 45.45, 72.73, 72.73, 81.82, 63.64, 69.23, 77.78, 75.0, 5, 0.191, 0a4d8a5cbd589cf9fef7f63f0d54a2c37689637c66bf633654aeed06187e847b)	(99.77, 72.73, 86.36, 86.36, 90.91, 81.82, 83.33, 90.0, 86.96, 17.67, 55520.0)	(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 20720.0)	(142.819, ("913143ee16aa5cca03d1ab1cce54c2624d90c1ab643efe09f0dfedf0f793cd16", "08de67bd1369dc3050b37b0c2e407e104eff181169500605ba19028b7e6a961c", "ba73bea7d304901eaf96926f6e472a7cfea2711f8822dc97f49e6d718ccf84af", "ab4ce314a684e162eed06360ffe74195399151b7b25154d058f2ef2ed8bdcd7c", "6341093b2c156a98fade60d1f27ad83e147a12dba1f4640f484a43c8c65226eb"))	
8	htkmel,8000,stump_with_memoization,(3,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA	(97.67, 72.73, 86.36, 86.36, 72.73, 100.0, 100.0, 78.57, 84.21, 15, 6.354, df35d773db7afef84df31a96967af6bbb600eb3ea41b5b204f715ac6aec2e02b)	(90.7, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 9, 4.75, afffe76ab98b63ff11b614f695a200cb86b12d8b59f1c2d8bdaae2bdf09fbb9b)	(90.7, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 9, 5.613, afffe76ab98b63ff11b614f695a200cb86b12d8b59f1c2d8bdaae2bdf09fbb9b)	(95.35, 72.73, 86.36, 86.36, 72.73, 100.0, 100.0, 78.57, 84.21, 13, 6.578, 5414f4b137386371abb8b4258e03b54e49da33e9151f0acadd470ad5a5dbb14d)	(90.7, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 9, 5.315, afffe76ab98b63ff11b614f695a200cb86b12d8b59f1c2d8bdaae2bdf09fbb9b)	(90.7, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 9, 5.193, afffe76ab98b63ff11b614f695a200cb86b12d8b59f1c2d8bdaae2bdf09fbb9b)	(100.0, 90.91, 95.45, 95.45, 90.91, 100.0, 100.0, 91.92, 95.14, 20.28, 64760.0)	(0.0, 0.41, 0.1, 0.1, 0.41, 0.0, 0.0, 0.3, 0.13, 0.04, 880.0)	(157.054, ("729e26e82391a92fd5d1e2db834441bf898dd278b1a022647296dc4cab96037e", "88eba17170e4bfdebfe8de7933346f81a6a4737a278a65863ca72d6bce49e58d", "bebf1b4e7a27c5c95a86227de22adff78f4f207c1d6b9a78d1d05b7e062d20f4", "5e952ce54dc71ed8e036d1aaca9846fa02d2d48e7af8cf2d583b2395697fffc7", "2bdedbb0f834472a948a67dee1db7d46cafa9479394c746a3dfaa7ecdc8848da"))	
9	htkmel,8000,stump_with_memoization,(3,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA	(98.84, 72.73, 86.36, 86.36, 72.73, 100.0, 100.0, 78.57, 84.21, 11, 6.871, d927418954a296425efd3073e18f5d2434b4270147b82f95f0d18f6cc249d301)	(93.02, 63.64, 81.82, 81.82, 63.64, 100.0, 100.0, 73.33, 77.78, 7, 6.369, 040c8cabc2984b1829662eb783706e882c4cd3b3df07f9182e1a27a7d1eb8d4e)	(88.37, 63.64, 81.82, 81.82, 63.64, 100.0, 100.0, 73.33, 77.78, 5, 5.152, 254851597776e05387812cd8af8ce2850665a9ecc37548f96e08634fe32c6da3)	(98.84, 72.73, 86.36, 86.36, 72.73, 100.0, 100.0, 78.57, 84.21, 11, 6.672, d927418954a296425efd3073e18f5d2434b4270147b82f95f0d18f6cc249d301)	(93.02, 63.64, 81.82, 81.82, 63.64, 100.0, 100.0, 73.33, 77.78, 7, 5.856, 040c8cabc2984b1829662eb783706e882c4cd3b3df07f9182e1a27a7d1eb8d4e)	(88.37, 63.64, 81.82, 81.82, 63.64, 100.0, 100.0, 73.33, 77.78, 5, 5.144, 254851597776e05387812cd8af8ce2850665a9ecc37548f96e08634fe32c6da3)	(99.3, 63.64, 81.82, 81.82, 63.64, 100.0, 100.0, 73.33, 77.78, 18.14, 59280.0)	(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 29520.0)	(166.534, ("234054e58787ec2e3a2f4b17d9b219cacc0c42bb5f32d7ad0f4301ea8201a709", "f4b224ac0f7c98b6e282ae6a8a10ecbd67c6d76d0dabba2048143a348241f05c", "1a86e7295bef6171ace2e7684dae7ac93414eedb18851124550bbba03ca2f1d6", "fda74ddeb46502f28562bd97b1a43f6946ea2db0eab227ad8f78927d933e5e43", "b66abcf69e7d5f3a1e2526366ac07e1cca89288653d5e8e1c84c6c55245d8400"))	
10	htkmel,8000,stump_with_memoization,(3,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA	(93.02, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 11, 6.195, 027ee347aeb9be94cb3f5c232dedd5992fc632753cb3afac7578d4640a04fa5c)	(93.02, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 9, 4.911, e536355a6dde59318c53684ebbb2304b1ec978c2cf08c4252ddde735557796c3)	(81.4, 27.27, 63.64, 63.64, 90.91, 36.36, 58.82, 80.0, 71.43, 5, 0.217, eebc7857d5f58f1fd3ab90af824d115a51f33d99c4206def6ba9f7e103d942ac)	(93.02, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 9, 5.089, e536355a6dde59318c53684ebbb2304b1ec978c2cf08c4252ddde735557796c3)	(93.02, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 9, 4.695, e536355a6dde59318c53684ebbb2304b1ec978c2cf08c4252ddde735557796c3)	(81.4, 27.27, 63.64, 63.64, 90.91, 36.36, 58.82, 80.0, 71.43, 5, 0.217, eebc7857d5f58f1fd3ab90af824d115a51f33d99c4206def6ba9f7e103d942ac)	(99.77, 74.55, 87.27, 87.27, 83.64, 90.91, 90.14, 85.08, 86.65, 18.6, 58720.0)	(0.0, 0.58, 0.14, 0.14, 0.58, 0.0, 0.01, 0.35, 0.21, 0.01, 44120.0)	(144.528, ("4df00791dd080d355e01090320a2b320a498ac61e3ca24a4036001684990ee94", "e4be3c56fdd0e9f988a1220c010e805fc5d31e1e8492f557a7d41f5692d65dcf", "64b309d864118efe73f3fa756ec2e25158e3ce106803c59c8a320e75752cc127", "07117d5fbe87771422405459580728bce14f58b287e2d902d628ef83f251ea44", "cf7ca6a84d18afd2e6d9304e5e6947b42f97fe2871aac11eaf10e10d8592bd3c"))	
1	fcmel,8000,stump_with_memoization,(3,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA	(94.19, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 11, 45.658, a96fe7be992c38d96ced11cbe914fec2a39735ff350599f6556613408f8fdd0e)	(94.19, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 11, 3.276, a96fe7be992c38d96ced11cbe914fec2a39735ff350599f6556613408f8fdd0e)	(79.07, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 5, 0.207, 41c864d6b46552c928d62ebce1a0ec6d09d9244d2170123270424a411be0d5a6)	(93.02, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 11, 3.332, 28cbb7628674df477acce53409bb68dd775b752d6d47e88bab1d8b591606c8a0)	(93.02, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 11, 3.026, 28cbb7628674df477acce53409bb68dd775b752d6d47e88bab1d8b591606c8a0)	(79.07, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 5, 0.176, 41c864d6b46552c928d62ebce1a0ec6d09d9244d2170123270424a411be0d5a6)	(99.77, 76.36, 88.18, 88.18, 78.18, 98.18, 98.0, 81.94, 86.83, 19.53, 64120.0)	(0.0, 0.25, 0.06, 0.06, 0.25, 0.17, 0.2, 0.1, 0.09, 0.17, 34120.0)	(301.436, ("42531d2336c4342c6690b8bdd341a22f23943fd170cb19eef6f9ed8792c2f8df", "1fbd881762e3be5bcfbbea00a27b1e069b2cbfc24d6b3c49c42a94945b28b70e", "bb0640735df0ade8a2c15b996fcee4c1c1c92080571d37d4799c1d5c546b9dd5", "f6252b022215bf74d0497659c2c3fd5617e9f8890cecf26d5c196c6c78ef459b", "19079d237d7788206523037a8ba7952079a36708f593e6f0a2c98a67c4517496"))	
2	fcmel,8000,stump_with_memoization,(3,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA	(90.7, 54.55, 77.27, 77.27, 90.91, 63.64, 71.43, 87.5, 80.0, 7, 29.247, 740df58cafa01c06cbaac0f7dcdc856d0f9d87e2d72cf6267f806954a2d88812)	(90.7, 54.55, 77.27, 77.27, 90.91, 63.64, 71.43, 87.5, 80.0, 7, 3.23, 740df58cafa01c06cbaac0f7dcdc856d0f9d87e2d72cf6267f806954a2d88812)	(83.72, 54.55, 77.27, 77.27, 90.91, 63.64, 71.43, 87.5, 80.0, 5, 0.194, 88e1b2b640d111122993570cbd6e41b066d36df342470f67eba9a154c28d4048)	(90.7, 54.55, 77.27, 77.27, 90.91, 63.64, 71.43, 87.5, 80.0, 7, 2.997, 740df58cafa01c06cbaac0f7dcdc856d0f9d87e2d72cf6267f806954a2d88812)	(90.7, 54.55, 77.27, 77.27, 90.91, 63.64, 71.43, 87.5, 80.0, 7, 2.956, 740df58cafa01c06cbaac0f7dcdc856d0f9d87e2d72cf6267f806954a2d88812)	(83.72, 54.55, 77.27, 77.27, 90.91, 63.64, 71.43, 87.5, 80.0, 5, 0.197, 88e1b2b640d111122993570cbd6e41b066d36df342470f67eba9a154c28d4048)	(98.6, 65.45, 82.73, 82.73, 85.45, 80.0, 81.06, 84.73, 83.16, 16.74, 59440.0)	(0.02, 0.58, 0.14, 0.14, 0.25, 0.17, 0.12, 0.24, 0.14, 0.02, 9280.0)	(155.409, ("76af48746d98164c20ec99a164756c2acec87e351abac68503195d0e728db316", "4a182e3f944428bf18c1d883637eb6716d0b23d232489391cf5eca827c0d687a", "ba9ad4571fd62358c21952fd10a94cc8065ad803c21af2e2113e1e723cdb7267", "2a46c960d43494853e40fd866454134bc986a689da96e020cfdac06b6c51c8d7", "c0f4b0b927e6233e0f1db6f22217801ac7359015198c72438d2bcb169146a2e2"))	
3	fcmel,8000,stump_with_memoization,(3,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA	(93.02, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 15, 15.229, 1bebb03e9eda23f7c36a1958c46b423aa304a58ff98c09516acc11bac7839668)	(89.53, 45.45, 72.73, 72.73, 63.64, 81.82, 77.78, 69.23, 70.0, 11, 4.963, b2de487a338ba30c99aa90a3d8e419f87882cd19bd55119dee8f47091a808737)	(86.05, 27.27, 63.64, 63.64, 45.45, 81.82, 71.43, 60.0, 55.56, 7, 4.09, 26ed42f843a44b73c3723b2a278dafa1ef98f917ec961a27abdf0d989484b0f6)	(93.02, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 11, 4.913, 4c9fabaf1aca94a7bf42d85303a12823b5bce822712a76e1c8af1cb145908a90)	(89.53, 45.45, 72.73, 72.73, 63.64, 81.82, 77.78, 69.23, 70.0, 9, 4.423, 38a173f33b664b5872327776171fdc340dfe3041cea71f86fbed1a82cad9d7ba)	(86.05, 27.27, 63.64, 63.64, 45.45, 81.82, 71.43, 60.0, 55.56, 7, 4.125, 26ed42f843a44b73c3723b2a278dafa1ef98f917ec961a27abdf0d989484b0f6)	(99.77, 60.0, 80.0, 80.0, 69.09, 90.91, 88.33, 74.73, 77.47, 22.15, 64160.0)	(0.0, 0.25, 0.06, 0.06, 0.25, 0.0, 0.01, 0.09, 0.12, 0.13, 19480.0)	(203.359, ("9e9a69972496d4bb6b689c7174d1c24da17d64833484cd191e76dfb1e9e7f178", "26005fb7be3fc49c28f59254f397b0b27c68ae9ba0b9d52a7489fad93da824d9", "b11c1deaaeb39eb4b9c9985abf4209967dcebf98e7bc6c2d7b66837d3dea6b12", "4cbd6bca1864f8cff622b1c606c0a63232e33f0a64b3cacacd2cf86263c5c6b9", "c45000dbf7d60b64ddb70fe7ae4a8b56b26eaa66167428fd7ec8672737137f6e"))	
