Dataseed	use_training_form	test_operators	dataset_name	flatten_ontology	n_chunks	T(entropy,2,0.01,0.2)K	T(entropy,2,0.01,0.2)accuracy	T(entropy,2,0.01,0.2)safe_macro_sensitivity	T(entropy,2,0.01,0.2)safe_macro_specificity	T(entropy,2,0.01,0.2)safe_macro_PPV	T(entropy,2,0.01,0.2)safe_macro_NPV	T(entropy,2,0.01,0.2)safe_macro_F1	T(entropy,2,0.01,0.2)n_nodes	T(entropy,2,0.01,0.2)best_rule_p (t = 0.8, min_confidence = 0.6, min_support = 0.1)	T(entropy,2,0.01,0.2)best_rule_p (t = 0.65, min_confidence = 0.6, min_support = 0.1)	T(entropy,2,0.01,0.2)t	T(entropy,2,0.01,0.2)hash	T(entropy,2,0.01,0.6)K	T(entropy,2,0.01,0.6)accuracy	T(entropy,2,0.01,0.6)safe_macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_specificity	T(entropy,2,0.01,0.6)safe_macro_PPV	T(entropy,2,0.01,0.6)safe_macro_NPV	T(entropy,2,0.01,0.6)safe_macro_F1	T(entropy,2,0.01,0.6)n_nodes	T(entropy,2,0.01,0.6)best_rule_p (t = 0.8, min_confidence = 0.6, min_support = 0.1)	T(entropy,2,0.01,0.6)best_rule_p (t = 0.65, min_confidence = 0.6, min_support = 0.1)	T(entropy,2,0.01,0.6)t	T(entropy,2,0.01,0.6)hash	T(entropy,4,0.01,0.2)K	T(entropy,4,0.01,0.2)accuracy	T(entropy,4,0.01,0.2)safe_macro_sensitivity	T(entropy,4,0.01,0.2)safe_macro_specificity	T(entropy,4,0.01,0.2)safe_macro_PPV	T(entropy,4,0.01,0.2)safe_macro_NPV	T(entropy,4,0.01,0.2)safe_macro_F1	T(entropy,4,0.01,0.2)n_nodes	T(entropy,4,0.01,0.2)best_rule_p (t = 0.8, min_confidence = 0.6, min_support = 0.1)	T(entropy,4,0.01,0.2)best_rule_p (t = 0.65, min_confidence = 0.6, min_support = 0.1)	T(entropy,4,0.01,0.2)t	T(entropy,4,0.01,0.2)hash	T(entropy,4,0.01,0.6)K	T(entropy,4,0.01,0.6)accuracy	T(entropy,4,0.01,0.6)safe_macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_specificity	T(entropy,4,0.01,0.6)safe_macro_PPV	T(entropy,4,0.01,0.6)safe_macro_NPV	T(entropy,4,0.01,0.6)safe_macro_F1	T(entropy,4,0.01,0.6)n_nodes	T(entropy,4,0.01,0.6)best_rule_p (t = 0.8, min_confidence = 0.6, min_support = 0.1)	T(entropy,4,0.01,0.6)best_rule_p (t = 0.65, min_confidence = 0.6, min_support = 0.1)	T(entropy,4,0.01,0.6)t	T(entropy,4,0.01,0.6)hash	
3	stump_with_memoization	TestOp_80	NATOPS	(false,"interval")	missing	91.67	93.06	93.06	98.61	93.14	98.62	93.05	29	0.8333333333333334	0.7083333333333334	160.653	b013bcca0242783c253dc5ca6f967a79e5cc9ec8775c59d09a6561a2a06e44de	78.33	81.94	81.94	96.39	81.72	96.47	81.27	11	0.8333333333333334	0.7083333333333334	32.019	2d6f7a31e82970b1815446ab61c4fa333a76c65d3c6d2ba8b7e4707f0c88e661	88.33	90.28	90.28	98.06	90.37	98.06	90.27	25	0.8333333333333334	0.7083333333333334	38.394	40d77885940cda8ff8224c8670e70e40f4242321af33b21279b712c88e6fbc30	78.33	81.94	81.94	96.39	81.72	96.47	81.27	11	0.8333333333333334	0.7083333333333334	31.867	2d6f7a31e82970b1815446ab61c4fa333a76c65d3c6d2ba8b7e4707f0c88e661	
4	stump_with_memoization	TestOp_80	NATOPS	(false,"interval")	missing	90.0	91.67	91.67	98.33	93.06	98.4	91.51	27	0.8333333333333334	0.7083333333333334	44.857	b9e290da880cf01ffca246cc570f97314c32dd0979cda7c75b2bdf769ffc9191	86.67	88.89	88.89	97.78	91.67	97.93	88.33	15	0.8333333333333334	0.7083333333333334	31.957	3790d9e0c4638951ed4d411322eece44b4755f1fe77f687d954ddc9ed74e2b17	86.67	88.89	88.89	97.78	91.67	97.93	88.33	27	0.8333333333333334	0.7083333333333334	37.266	cda824f25a2c398a5237f9f3befd86b79d89cb197e124f9333c6f5da9899fe25	86.67	88.89	88.89	97.78	91.67	97.93	88.33	15	0.8333333333333334	0.7083333333333334	31.796	3790d9e0c4638951ed4d411322eece44b4755f1fe77f687d954ddc9ed74e2b17	
5	stump_with_memoization	TestOp_80	NATOPS	(false,"interval")	missing	90.0	91.67	91.67	98.33	92.09	98.35	91.65	25	0.8305555555555556	0.7034722222222223	33.872	1803a8db3f47be4640f3271135db32d0b0942ac2d763fff0f9cc7761bc8dee7c	90.0	91.67	91.67	98.33	92.09	98.35	91.65	15	0.8305555555555556	0.7034722222222223	27.874	26de94b46948c846c634e5083e1e67c309dee18f55449f3bf64f8362e5792d09	88.33	90.28	90.28	98.06	90.83	98.08	90.24	25	0.8305555555555556	0.7034722222222223	32.442	d944cc3b2adccf86a12d513a58abb7c04c4cbfe56dd5c80bc703b2c739931dd1	90.0	91.67	91.67	98.33	92.09	98.35	91.65	15	0.8305555555555556	0.7034722222222223	27.974	26de94b46948c846c634e5083e1e67c309dee18f55449f3bf64f8362e5792d09	
6	stump_with_memoization	TestOp_80	NATOPS	(false,"interval")	missing	86.67	88.89	88.89	97.78	89.79	97.82	88.81	27	0.8333333333333334	0.7083333333333334	46.637	48f3614e06f4b96148dd1f156103c347dcc9a33aa45b55831bd8a9ddfe215a04	85.0	87.5	87.5	97.5	88.59	97.58	87.18	15	0.8333333333333334	0.7083333333333334	31.435	3baef5746853c89ce6184e2c6020dc34bfe7e590f4048712892915aed68d93e8	86.67	88.89	88.89	97.78	90.37	97.86	88.71	25	0.8333333333333334	0.7083333333333334	36.434	04eefc4e76d8911ca11f16061d0eb184c8e27f8898f3aecbbdd7f14d2ff2a06b	85.0	87.5	87.5	97.5	88.59	97.58	87.18	15	0.8333333333333334	0.7083333333333334	31.208	3baef5746853c89ce6184e2c6020dc34bfe7e590f4048712892915aed68d93e8	
7	stump_with_memoization	TestOp_80	NATOPS	(false,"interval")	missing	81.67	84.72	84.72	96.94	86.36	97.09	83.86	25	0.8305555555555556	0.7034722222222223	34.044	b2d2dfb90f1b6bf2da5702fff76e2a099a1a5a0aca8344665a1d76459cd9005b	81.67	84.72	84.72	96.94	86.18	97.04	84.45	15	0.8305555555555556	0.7034722222222223	29.962	2010d0c1e4c4547afbf93261e1a480fbc139f3587cefb4b2d0a3de5c8ee7f3eb	80.0	83.33	83.33	96.67	85.19	96.86	82.04	23	0.8305555555555556	0.7034722222222223	33.971	50594f00d2549b6b6c807f79027366ae31ac72f2e83a973789fa8ee4ab74a51e	81.67	84.72	84.72	96.94	86.18	97.04	84.45	15	0.8305555555555556	0.7034722222222223	30.337	2010d0c1e4c4547afbf93261e1a480fbc139f3587cefb4b2d0a3de5c8ee7f3eb	
8	stump_with_memoization	TestOp_80	NATOPS	(false,"interval")	missing	90.0	91.67	91.67	98.33	91.77	98.34	91.66	27	0.8305555555555556	0.7034722222222223	37.175	97dc5250602b980038317f37ae70c036d667a4fa6513af3c64df7c1423673f01	85.0	87.5	87.5	97.5	87.87	97.55	87.24	15	0.8222222222222223	0.6888888888888889	31.469	f262c02050e208c06065d569529c8d4049a0c04b54243bb7b3156d09d7ab00aa	90.0	91.67	91.67	98.33	91.77	98.34	91.66	25	0.8305555555555556	0.7034722222222223	36.159	f1d39e7d167f9e0996f1733b1ca35976d12ae8047f93506c56b127659b2a1555	85.0	87.5	87.5	97.5	87.87	97.55	87.24	15	0.8222222222222223	0.6888888888888889	31.514	f262c02050e208c06065d569529c8d4049a0c04b54243bb7b3156d09d7ab00aa	
9	stump_with_memoization	TestOp_80	NATOPS	(false,"interval")	missing	81.67	84.72	84.72	96.94	86.88	96.95	85.2	21	0.8333333333333334	0.7083333333333334	49.511	7b7c88df096cec33932e8c735c5405fda29149ca9e84db9d1fc13481c3164fd6	85.0	87.5	87.5	97.5	87.55	97.51	87.43	13	0.8333333333333334	0.7083333333333334	36.525	00d4b232c69e76a6cbc054facfb28d4c59ff13798ed9461a6d926e5dcbe39aa8	86.67	88.89	88.89	97.78	91.17	97.82	89.17	21	0.8333333333333334	0.7083333333333334	39.433	daa4018db877814998735d62bfc5a664d5ba9997a0e4a7b896c979a565cd6c40	85.0	87.5	87.5	97.5	87.55	97.51	87.43	13	0.8333333333333334	0.7083333333333334	36.063	00d4b232c69e76a6cbc054facfb28d4c59ff13798ed9461a6d926e5dcbe39aa8	
10	stump_with_memoization	TestOp_80	NATOPS	(false,"interval")	missing	85.0	87.5	87.5	97.5	88.15	97.54	87.39	27	0.8333333333333334	0.7083333333333334	38.321	e73f5ada174a4f3255dd8613e0aa05f981cafa85c348eb29014d1bf6f8b9a832	78.33	81.94	81.94	96.39	83.04	96.53	80.99	15	0.8333333333333334	0.7083333333333334	31.326	7abc37a6e5dde4eeff16abf0f1e7f98adb03145e011d24b1b44934ca8774fb70	85.0	87.5	87.5	97.5	87.57	97.5	87.49	21	0.8333333333333334	0.7083333333333334	37.692	0f76b6edf6a430347242ad91e900beca08a25c1df63afca3b410c014143c794d	78.33	81.94	81.94	96.39	83.04	96.53	80.99	15	0.8333333333333334	0.7083333333333334	31.347	7abc37a6e5dde4eeff16abf0f1e7f98adb03145e011d24b1b44934ca8774fb70	
1	stump_with_memoization	TestOp_80	RacketSports	(false,"interval")	missing	75.29	81.48	81.04	93.86	81.55	93.97	80.88	47	0.8407407407407408	0.7212962962962963	21.515	66a2d3656f4077d2398837a8a4744bc68a0f8d955113a2e0a26b7f6fe419011f	77.76	83.33	82.97	94.47	84.29	94.64	82.78	37	0.8407407407407408	0.7212962962962963	2.319	e5ee5aac89101b0ae8148a0d2590fdf163c6bdafd4db357742036c389d6e0de0	77.77	83.33	82.97	94.48	83.27	94.49	83.01	39	0.8407407407407408	0.7212962962962963	2.332	f267a6b851d07c5829f8d3d54514e08ffbbe78ded3955477d6c10c1eb5abc78f	77.77	83.33	82.97	94.48	83.85	94.59	82.84	33	0.8407407407407408	0.7212962962962963	2.308	908aa5720836e3e9642c097aa25882e0778e732719bccf04509d0d10c7d57244	
2	stump_with_memoization	TestOp_80	RacketSports	(false,"interval")	missing	67.87	75.93	75.41	92.01	75.56	92.08	75.32	45	0.8444444444444444	0.7277777777777777	3.361	d32dd612a9cdacd71d4a3445f47d5855712f072ec5b77ada59378b4867049926	65.38	74.07	73.49	91.39	73.38	91.53	73.22	27	0.8444444444444444	0.7277777777777777	1.18	8a3572b9b2c55a5af92799a33920ca0906f1574c1d48c5f7fca33cd87cf74105	70.37	77.78	77.47	92.64	79.21	92.66	77.71	37	0.8444444444444444	0.7277777777777777	1.225	b6cccd656c77c579686fedc5fab809d63939da132e9f462c52d56e5ddb87929c	67.9	75.93	75.55	92.03	76.75	91.99	75.83	27	0.8444444444444444	0.7277777777777777	1.091	6b21bccfb563a1ba7d7a74869cc24c228dd3ba5b289499f75c56c5ebcd6ede90	
3	stump_with_memoization	TestOp_80	RacketSports	(false,"interval")	missing	65.38	74.07	73.35	91.4	73.47	91.69	72.84	47	0.837037037037037	0.7148148148148148	5.22	7dd312ec6c40605e0bc719852080ce61e5641edb6d350ebda686cea602798e61	57.93	68.52	67.58	89.54	67.5	90.31	65.35	21	0.837037037037037	0.7148148148148148	1.057	943c5eaca3fc71c127dc2160b06a0ea94971539205b185dc99d3578ca776ade7	65.38	74.07	73.35	91.4	73.61	91.67	72.95	35	0.837037037037037	0.7148148148148148	1.589	f6e6943a1ca79041b002b6799b690af56598ec414c78b1d716ffddd679ab01cb	55.43	66.67	65.66	88.92	65.83	89.76	63.47	19	0.837037037037037	0.7148148148148148	1.08	31dd228705e88b6cd72815ea0840f66978269e9aa10d932896bf111a86582762	
4	stump_with_memoization	TestOp_80	RacketSports	(false,"interval")	missing	55.47	66.67	66.07	88.9	66.99	89.42	65.34	43	0.825925925925926	0.6953703703703704	2.088	70cfd54c68486f25302aa22176c8166bb4ac3f2611689db504c2716402e42117	57.95	68.52	67.99	89.51	68.64	90.02	67.25	29	0.825925925925926	0.6953703703703704	1.174	935f0a56f66343a6d9171d66772eeed3e049f22be219645b84b782c6bf212c36	53.0	64.81	64.15	88.29	65.34	88.83	63.34	39	0.825925925925926	0.6953703703703704	1.126	354e168ba18f3717c03e23e99737b901469158020567e3a9e9fd489ad82a8217	60.42	70.37	69.92	90.12	70.26	90.68	68.94	27	0.825925925925926	0.6953703703703704	0.98	8a89c90ccf9ced870a8d231a8597ae1ce65643b9fcaaaa821b8f7eb07e193be9	
5	stump_with_memoization	TestOp_80	RacketSports	(false,"interval")	missing	53.0	64.81	64.01	88.31	63.24	88.66	62.81	49	0.7866096866096867	0.6842592592592593	9.762	880752dba77be0859b2fb6b9c979f646101eab2159e1e8c35ba8f1ec21a0da37	53.0	64.81	64.01	88.31	63.68	88.58	63.26	27	0.7866096866096867	0.6842592592592593	2.847	4b9dec9c3bec5967996cb446858637763f95c995928b35a89c186c74f996acb7	55.47	66.67	65.93	88.92	65.14	89.21	65.02	39	0.7866096866096867	0.6842592592592593	3.27	4a5e2557c2f0d49321251460d367987ea3fc376631d7166e703b61933b8512aa	52.98	64.81	64.01	88.29	63.07	88.65	62.95	25	0.7866096866096867	0.6842592592592593	2.609	77f4bfaea6ab016067912ad8f3e751c24a900d4e827bb7d3633dfa4366f27895	
6	stump_with_memoization	TestOp_80	RacketSports	(false,"interval")	missing	77.74	83.33	82.69	94.47	82.33	94.7	82.22	45	0.8518518518518519	0.7407407407407407	3.515	5daffcbe770e321eb03d7a5f9b537ec23a0fc278c3765e7e14c97368f7862887	70.32	77.78	76.92	92.64	77.67	92.99	76.15	27	0.8518518518518519	0.7407407407407407	1.056	fff3ce21eb46f0b7120b05526f7badfda28b43577311a8e39da6110db70dd854	70.32	77.78	76.92	92.64	76.17	92.93	76.15	39	0.8518518518518519	0.7407407407407407	1.521	edceb7df4bfae57e6310708445aa0d0eaa008a62b136ebfe2ade2b389d403d43	70.32	77.78	76.92	92.64	77.67	92.99	76.15	25	0.8518518518518519	0.7407407407407407	0.949	8d22b78ce986bb23dede4ad87c71cbaa47d7d497eae46be000f5d7844630f4b7	
7	stump_with_memoization	TestOp_80	RacketSports	(false,"interval")	missing	55.43	66.67	65.8	88.9	65.04	89.56	64.32	47	0.7250712250712251	0.6342592592592593	2.999	2cbf67d61703c1967f75db3c7ad7547b250342e434c8a15839fe5c78c6e65157	55.43	66.67	65.8	88.9	64.62	89.62	63.94	27	0.7250712250712251	0.6342592592592593	1.124	43f4e6368b6d8355061f365806c2bde3f294e7096293c84bbf0d5a09c7790214	57.91	68.52	67.72	89.51	67.74	90.16	66.32	43	0.7250712250712251	0.6342592592592593	1.198	e499458e7ee88549b267906eb2f3684514f7ec9ee414a172a541603e09835077	55.43	66.67	65.8	88.9	64.62	89.62	63.94	25	0.7250712250712251	0.6342592592592593	1.194	8c8b63e376e4089c00caffbe85c202b7582c7a328f7b8855a50bbf8092478241	
8	stump_with_memoization	TestOp_80	RacketSports	(false,"interval")	missing	70.36	77.78	77.06	92.67	77.4	92.78	76.77	39	0.8481481481481482	0.7342592592592593	2.347	b71f79143d412da21c713668121920dd1ad08416cf5421240cd26fd80ee988c0	60.35	70.37	69.37	90.12	69.11	90.94	67.02	21	0.7570370370370371	0.6498148148148148	0.799	212e6167ce865855ab493d4b23db5b465ab672f3d00172ce671505ee51d9b894	67.87	75.93	75.27	92.03	74.88	92.19	74.74	37	0.8481481481481482	0.7342592592592593	0.976	4a95f1d13375aa42d9be772db121d71014a730b9614dc96930c2751f87e1ca6f	60.35	70.37	69.37	90.12	69.11	90.94	67.02	19	0.7570370370370371	0.6498148148148148	0.953	3976f9d7d8181e268ee33d25c6fe6019960e9bc9d3eb172cf737b6bcae668d27	
9	stump_with_memoization	TestOp_80	RacketSports	(false,"interval")	missing	43.29	57.41	57.14	85.88	58.66	86.02	56.85	47	0.768013468013468	0.6622053872053872	2.557	ceb8231104640c1e3a39f11497c73caec72555b4814bfb735d7db830abbb4866	45.83	59.26	59.2	86.52	62.37	86.56	59.37	29	0.7777777777777778	0.673611111111111	1.239	4fb831f04a436817f22dfe7031c5924c76f159113008198f30ab958ced37204c	48.27	61.11	60.99	87.13	64.66	87.08	61.64	35	0.768013468013468	0.6622053872053872	1.253	d7ba6fa07b31f1cf60261853f3155a651e1b5d40046604898ab896bf53b532b4	53.17	64.81	64.7	88.35	66.83	88.27	65.12	23	0.7777777777777778	0.673611111111111	1.086	15cbf54559bbdadcabfe9d8ca2a44c8843ffeb59a157c69ad277651683863640	
10	stump_with_memoization	TestOp_80	RacketSports	(false,"interval")	missing	62.88	72.22	71.43	90.76	70.59	91.14	70.49	43	0.768013468013468	0.6622053872053872	1.831	5c8a415551e13d75deb8ffdf612bc33412d45b684748fa9ed8278ac5c49893bc	62.88	72.22	71.43	90.76	69.75	91.2	70.14	27	0.768013468013468	0.6622053872053872	1.216	8b71a35daca95690c914f5fad3fe2df2572f52a49694a37341dc704e2e736a52	62.88	72.22	71.43	90.76	68.71	91.54	68.41	37	0.768013468013468	0.6622053872053872	1.015	5a51cbfb658790ecdc57f8cc314f20605d092d483539ee704106ff6220a46628	62.88	72.22	71.43	90.76	69.16	91.33	69.46	29	0.768013468013468	0.6622053872053872	0.89	c7b0f23a6bcb96e8c768a11ce868c8b56693b71fdd93aa8ec8deaaf75df08360	
1	stump_with_memoization	TestOp_80	FingerMovements	(true,"one_world")	missing	11.9	55.95	59.52	52.38	55.56	56.41	57.47	81	-Inf	-Inf	189.107	60b69f3f9cac7240a716054ce42c8866a7d0ade2a5835e2a098005957d460159	26.19	63.1	57.14	69.05	64.86	61.7	60.76	43	0.7534632034632035	0.6367424242424242	188.995	465cc86441b368eddd34357180174776c6b251e7d5cb02e5f331d6888af4ed86	21.43	60.71	64.29	57.14	60.0	61.54	62.07	73	-Inf	-Inf	190.852	f72a465465a0fa299762d687ddb1e96977b859210a1f535d354678eec0498a9d	26.19	63.1	57.14	69.05	64.86	61.7	60.76	43	0.7534632034632035	0.6367424242424242	189.63	465cc86441b368eddd34357180174776c6b251e7d5cb02e5f331d6888af4ed86	
2	stump_with_memoization	TestOp_80	FingerMovements	(true,"one_world")	missing	4.76	52.38	50.0	54.76	52.5	52.27	51.22	63	-Inf	-Inf	210.116	ce7bc195e6c4de404c0213af2f15b1d1f25110d6e795026080bd3d323f3105c7	0.0	50.0	45.24	54.76	50.0	50.0	47.5	31	-Inf	-Inf	206.587	cca77b9d5d5109ccbc1190f675bea4acc9dc82e6ca0cdbc9f0ad9500d4bfdc66	4.76	52.38	47.62	57.14	52.63	52.17	50.0	61	-Inf	-Inf	209.413	3e95bbe214138567d87cbd1cbf64c5f717a20b91957b2902ba39651698acc17c	0.0	50.0	45.24	54.76	50.0	50.0	47.5	31	-Inf	-Inf	205.491	cca77b9d5d5109ccbc1190f675bea4acc9dc82e6ca0cdbc9f0ad9500d4bfdc66	
3	stump_with_memoization	TestOp_80	FingerMovements	(true,"one_world")	missing	19.05	59.52	57.14	61.9	60.0	59.09	58.54	65	-Inf	-Inf	160.059	f98bc129b76b49e114545b5e7576951b39a2c1c2575bd02522d92770ef2e617f	11.9	55.95	57.14	54.76	55.81	56.1	56.47	29	-Inf	-Inf	155.477	d17ef375676c5c0200983065466d5a2fb1de040516aa5a9e2feb6024425fff8a	21.43	60.71	57.14	64.29	61.54	60.0	59.26	55	-Inf	-Inf	160.071	c32bae38db006355f6a3164fa522885ac73dfab3c18d2932b2c56fc84d66813f	11.9	55.95	57.14	54.76	55.81	56.1	56.47	29	-Inf	-Inf	156.515	d17ef375676c5c0200983065466d5a2fb1de040516aa5a9e2feb6024425fff8a	
4	stump_with_memoization	TestOp_80	FingerMovements	(true,"one_world")	missing	-11.9	44.05	45.24	42.86	44.19	43.9	44.71	67	-Inf	-Inf	111.395	4d79059360b3dbadad2bd3242bc14d7ef42fd5b65ccfcd2d2cf580c5fd4fdd98	-21.43	39.29	52.38	26.19	41.51	35.48	46.32	29	-Inf	-Inf	105.876	b585eab9223467f1e4f65626b352eda652f215327fb1e76b94b01bca90c23787	-14.29	42.86	42.86	42.86	42.86	42.86	42.86	63	-Inf	-Inf	111.21	2f23f601c786fdaad4619a02c03c57ce3348db7396d634ff1223276ea01cc237	-23.81	38.1	52.38	23.81	40.74	33.33	45.83	29	-Inf	-Inf	106.305	0e2f79b376a9a659be697de447fa225aa9cceb4591d78959dd2f65b966c0564e	
5	stump_with_memoization	TestOp_80	FingerMovements	(true,"one_world")	missing	14.29	57.14	54.76	59.52	57.5	56.82	56.1	77	0.8238095238095239	0.6916666666666667	178.574	0f52089ea94e769e0ca741b555defcada4e09adb99b00560b0316061414a3c6d	11.9	55.95	59.52	52.38	55.56	56.41	57.47	33	0.8238095238095239	0.6916666666666667	170.858	6a7af5ae68691e175b64a45d86f5f628b174dc07a5a452f7d2aa170b2660dd1b	11.9	55.95	50.0	61.9	56.76	55.32	53.16	67	0.8238095238095239	0.6916666666666667	179.116	7d5cbe960aeac4eef10f4da73b242bf4260edf96572fa3e7426c0610b06da053	11.9	55.95	59.52	52.38	55.56	56.41	57.47	35	0.8238095238095239	0.6916666666666667	170.61	8f52fb01aceb061fed6b64723f1f2e5d7fefc5f85367b2757660b7828b3affe7	
6	stump_with_memoization	TestOp_80	FingerMovements	(true,"one_world")	missing	11.9	55.95	52.38	59.52	56.41	55.56	54.32	77	0.5547619047619048	0.4708333333333333	123.162	11fe044c9cce24e058dea566667984c65b31ea9dd69f77c559f2c61272f9c684	19.05	59.52	61.9	57.14	59.09	60.0	60.47	35	0.6285714285714287	0.5375000000000001	121.353	b3b5c9303dc31190bd6cfd2871a9271cd30402c03738e3a6f206f2ba4584a375	11.9	55.95	52.38	59.52	56.41	55.56	54.32	67	0.5547619047619048	0.4708333333333333	123.211	2b3d1a7fb3955a6896cf1c5eabc4931365b08190d64ea9b73f43b7cd1c3605d0	19.05	59.52	61.9	57.14	59.09	60.0	60.47	35	0.6285714285714287	0.5375000000000001	121.699	b3b5c9303dc31190bd6cfd2871a9271cd30402c03738e3a6f206f2ba4584a375	
